Title,Abstract,StoreId,ArticleType,AuthorAffiliation,Authors,companies,copyright,digitalObjectIdentifier,documentType,elecPubDate,entryDate,issn,issue,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,volume,DocumentURL,identifierKeywords,notes,startPage,subjectTerms,subjects,Database
"Augmented reality to the creation of hybrid maps applied in soil sciences: a study case in Ixmiquilpan Hidalgo, Mexico","The combination or mixture of methodologies offers so-called hybrid results, whose benefits can be focused on all areas of knowledge. In the present study, the creation of an Interactive Hybrid Maps Augmented Reality (AR) Application focused on teaching earth sciences was combined with edaphological, geographical, and cartographic information as a complement to online teaching due to the pandemic caused by COVID-19. Information was collected by studies carried out in the municipalities of Ixmiquilpan, Tasquillo, and Cardonal located at Mezquital Valley in Hidalgo, Mexico. The application was developed under evolutionary development models in combination with 2D maps, and Geographic Information Systems through the software Unity 3D graphics engine and AR Foundation SDK. In addition, laboratory results, information from historical databases, as well as field information, and pictures showing soil profiles of the study region were incorporated. The Interactive Hybrid Maps AR Application was installed and evaluated by Bachelor´s students of Biology with a specialty in soil sciences from the National Autonomous University of Mexico through a survey quiz that included items such as a learning tool, graphic 3D maps quality in augmented reality, easy handling, interaction and recommendable. Our results obtained a value of 0.90 Cronbach Alpha Coefficient indicating excellent reliability of the instrument. Moreover, an analysis of the last 10&#xa0;years shows an incipient development of applications based on Augmented Reality for teaching earth sciences for university education. However, it is shown a wide development of AR applications in several fields since mathematics to museums.",3051771441,Scholarly Journals," Universidad Nacional Autónoma de México (UNAM), Laboratorio de Edafología Aplicada y Servicios Ambientales, UBIPRO, Facultad de Estudios Superiores Iztacala, Tlalnepantla de Baz, México (GRID:grid.9486.3) (ISNI:0000 0001 2159 0001) , Laboratorio de Optomecatrónica, UPIIH, Instituto Politécnico Nacional (IPN), Distrito de Educación, Salud, Ciencia, Tecnología E Innovación, San Agustín Tlaxiaca, México (GRID:grid.418275.d) (ISNI:0000 0001 2165 8782) , Laboratorio de Optomecatrónica, UPIIH, Instituto Politécnico Nacional (IPN), Distrito de Educación, Salud, Ciencia, Tecnología E Innovación, San Agustín Tlaxiaca, México (GRID:grid.418275.d) (ISNI:0000 0001 2165 8782) , Laboratorio de Optomecatrónica, UPIIH, Instituto Politécnico Nacional (IPN), Distrito de Educación, Salud, Ciencia, Tecnología E Innovación, San Agustín Tlaxiaca, México (GRID:grid.418275.d) (ISNI:0000 0001 2165 8782) , Universidad Nacional Autónoma de México (UNAM), Laboratorio de Edafología Aplicada y Servicios Ambientales, UBIPRO, Facultad de Estudios Superiores Iztacala, Tlalnepantla de Baz, México (GRID:grid.9486.3) (ISNI:0000 0001 2159 0001) , Laboratorio de Optomecatrónica, UPIIH, Instituto Politécnico Nacional (IPN), Distrito de Educación, Salud, Ciencia, Tecnología E Innovación, San Agustín Tlaxiaca, México (GRID:grid.418275.d) (ISNI:0000 0001 2165 8782)","Ayala-Niño, Fernando;Fabila-Bustos, Diego A.;Cortés-Caballero, José M.;Pérez-Martínez, Ángel A.;López-Galindo, Francisco;Hernández-Chávez, Macaria",," © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2023. Springer Nature or its licensor (e.g. a society or other partner) holds exclusive rights to this article under a publishing agreement with the author(s) or other rightsholder(s); author self-archiving of the accepted manuscript version of this article is solely governed by the terms of such publishing agreement and applicable law.",10.1007/s11042-023-17491-3, Journal Article, 2023-11-03, May 2024,1380-7501,16, English, English, 49595-49613, Dordrecht,May 2024,Multimedia Tools and Applications,2024,83,https://login.pbidi.unam.mx:2443/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fscholarly-journals%2Faugmented-reality-creation-hybrid-maps-applied%2Fdocview%2F3051771441%2Fse-2%3Faccountid%3D14598,," 2023-10-09 (Registration) , 2023-05-15 (Received) , 2023-10-06 (Accepted) , 2023-09-21 (Rev-Recd)", 49595," Augmented reality , Augmented reality , Earth science , Museums , SUSTAINABILITY , Geographic information systems , Earth sciences , Soil sciences , Soil properties , Colleges & universities , Mexico",,"Advanced Technologies & Aerospace Database, Computer Science Database, ProQuest One Academic"
