Title,Abstract,StoreId,ArticleType,AuthorAffiliation,Authors,companies,copyright,digitalObjectIdentifier,documentType,elecPubDate,entryDate,issn,issue,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,volume,DocumentURL,identifierKeywords,notes,startPage,subjectTerms,subjects,Database
"Augmented reality to the creation of hybrid maps applied in soil sciences: a study case in Ixmiquilpan Hidalgo, Mexico","The combination or mixture of methodologies offers so-called hybrid results, whose benefits can be focused on all areas of knowledge. In the present study, the creation of an Interactive Hybrid Maps Augmented Reality (AR) Application focused on teaching earth sciences was combined with edaphological, geographical, and cartographic information as a complement to online teaching due to the pandemic caused by COVID-19. Information was collected by studies carried out in the municipalities of Ixmiquilpan, Tasquillo, and Cardonal located at Mezquital Valley in Hidalgo, Mexico. The application was developed under evolutionary development models in combination with 2D maps, and Geographic Information Systems through the software Unity 3D graphics engine and AR Foundation SDK. In addition, laboratory results, information from historical databases, as well as field information, and pictures showing soil profiles of the study region were incorporated. The Interactive Hybrid Maps AR Application was installed and evaluated by Bachelor´s students of Biology with a specialty in soil sciences from the National Autonomous University of Mexico through a survey quiz that included items such as a learning tool, graphic 3D maps quality in augmented reality, easy handling, interaction and recommendable. Our results obtained a value of 0.90 Cronbach Alpha Coefficient indicating excellent reliability of the instrument. Moreover, an analysis of the last 10 years shows an incipient development of applications based on Augmented Reality for teaching earth sciences for university education. However, it is shown a wide development of AR applications in several fields since mathematics to museums.",3051771441,Scholarly Journals,"Universidad Nacional Autónoma de México (UNAM), Laboratorio de Edafología Aplicada y Servicios Ambientales, UBIPRO, Facultad de Estudios Superiores Iztacala, Tlalnepantla de Baz, México (GRID:grid.9486.3) (ISNI:0000 0001 2159 0001) , Laboratorio de Optomecatrónica, UPIIH, Instituto Politécnico Nacional (IPN), Distrito de Educación, Salud, Ciencia, Tecnología E Innovación, San Agustín Tlaxiaca, México (GRID:grid.418275.d) (ISNI:0000 0001 2165 8782) , Laboratorio de Optomecatrónica, UPIIH, Instituto Politécnico Nacional (IPN), Distrito de Educación, Salud, Ciencia, Tecnología E Innovación, San Agustín Tlaxiaca, México (GRID:grid.418275.d) (ISNI:0000 0001 2165 8782) , Laboratorio de Optomecatrónica, UPIIH, Instituto Politécnico Nacional (IPN), Distrito de Educación, Salud, Ciencia, Tecnología E Innovación, San Agustín Tlaxiaca, México (GRID:grid.418275.d) (ISNI:0000 0001 2165 8782) , Universidad Nacional Autónoma de México (UNAM), Laboratorio de Edafología Aplicada y Servicios Ambientales, UBIPRO, Facultad de Estudios Superiores Iztacala, Tlalnepantla de Baz, México (GRID:grid.9486.3) (ISNI:0000 0001 2159 0001) , Laboratorio de Optomecatrónica, UPIIH, Instituto Politécnico Nacional (IPN), Distrito de Educación, Salud, Ciencia, Tecnología E Innovación, San Agustín Tlaxiaca, México (GRID:grid.418275.d) (ISNI:0000 0001 2165 8782)","Ayala-Niño, Fernando;Fabila-Bustos, Diego A.;Cortés-Caballero, José M.;Pérez-Martínez, Ángel A.;López-Galindo, Francisco;Hernández-Chávez, Macaria",,"© The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2023. Springer Nature or its licensor (e.g. a society or other partner) holds exclusive rights to this article under a publishing agreement with the author(s) or other rightsholder(s); author self-archiving of the accepted manuscript version of this article is solely governed by the terms of such publishing agreement and applicable law.",10.1007/s11042-023-17491-3,Journal Article,2023-11-03,May 2024,1380-7501,16,English,English,49595-49613,Dordrecht,May 2024,Multimedia Tools and Applications,2024,83,https://login.pbidi.unam.mx:2443/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fscholarly-journals%2Faugmented-reality-creation-hybrid-maps-applied%2Fdocview%2F3051771441%2Fse-2%3Faccountid%3D14598,,"2023-10-09 (Registration) , 2023-05-15 (Received) , 2023-10-06 (Accepted) , 2023-09-21 (Rev-Recd)",49595,"Augmented reality , Augmented reality , Earth science , Museums , SUSTAINABILITY , Geographic information systems , Earth sciences , Soil sciences , Soil properties , Colleges & universities , Mexico",,"Advanced Technologies & Aerospace Database, Computer Science Database, ProQuest One Academic"
Improved predictive diagnosis of diabetic macular edema based on hybrid models: An observational study,"Diabetic Macular Edema (DME) is the most common sight-threatening complication of type 2 diabetes. Optical Coherence Tomography (OCT) is the most useful imaging technique to diagnose, follow up, and evaluate treatments for DME. However, OCT exam and devices are expensive and unavailable in all clinics in low- and middle-income countries. Our primary goal was therefore to develop an alternative method to OCT for DME diagnosis by introducing spectral information derived from spontaneous electroretinogram (ERG) signals as a single input or combined with fundus that is much more widespread. Baseline ERGs were recorded in 233 patients and transformed into scalograms and spectrograms via Wavelet and Fourier transforms, respectively. Using transfer learning, distinct Convolutional Neural Networks (CNN) were trained as classifiers for DME using OCT, scalogram, spectrogram, and eye fundus images. Input data were randomly split into training and test sets with a proportion of 80 %–20 %, respectively. The top performers for each input type were selected, OpticNet-71 for OCT, DenseNet-201 for eye fundus, and non-evoked ERG-derived scalograms, to generate a combined model by assigning different weights for each of the selected models. Model validation was performed using a dataset alien to the training phase of the models. None of the models powered by mock ERG-derived input performed well. In contrast, hybrid models showed better results, in particular, the model powered by eye fundus combined with mock ERG-derived information with a 91 % AUC and 86 % F1-score, and the model powered by OCT and mock ERG-derived scalogram images with a 93 % AUC and 89 % F1-score. These data show that the spontaneous ERG-derived input adds predictive value to the fundus- and OCT-based models to diagnose DME, except for the sensitivity of the OCT model which remains the same. The inclusion of mock ERG signals, which have recently been shown to take only 5 min to record in daylight conditions, therefore represents a potential improvement over existing OCT-based models, as well as a reliable and cost-effective alternative when combined with the fundus, especially in underserved areas, to predict DME.",2928851773,Scholarly Journals,"Laboratorio de Investigación Traslacional en Salud Visual, Instituto de Neurobiología, Universidad Nacional Autónoma de México (UNAM), Campus Juriquilla, Querétaro, Mexico , Research Department, Asociación Para Evitar la Ceguera, Mexico City, Mexico , Research Department, Asociación Para Evitar la Ceguera, Mexico City, Mexico , Instituto Mexicano de Oftalmología (IMO), I.A.P., Circuito Exterior Estadio Corregidora Sn, Centro Sur, 76090 Santiago de Querétaro, Querétaro, Mexico , Instituto Mexicano de Oftalmología (IMO), I.A.P., Circuito Exterior Estadio Corregidora Sn, Centro Sur, 76090 Santiago de Querétaro, Querétaro, Mexico , Instituto Mexicano de Oftalmología (IMO), I.A.P., Circuito Exterior Estadio Corregidora Sn, Centro Sur, 76090 Santiago de Querétaro, Querétaro, Mexico , Instituto Mexicano de Oftalmología (IMO), I.A.P., Circuito Exterior Estadio Corregidora Sn, Centro Sur, 76090 Santiago de Querétaro, Querétaro, Mexico , Instituto Mexicano de Oftalmología (IMO), I.A.P., Circuito Exterior Estadio Corregidora Sn, Centro Sur, 76090 Santiago de Querétaro, Querétaro, Mexico; HelpMeSee, Inc., 20 West 36th Street, Floor 4, New York, NY, 10018-8005, USA , Escuela Nacional de Estudios Superiores Unidad Juriquilla, Universidad Nacional Autónoma de México (UNAM), Campus Juriquilla, Querétaro, Mexico , Laboratorio de Investigación Traslacional en Salud Visual, Instituto de Neurobiología, Universidad Nacional Autónoma de México (UNAM), Campus Juriquilla, Querétaro, Mexico","Hughes-Cano, JA;Quiroz-Mercado, H;Hernández-Zimbrón, L F;García-Franco, R;JF Rubio Mijangos;López-Star, E;García-Roa, M;Lansingh, V C;Olivares-Pinto, U;Thébault, S C",,©2024. Elsevier Ltd,10.1016/j.compbiomed.2024.107979,Journal Article,,Mar 2024,0010-4825,,English,English,,Oxford,Mar 2024,Computers in Biology and Medicine,2024,170,https://login.pbidi.unam.mx:2443/login?qurl=https%3A%2F%2Fwww.proquest.com%2Fscholarly-journals%2Fimproved-predictive-diagnosis-diabetic-macular%2Fdocview%2F2928851773%2Fse-2%3Faccountid%3D14598,"Machine learning , Classifier , Hybrid model",,,"Imaging techniques , Diabetes mellitus (non-insulin dependent) , PSYCHOLOGY , Eye , SUSTAINABILITY , Wavelet transforms , Models , Artificial neural networks , Medical imaging , Edema , Diagnosis , PSYCHOLOGY , Diagnosis , Fourier transforms , Transfer learning , Training , Medical diagnosis , Edema , OPERATIONS , SUSTAINABILITY , Fourier transforms , Spectrograms , Edema , PSYCHOLOGY , Algorithms , SUSTAINABILITY , Neural networks , Optical Coherence Tomography , PSYCHOLOGY , Mexico","Machine learning , Classifier , Hybrid model","Advanced Technologies & Aerospace Database, Biological Science Database, Computer Science Database, ProQuest One Academic"
