Title,Author,Author affiliation,Source,Sponsor,Publisher/Repository,Volume and Issue,Pages,Issue date,Monograph title,Publication year,ISSN,E-ISSN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Abstract,Number of references,Main Heading,Controlled/Subject terms,Uncontrolled terms,Classification code,IPC code,Treatment,Funding details,Funding text,Open Access type(s),Database,Copyright,Data Provider
PCA-enhanced Speckle Interferometry with Bicubic Interpolation at the OAN-SPM México,"Guerrero, C.A. (1); Ochoa, D.O. (2); Hernández-Valencia, B. (2); Benadalid, T. (1); Peralta-Mendoza, I.A. (1); Romero Hernández, E. (1); García-Castillo, F.A. (1); Ayala, S. (1); Pérez-León, J.E. (1); Tamayo, F.J. (1); Avilés, A. (1); Sánchez, E. (2); Castro-Chacón, J.H. (2); Bautista-Hernández, A. (1); Reyes-Ruiz, M. (2); Pérez-Tijerina, E.G. (1) ","(1) Instituto Tecnológico de Nuevo Leon, Facultad de Ciencias Físico Matemáticas, Mexico (2) Universidad Nacional Autonoma de Mexico, Instituto de Astronomia, AP 106, Mexico ",Astronomical Journal,,"IOP Publishing, UK","v 170, n 6",311 (17 pp.),01 Dec. 2025,,,1538-3881,,,10.3847/1538-3881/ae0cc2,,,,,"We present an improved methodology for the reduction and analysis of speckle interferometry data, based on observations obtained with the 2.1 m telescope at the Observatorio Astronómico Nacional in Sierra San Pedro Mártir, México. Our approach combines Principal Component Analysis (PCA) filtering with bicubic interpolation to enhance both the signal-to-noise ratio and spatial resolution of the speckle data, while preserving the morphology of the autocorrelation functions. PCA is employed to suppress incoherent noise by reconstructing the speckle cube using only the dominant components, which correspond to consistent features across frames. Bicubic interpolation is then applied to refine the spatial sampling of the reconstructed images. Following these procedures, we apply a binary detection algorithm based on morphological filtering and adaptive threshold masking to identify companion candidates. The method was validated using a sample of 97 binary systems with well-determined orbital solutions. Our results show a substantial improvement in measurement precision: the average uncertainty in angular separation decreased from 10.3 to 4.5 mas, in position angle from 1.°85 to 0.°91, and in magnitude difference from 0.09 to 0.05 mag—corresponding to average improvements of 56.4%, 51.8%, and 42.6%, respectively. In tangential coordinates, the propagated uncertainty ρσθ exhibits a median reduction of 57.4%, commensurate with the radial uncertainty σρ. These results demonstrate the effectiveness of our technique for increasing the reliability of speckle interferometry measurements, particularly in the context of stellar multiplicity surveys and orbit calibration campaigns.",84,,astronomical image processing - astronomical telescopes - binary stars - calibration - image reconstruction - interpolation - light interferometry - principal component analysis - speckle - stellar motion,bicubic interpolation - binary detection algorithm - binary systems - morphological filtering - OAN-SPM México - Observatorio Astronómico Nacional - orbit calibration campaigns - principal component analysis-enhanced speckle interferometry measurements - Sierra San Pedro Mártir - signal-to-noise ratio - size 2.1 m - spatial resolution - spatial sampling - speckle cube - speckle interferometry data - stellar multiplicity surveys - tangential coordinates,"A0250 Probability theory, stochastic processes, and statistics - A0260 Numerical approximation and analysis - C1140Z Other topics in statistics - C1140P Principal component analysis - C4130 Interpolation and function approximation (numerical analysis) - A4225H Optical interference and speckle - C5260B Computer vision and image processing techniques - C7350 Astronomy and astrophysics computing - A9555C Ground-based telescopes - A9575P Mathematical and computer techniques in astronomy - A9575M Astronomical data and image processing - A9575K Astronomical interferometry - A9710W Stellar space motions (proper motions, radial velocities, and orbits) - A9780 Binary and multiple stars",G06T - G01B9/02,Bibliography (BIB); Practical (PRA); Theoretical or Mathematical (THR); Experimental (EXP),,,"All Open Access, Gold",Inspec,"Copyright 2026, The Institution of Engineering and Technology",Engineering Village
CFDA-CSF: A multi-modal domain adaptation method for cross-subject emotion recognition,"Jimenez-Guarneros, M. (1); Fuentes-Pineda, G. (1) ","(1) Universidad Nacional Autonoma de Mexico, Department of Computer Science, Mexico ",IEEE Transactions on Affective Computing,,"IEEE Computer Society, USA","v 15, n 3",1502-13,2024,,,1949-3045,,,10.1109/TAFFC.2024.3357656,,,,,"Multi-modal classifiers for emotion recognition have become prominent, as the emotional states of subjects can be more comprehensively inferred from Electroencephalogram (EEG) signals and eye movements. However, existing classifiers experience a decrease in performance due to the distribution shift when applied to new users. Unsupervised domain adaptation (UDA) emerges as a solution to address the distribution shift between subjects by learning a shared latent feature space. Nevertheless, most UDA approaches focus on a single modality, while existing multi-modal approaches do not consider that fine-grained structures should also be explicitly aligned and the learned feature space must be discriminative. In this paper, we propose Coarse and Fine-grained Distribution Alignment with Correlated and Separable Features (CFDA-CSF), which performs a coarse alignment over the global feature space, and a fine-grained alignment between modalities from each domain distribution. At the same time, the model learns intra-domain correlated features, while a separable feature space is encouraged on new subjects. We conduct an extensive experimental study across the available sessions on three public datasets for multi-modal emotion recognition: SEED, SEED-IV, and SEED-V. Our proposal effectively improves the recognition performance in every session, achieving an average accuracy of 93.05%, 85.87% and 91.20% for SEED; 85.72%, 89.60%, and 86.88% for SEED-IV; and 88.49%, 91.37% and 91.57% for SEED-V.",0,,bioelectric potentials - deep learning (artificial intelligence) - electroencephalography - emotion recognition - feature extraction - medical signal processing - signal classification,CFDA-CSF - coarse-and-fine-grained distribution alignment-with-correlated-and-separable features - cross-subject emotion recognition - fine-grained structures - global feature space - intradomain correlated features - learned feature space - multimodal classifiers - multimodal domain adaptation method - multimodal emotion recognition - SEED-IV - SEED-V,C5260 Digital signal processing - B6140 Signal processing and detection - C6264 Neural nets - C7330 Biology and medical computing - B7510D Bioelectric signals - A8730C Electrical activity in neurophysiological processes - A8770F Electrodiagnostics and other electrical measurement techniques,G01N33/48 - G06N3/02 - G16B - G06N20/00 - A61B5/00,Practical (PRA); Theoretical or Mathematical (THR); Experimental (EXP),,,,Inspec,"Copyright 2024, The Institution of Engineering and Technology",Engineering Village
A Deep (Learning) Dive Into Bacterial Classification,"Fuentes-Villegas, Alberto Daniel (1); Hernández, Haydee O. (1); Olveres, Jimena (2, 3); Escalante-Ramírez, Boris (2, 3) ","(1) Universidad Nacional Autónoma de México, Mexico City, Mexico (2) Facultad de Ingeniería, Universidad Nacional Autónoma de México, Mexico City, Mexico (3) Centro de Estudios en Computación Avanzada, Universidad Nacional Autónoma de México, Mexico City, Mexico ",Proceedings of SPIE - The International Society for Optical Engineering,The Society of Photo-Optical Instrumentation Engineers (SPIE),SPIE,v 12998,,2024,"Optics, Photonics, and Digital Technologies for Imaging Applications VIII",2024,0277786X,1996756X,9781510673144,10.1117/12.3017349,129981G,"Optics, Photonics, and Digital Technologies for Imaging Applications VIII 2024","April 9, 2024 - April 11, 2024",,"Most bacteria classifiers created by neural networks and/or image processing methods are unable to generalize when used with different data bases of images acquired with the same type of acquisition systems, even if the sample preparation is similar. In this work, we introduce an ensemble of deep neural networks designed for the classification of bacteria in a broad context. We use a dataset comprising Actinomyces, Escherichia, Staphylococcus, Lactobacillus, and Micrococcus bacteria with Gram staining, which was acquired through brightfield microscopy from various sources. To normalize diversity of image characteristics, we applied domain generalization and adaptation techniques. Subsequently, we used phenotypic characteristics, such as the color reaction to Gram staining and morphology, to classify the bacteria. © 2024 SPIE.",17,Bacteria,Deep neural networks,Acquisition systems - Actinomyces - Bacterial classifications - Data base - Deep learning - Ensemble - Gram-staining - Image processing - methods - Neural-networks - Sample preparation,461.4 Ergonomics and Human Factors Engineering,,,"Number: -, Acronym: CZI, Sponsor: Chan Zuckerberg Initiative; Number: 1226728, Acronym: Conahcyt, Sponsor: Consejo Nacional de Humanidades, Ciencias y Tecnolog&iacute;as; Number: -, Acronym: Conahcyt, Sponsor: Consejo Nacional de Humanidades, Ciencias y Tecnolog&iacute;as; Number: IT101624,IN108624,2020-225643, Acronym: UNAM, Sponsor: Universidad Nacional Aut&oacute;noma de M&eacute;xico; Number: -, Acronym: UNAM, Sponsor: Universidad Nacional Aut&oacute;noma de M&eacute;xico; ","CONAHCYT for the received fellowship 1226728 to study the masters on Pogrado en Ciencias e Ingenier\u00EDa de la Computaci\u00F3n, Universidad Nacional Aut\u00F3noma de M\u00E9xico (UNAM). UNAM PAPIIT grants IT101624 and IN108624. Grant number 2020-225643 from the Chan Zuckerberg Initiative DAF.",,Compendex,"Compilation and indexing terms, Copyright 2026 Elsevier Inc.",Engineering Village
Color Image Protection via Quantum Encryption and HVS-Based Mini-Block Data Hiding,"Olvera-Martinez, Luis (1); Cedillo-Hernandez, Manuel (1); Diaz-Rodriguez, Carlos (1); Faustinos-Morales, Leonardo (2) ","(1) Mecánica y Eléctrica Unidad Culhuacan, Instituto Politécnico Nacional Escuela Superior de Ingeniería, CDMX, Mexico (2) Universidad Nacional Autónoma de Mexico, CDMX, Mexico ","2025 10th International Conference on Frontiers of Signal Processing, ICFSP 2025",,Institute of Electrical and Electronics Engineers Inc.,,p 16-20,2025,"2025 10th International Conference on Frontiers of Signal Processing, ICFSP 2025",2025,,,9798331574420,10.1109/ICFSP67350.2025.11353827,,"10th International Conference on Frontiers of Signal Processing, ICFSP 2025","September 10, 2025 - September 12, 2025",,"With the growing demand for secure and efficient digital image processing, the integration of data hiding and encryption techniques has become essential to ensure both confidentiality and integrity of visual information. This paper proposes a hybrid approach that combines a low complexity steganographic scheme for binary and color images with a computationally efficient encryption technique inspired by quantum operators. In the data hiding component, an RGB channel of a color image is selected, and its least significant bit plane is extracted. This bit plane is then divided into suitable blocks, and HVS-based encoding tables are used to embed the information within these blocks, achieving high embedding capacity while preserving visual quality. In parallel, the encryption stage operates on color images and is based on a novel operator model that simulates quantum behaviors such as creation, exchange, and annihilation, enabling effective protection without requiring intensive mathematical processing. Experimental validation confirms the robustness of the combined approach through quality metrics such as PSNR, SSIM and entropy. © 2025 IEEE.",17,Mathematical operators,Binary images - Embeddings - Information hiding - Privacy-preserving techniques - Quantum cryptography - RGB color model - Steganography,Braided quantum - Colour image - Data-hiding - Dynamic matrix - Encryption technique - Finite fields - Image protection - matrix - Quantum encryption - Quantum operators,741.1 Light/Optics - 1101 Artificial Intelligence - 1101.2 Machine Learning - 1106.3.1 Image Processing - 1106.9 Computer Software - 1108.2 Cryptography - 1201 Mathematics,,,"Number: -, Acronym: IPN, Sponsor: Instituto Polit&eacute;cnico Nacional; ",This article is funded by Instituto Polit\u00E9cnico Nacional.,,Compendex,"Compilation and indexing terms, Copyright 2026 Elsevier Inc.",Engineering Village
Spectral characterization of the ictal phase in epileptic seizures of temporal lobe using the wavelet transform,"Gonzalez-Gonzalez, G. (1); Velasco-Herrera, V.M. (2); Alvarado-Serrano, C. (3); Ortega-Aguilar, A. (4) ","(1) Universidad Nacional Autonoma de Mexico, Biophysics and Medical Physics Department, Mexico (2) Universidad Nacional Autonoma de Mexico, Solar Radiation Department, Mexico (3) Bioelectronics Section, Electrical Engineering Department, Mexico (4) Universidad Nacional Autonoma de Mexico, Biochemistry Department, Mexico ","2025 22nd International Conference on Electrical Engineering, Computing Science and Automatic Control (CCE)",,"IEEE, Piscataway, NJ, USA",,1-6,2025,,,,,979-8-3315-5315-9,10.1109/CCE67728.2025.11272017,,"2025 22nd International Conference on Electrical Engineering, Computing Science and Automatic Control (CCE)",2025,"Mexico City, Mexico","Epilepsy is a chronic disorder of brain function related to neuronal hyperactivity and hypersychronization. The electroencephalogram is the main clinical technic used to the epilepsy diagnosis and study. The ictal phase of the epileptic activity occurs when the brain and behavior manifestations are most prominent, however, there are no objective parameters to determine it, as well as to identify its onset and offset. In this research we propose a spectral time-frequency analysis to characterize this phase. Twenty-one ictal phases of temporal lobe epilepsy from men and women with focal onset were analyzed with the wavelet transform. Specific power and frequency patterns on the spectrograms were identified in 75% of ictal phases: an intermittent activity in $\delta$ band, followed by a hypersynchronization in $\delta$ and $\theta$ bands, and finally a power dispersion from 2 to 30 Hz; regardless of onset lateralization and sex. This pattern clearly limited the onset and offset of the seizure. Additionally, power and frequencies dispersion analysis between the nearest channels to the focus and the other channels were performed. No dispersion patterns were observed, but it was proposed that it could be related to the individual brain damage caused by the recurrent seizures. In conclusion, the quantitative analysis of ictal phases by means of wavelet transform offered a new visualization of the ictal phase and highlighted objective information in power and frequency, which can be used for helping with understanding and classification of this kind of seizures.",0,,diseases - electroencephalography - medical disorders - medical signal processing - neurophysiology - spectral analysis - time-frequency analysis - wavelet transforms,brain damage - brain function - chronic disorder - dispersion analysis - electroencephalogram - epilepsy diagnosis - epileptic activity - epileptic seizures - frequency patterns - hypersychronization - ictal phase - neuronal hyperactivity - recurrent seizures - spectral characterization - spectral time-frequency analysis - spectrograms - temporal lobe epilepsy - wavelet transform,C5260 Digital signal processing - B6140 Signal processing and detection - C7330 Biology and medical computing - B7510D Bioelectric signals - A8730C Electrical activity in neurophysiological processes - A8770F Electrodiagnostics and other electrical measurement techniques,G01N33/48 - G16B - A61B5/00,Practical (PRA); Experimental (EXP),,,,Inspec,"Copyright 2026, The Institution of Engineering and Technology",Engineering Village
Human-robot physical interaction system as a tool for neurocognitive stimulation in children with ADHD in Mexico,"Aparicio-Juarez, J. (1); Dominguez-Ramirez, O.A. (1); Sepulveda-Cervantes, G. (2); Garcia-Blancas, J. (1); Ramirez-Zamora, J.D. (1); Escotto-Cordova, E.A. (3); Reyes-Hernandez, I. (4) ","(1) Autonomous University of the State of Hidalgo, Mexico (2) National Polytechnic Institute, Center for Technological Innovation and Development in Computing, Mexico (3) National Autonomous University of Mexico, Faculty of Higher Studies Zaragoza, Mexico (4) Autonomous University of the State of Hidalgo, Pachuca, Mexico ",2024 XXVI Robotics Mexican Congress (COMRob),,"IEEE, Piscataway, NJ, USA",,39-46,2024,,,,,979-8-3315-3339-7,10.1109/COMRob64055.2024.10777441,,2024 XXVI Robotics Mexican Congress (COMRob),2024,"Torreon, Mexico","This research work promotes the use of an interactive virtual environment, with the purpose of strengthening neurocognitive stimulation in children with ADHD (Attention Deficit Hyperactivity Disorder), through a human-robot physical interaction system (HRpI); as well as establishing the conditions that allow the application of supervised and unsupervised machine learning techniques that favor diagnosis. Clinical evaluation strategies in care and treatment centers for neurodivergent children are based on the Diagnostic and Statistical Manual of Mental Disorders (DSM-5); however, not using integrated technological platforms with biofeedback and neurophysiological stimulation associated with each case study, which contributes to the improvement of the clinical procedure. The proposed HRpI system is constituted by a haptic device with the human operator (patient) in the control loop. The movement instructions are designed based on a clinical protocol that evaluates hand-eye coordination, based on virtual mazes to navigate with one or two upper limbs. The platform is configured with strategies: i) passive haptic guidance and ii) active haptic exploration. In the first case, the robot guides the human in the optimal solution, correcting the interactive forces that condition the presence of disturbances, and shape the required energy; and in the second case, the human voluntarily solves the maze, which implies that the velocity and instantaneous position are variable. Kinesthetic force feedback is based on a viscoelasticity model (spring-damper system) in both haptic interaction strategies. During the development of the task, the instrumentation of brain waves are correlated with the state of the robotic system (position, velocity, energy and instantaneous errors); all this for the evaluation of performance metrics that contribute to the diagnosis. The expected result corresponds to determining the engram in terms of duration and frequency in brain plasticity for self-regulation purposes of the neurodivergent patient; as well as its impact as a value proposition to the Continuous Improvement School Program (PEMC) of basic education institutions in Mexico.",,,brain - educational institutions - force feedback - haptic interfaces - human-robot interaction - interactive systems - learning (artificial intelligence) - medical disorders - neurophysiology - patient treatment - psychology - virtual reality - viscoelasticity,ADHD - Attention Deficit Hyperactivity Disorder - clinical evaluation strategies - haptic interaction strategies - HRpI system - human operator - human-robot physical interaction system - interactive forces - interactive virtual environment - neurocognitive stimulation - neurodivergent children - neurophysiological stimulation - robotic system - spring-damper system,C0240 Ergonomic aspects of computing - C3385 Biological and medical control systems - C3390 Robotics - C5540B Interactive-input devices - C6130V Virtual reality - C6180R Human-robot interaction - C6180 User interfaces - C7330 Biology and medical computing - A8770G Patient care and treatment,B25J13/00 - G16B - G06F3/00 - G06N20/00,Practical (PRA); Theoretical or Mathematical (THR),,,,Inspec,"Copyright 2025, The Institution of Engineering and Technology",Engineering Village
Ownership Authentication and Clinical Data Backup in DICOM Images via Robust Watermarking and Binary Data Hiding,"Lopez-Martinez, Angela Axin (1); Fragoso-Navarro, Eduardo (1); Cedillo-Hernandez, Manuel (1); Garcia-Ugalde, Francisco (2) ","(1) Instituto Politecnico Nacional, SEPI ESIME Culhuacan, CDMX, Mexico (2) Universidad Nacional Autonoma de Mexico, CDMX, Mexico ","2025 10th International Conference on Frontiers of Signal Processing, ICFSP 2025",,Institute of Electrical and Electronics Engineers Inc.,,p 32-36,2025,"2025 10th International Conference on Frontiers of Signal Processing, ICFSP 2025",2025,,,9798331574420,10.1109/ICFSP67350.2025.11353575,,"10th International Conference on Frontiers of Signal Processing, ICFSP 2025","September 10, 2025 - September 12, 2025",,"Medical information is very important and delicate due to its relevance in clinical diagnosis, treatments, research and other commercial and non-commercial applications of governmental and private organizations. Recent advances in information and communication technologies have transformed the paradigm of medical data management, but also introduced new risks related to unauthorized access, manipulation, and distribution. To solve part of these problems, this paper proposes a method that employs two information security levels based on robust watermarking and binary data hiding, respectively. Firstly, clinical data is embedded into a logo using binary data hiding. Then, this logo is inserted into the spatial domain of a medical image through block segmentation, statistical information, and convolutional encoding for ownership authentication. Experimental results demonstrate logo robustness against JPEG DICOM compression in conjunction with aggressive attacks like cropping and copy-move, using bit error rate as a metric. The imperceptibility has been measured via peak signal-to-noise ratio and structural similarity index metrics. © 2025 IEEE.",17,Clinical research,Authentication - Bit error rate - Computer aided diagnosis - Convolution - Digital image storage - Digital Imaging and Communications in Medicine (DICOM) - Encoding (symbols) - Image compression - Information hiding - Information management - Medical computing - Medical image processing - Signal encoding,Authentication data - Binary data - Binary data hiding - Clinical data - Convolutional encoding - Data backups - Data-hiding - DICOM imaging - Ownership authentication - Robust watermarking,"101.1 Biomedical Engineering - 102.1 Medicine - 102.1.2 Health Science - 716.1 Information Theory and Signal Processing - 902.2 Codes and Standards - 903 Information Science - 1103.1 Data Storage, Equipment and Techniques - 1103.4 Digital Computers and Systems - 1106.2 Data Handling and Data Processing - 1106.3 Digital Signal Processing - 1106.3.1 Image Processing - 1106.5 Computer Applications - 1106.9 Computer Software - 1108.1 Cybersecurity",,,"Number: -, Acronym: IPN, Sponsor: Instituto Polit&eacute;cnico Nacional; Number: -, Acronym: -, Sponsor: Secretar&iacute;a de Ciencia, Humanidades, Tecnolog&iacute;a e Innovaci&oacute;n; Number: -, Acronym: UNAM, Sponsor: Universidad Nacional Aut&oacute;noma de M&eacute;xico; ","Authors thanks the Instituto Politecnico Nacional (IPN) as well as the Secretaria de Ciencia, Humanidades, Tecnologia e Innovacion (SECIHTI) and in part by Universidad Nacional Autonoma de Mexico (UNAM), by the support provided during this research.",,Compendex,"Compilation and indexing terms, Copyright 2026 Elsevier Inc.",Engineering Village
EEG-based Estimation of Cognitive Workload Across Multiple Tasks,"Mathew, A.S. (1); Hirachan, N. (1); Joseph, C. (1); Ghahramani, M. (1); Lopez-Aparicio, J. (2); Rojas, R.F. (1) ","(1) University of Canberra, Human-Centred Technology Research Centre, Canberra, ACT, Australia (2) National Autonomous University of Mexico, Faculty of Science, Mexico ",2024 46th Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC),IEEE;IEEE EMBS,"IEEE, Piscataway, NJ, USA",,1-4,2024,,,,,979-8-3503-7149-9,10.1109/EMBC53108.2024.10782830,,2024 46th Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC),2024,"Orlando, FL, USA","Key to the efficacy of working in high-risk environments is the reliable estimation of the human's cognitive state for improving safety and to maintain high performance longer. In this study, we developed an experimental protocol in which participants completed three cognitive tasks under two different levels (High, Low) of workload. We then evaluated the effect of the different cognitive activities on EEG signals and its accuracy in predicting respective cognitive load. The analysis was conducted using well-known machine learning algorithms such as SVM, RF, and KNN. An average accuracy of 82.75% was obtained through the proposed SVM model to identify the participant's cognitive workload level. The results obtained through this study indicated the efficacy of the EEG features in predicting the level of cognitive load irrespective of the activity. The proposed set of EEG features represents the cognitive indicators that form the basis for developments of augmented cognition systems in our future works.",0,,cognition - electroencephalography - medical signal processing - nearest neighbour methods - random forests - support vector machines,augmented cognition systems - cognitive activities - EEG-based estimation - k-nearest neighbour - KNN model - machine learning algorithms - random forest - RF model - support vector machine - SVM model,C5260 Digital signal processing - B6140 Signal processing and detection - C6265 Support vector machines - C6266R Random forests - C7330 Biology and medical computing - B7510D Bioelectric signals - A8730C Electrical activity in neurophysiological processes - A8770F Electrodiagnostics and other electrical measurement techniques,G01N33/48 - G06N20/00 - G16B - A61B5/00 - G06N5/00 - G06F17/18,Practical (PRA); Experimental (EXP),,,,Inspec,"Copyright 2025, The Institution of Engineering and Technology",Engineering Village
SampleHST-X: A Point and Collective Anomaly-Aware Trace Sampling Pipeline with Approximate Half Space Trees,"Gias, Alim Ul (1); Gao, Yicheng (2); Sheldon, Matthew (2); Perusquía, José A. (3); O’Brien, Owen (4); Casale, Giuliano (2) ","(1) City, University of London, London, United Kingdom (2) Imperial College London, London, United Kingdom (3) Universidad Nacional Autónoma de México, Mexico City, Mexico (4) Huawei Technologies (Ireland) Co. Ltd., Dublin, Ireland ",Journal of Network and Systems Management,,Springer,"v 32, n 3",,July 2024,,2024,10647570,15737705,,10.1007/s10922-024-09818-8,44,,,,"The storage requirement for distributed tracing can be reduced significantly by sampling only the anomalous or interesting traces that occur rarely at runtime. In this paper, we introduce an unsupervised sampling pipeline for distributed tracing that ensures high sampling accuracy while reducing the storage requirement. The proposed method, SampleHST-X, extends our recent work SampleHST. It operates based on a budget which limits the percentage of traces to be sampled while adjusting the storage quota of normal and anomalous traces depending on the size of this budget. The sampling process relies on accurately defining clusters of normal and anomalous traces by leveraging the distribution of mass scores, which characterize the probability of observing different traces, obtained from a forest of Half Space Trees (HST). In our experiments, using traces from a cloud data center, SampleHST yields 2.3× to 9.5× better sampling performance. SampleHST-X further extends the SampleHST approach by incorporating a novel class of Half Space Trees, namely Approximate HST, that uses approximate counters to update the mass scores. These counters significantly reduces the space requirement for HST while the sampling performance remains similar. In addition to this extension, SampleHST-X includes a Family of Graph Spectral Distances (FGSD) based trace characterization component, which, in addition to point anomalies, enables it to sample traces with collective anomalies. For such traces, we observe that the SampleHST-X approach can yield 1.2× to 19× better sampling performance. © The Author(s) 2024.",41,Anomaly detection,Budget control - Digital storage - Geometry - Pipelines - Probability distributions,Anomaly detection - Distributed tracing - Half spaces - Microservice - Performance - Runtimes - Sampling accuracies - Sampling process - Storage requirements - Trace sampling,"619.1 Pipe, Piping and Pipelines - 722.1 Data Storage, Equipment and Techniques - 921 Mathematics - 922.1 Probability Theory",,,"Number: -, Acronym: -, Sponsor: Huawei Technologies; ","This research has received funding by Huawei Technologies (Ireland) Co., Ltd.","All Open Access, Hybrid Gold, Green",Compendex,"Compilation and indexing terms, Copyright 2026 Elsevier Inc.",Engineering Village
"Real-time Ocean Probabilistic Forecasts, Reachability Analysis, and Adaptive Sampling in the Gulf of Mexico","Lermusiaux, P.F.J. (1); Haley, P.J. (1); Mirabito, C. (1); Mule, E.M. (1); Dimarco, S.F. (2); Dancer, A. (2); Ge, X. (2); Knap, A.H. (2); Liu, Y. (2); Mahmud, S. (2); Nwankwo, U.C. (2); Glenn, S. (3); Miles, T.N. (3); Aragon, D. (3); Coleman, K. (3); Smith, M. (3); Leber, M. (4); Ramos, R. (4); Storie, J. (4); Stuart, G. (5); Marble, J. (5); Barros, P. (5); Chassignet, E.P. (6); Bower, A. (7); Furey, H.H. (7); De La Cruz, B. Jaimes (8); Shay, L.K. (8); Tenreiro, M. (9); Sanz, E. Pallas (9); Sheinbaum, J. (9); Perez-Brunius, P. (9); Wilson, D. (10); Van Smirren, J. (11); Monreal-Jiménez, R. (12); Salas-De-Leon, D.A. (12); Tereza, V.K. Contreras (13); Feldman, M. (14); Khadka, M. (14) ","(1) Massachusetts Institute of Technology, Department of Mechanical Engineering, Cambridge; MA, United States (2) Texas A&m University, Department of Oceanography, United States (3) Rutgers University, Department of Marine and Coastal Sciences, United States (4) Woods Hole Group, Inc., United States (5) Fugro, Netherlands (6) Florida State University, Department of Earth, Ocean and Atmospheric Science, United States (7) Woods Hole Oceanographic Institution, Physical Oceanography, United States (8) Rosenstiel School of Marine, Atmospheric, and Earth Science, University of Miami, United States (9) Cicese, Department of Oceanography, Mexico (10) University of the Virgin Islands, United States Virgin Islands (11) Ocean Sierra, United States (12) Universidad Nacional Autónoma de México, Mexico (13) Mexican Institute of Water Technology, Mexico (14) Nasem, Gulf Research Program, United States ",Oceans Conference Record (IEEE),,Institute of Electrical and Electronics Engineers Inc.,,,2024,"OCEANS 2024 - Halifax, OCEANS 2024",2024,01977385,,9798331540081,10.1109/OCEANS55160.2024.10754153,,"OCEANS 2024 - Halifax, OCEANS 2024","September 23, 2024 - September 26, 2024",,"The first steps towards integrating autonomous monitoring, probabilistic forecasting, reachability analysis, and adaptive sampling for the Gulf of Mexico were demonstrated in real-time during the collaborative Mini-Adaptive Sampling Test Run (MASTR) ocean experiment, which took place from February to April 2024. The emphasis of this contribution is on the use of the MIT Multidisciplinary Simulation, Estimation, and Assimilation Systems (MSEAS) including Error Subspace Statistical Estimation (ESSE) large-ensemble forecasting and path planning systems to predict ocean fields and uncertainties, forecast reachable sets and optimal paths for gliders, and guide sampling aircraft and ocean vehicles toward the most informative observations. Deterministic and probabilistic ocean forecasts are exemplified and linked to the variability of the Loop Current (LC) and LC Eddies, demonstrating predictive skill by real-time comparisons to independent data. Risk forecasts in terms of probabilities of currents exceeding 1.5 kt were provided. The most informative sampling patterns for Remote Ocean Current Imaging System (ROCIS) flights were forecast using mutual information between surface currents and density anomaly. Finally, we guided four underwater gliders using probabilistic reachability and path-planning forecasts. © 2024 IEEE.",92,Gliders,Risk assessment - Risk perception - Underwater imaging - Weather forecasting,Adaptive sampling - Data assimilation - Forecast skill - Mutual informations - Ocean gliders - Ocean model - Predictability - Probabilistic forecasting - Reachability analysis - Real- time,443 Meteorology - 652.5 Balloons and Gliders - 746 Imaging Techniques - 914.1 Accidents and Accident Prevention - 1108 Security and Privacy,,,"Number: 2000013149, Acronym: -, Sponsor: Gulf Research Program; Number: -, Acronym: -, Sponsor: Gulf Research Program; ","We thank all members of the MIT-MSEAS group and all of our Gulf of Mexico colleagues. We also thank the HYCOM Consortium and Mercator Ocean for their ocean model fields, and Matthew Pyle, Eric Rogers, Geoff DiMego, and Arun Chawla of NCEP for their atmospheric forecasts. We acknowledge support from the Gulf Research Program of the National Academies of Sciences, Engineering, and Medicine under award number 2000013149. The content is solely the responsibility of the authors and does not necessarily represent the official views of the Gulf Research Program or the National Academies of Sciences, Engineering, and Medicine.",,Compendex,"Compilation and indexing terms, Copyright 2026 Elsevier Inc.",Engineering Village
