longDBName,shortDBName,an,title,abstract,publicationDate,contributors,docTypes,pubTypes,coverDate,peerReviewed,source,subjects,isiType,doids,isbns,issns,publisherLocations,identifiers,isOpenAccess,bookEdition,language,publisher,pageEnd,pageStart,pageCount,volume,issue,doi,notes,mid,degreeLevel,plink,articleType,citedByCount,retracted,retractionNote
Academic Search Ultimate,asn,128182944,Perdidos en la traducción: redes de (in)comunicación en la consulta a las comunidades mayas sobre la siembra de soya transgénica en México.,"In Mexico as well as in other Latin American countries, prior consultation has become, in the last two decades, a mechanism of citizen participation that aims to allow the incidence of historically marginalized indigenous groups to make decisions about their own socioeconomic development. In this article we analyze the (in)communication networks deployed during the process of consulting Maya communities in a municipality of Campeche on the genetically modified soybean that is being carried out (2017) by a Mexican government agency responsible for biosecurity. Our analysis will focus on the communication possibilities that the members of these communities establish with each other and with other actors, among them the activists of civil society organizations and officials of different government agencies, as well as the misunderstandings that arise in this process. We are particularly interested in describing the language games that lead to misunderstandings in order to highlight the historical relations of power and inequality that largely determine the outcome and results of prior consultation in Mexico.",20170701,"Llanes Salazar, Rodrigo ; Torres-Mazuera, Gabriela",Article,Academic Journal,2017,true,Indiana (03418642),,JOUR,,,0341-8642,,,,,spa,"Ibero-Amerikanisches Institut, Preussischer Kulturbesitz",207,183,25,34,2,10.18441/ind.v34i2.183-207,,17SW,,https://research.ebsco.com/plink/06940299-70ca-3c15-9c58-bf6a8d6d4386,,,,
Academic Search Ultimate,asn,136893581,"Hybrid method to update the design flood shape for spillway operation in a dam: case study of the Huites Dam, Mexico.","To design and review the operation of spillways, it is necessary to estimate design hydrographs, considering their peak flow, shape and volume. A hybrid method is proposed that combines the shape of the design hydrograph obtained with the UNAM Institute of Engineering Method (UNAMIIM) with the peak flow and volume calculated from a bivariate method. This hybrid method is applied to historical data of the Huites Dam, Sinaloa, Mexico. The goal is to estimate return periods for the maximum discharge flows (that account for the damage caused downstream) and the maximum levels reached in the dam (measure of the hydrological dam safety) corresponding to a given spillway and its management policy. Therefore, to validate the method, the results obtained by the flood routing of the 50-year hydrograph are compared with those obtained by the flood routing of the three largest historical floods. Both maximum flow and elevation were in the range of values observed within 37.5–75 years corresponding to the length of the historical record.",20190701,"Arganis-Juárez, Maritza Liliana ; Preciado-Jiménez, Margarita ; Fuentes-Mariles, Óscar A. ; Mendoza-Reséndiz, Alejandro ; Domínguez-Mora, Ramón ; De Luna-Cruz, Faustino ; Carrizosa Elizondo, Eliseo",Article,Academic Journal,Jul2019,true,Hydrological Sciences Journal/Journal des Sciences Hydrologiques,Spillways ; Dams ; Flood routing ; Dam safety ; Floods ; Mexico ; Sinaloa (Mexico : State) ; Other Heavy and Civil Engineering Construction,JOUR,,,0262-6667,,,,,eng,Taylor & Francis Ltd,947,934,14,64,8,10.1080/02626667.2019.1612067,,1BSG,,https://research.ebsco.com/plink/652c6757-21ea-30e4-960e-d7ef38b82008,,,,
Academic Search Ultimate,asn,4890103,Scientific communication at the beginning of the twenty-first century.,"The rapid growth in information technology, computer networks and electronic publishing has created interfaces, links and highways propitiating the flow of both formal and informal information on a global basis. The proliferation of personal computers connected to institutional and world-wide networks has empowered individual scholars with rapid access to colleagues, editors, electronic journals, software, and specialised databases located anywhere in the world. The ability of these nodes to interact with each other has led to instant information exchange facilitating all stages of the research process and to the development of ""collaboratories"" - virtual research laboratories. The question remaining is to what extent technology changes are affecting the basic nature of scholarly communication. Will computer-mediated communication be a mere facilitator rather than a true transformer? To what extent have researchers in different knowledge fields embraced electronic media for different research tasks? Will the isolation of scientists on the periphery soon be a thing of the non-electronic past thanks to their inclusion in global networks? These important issues surrounding the relationship between information technology and scientific communication practices in a changing world are addressed in the present article.",20010601,"Russell, Jane M.",Article,Academic Journal,Jun2001,true,International Social Science Journal,Information technology ; Technology ; Computer networks ; Electronic publishing ; Digital media ; Scientific communication ; Communication of technical information ; Science ; Computer Systems Design Services ; Internet Publishing and Broadcasting and Web Search Portals,JOUR,,,0020-8701,,,,,eng,Wiley-Blackwell,282,271,12,53,168,10.1111/1468-2451.00314,,ISJ,,https://research.ebsco.com/plink/d77a8ee4-aa8e-3910-a00e-d2060001e684,,,,
Academic Search Ultimate,asn,114352866,mprovement of DNA extraction from human biopsies for a microbiome metagenomic approach.,"Background: The last few years have seen an accelerated expansion of microbiome studies rendering a clear picture of its major role in human health and disease. Several international studies have shown that the human gut microbiome consists of four enterotypes; however, these studies have not included Latin American population and have not analyzed differences according to diet that can be important microbiome modifiers. On the other hand, few studies have addressed the eye microbiome and microbiome diversity is unknown. In Mexico, Irritable Bowel Syndrome (IBS) and Dry Eye Syndrome are very common disorders and it has been considered that the microbiome is implicated in both of them. Therefore, it is highly important to study the microbiome in these disorders in our population. Methods & Materials: Microbiome composition will be determined by next generation sequencing. Sample standardization is reported herein: DNA extraction was performed from 4 colonic and 1 conjunctiva biopsies, collected at the HGM and the IOCV, respectively. The samples were preserved in RNA later (Ambion) at room temperature and were processed within 3 h of collection. Tissue disruption was conducted with proteinase K enzymatic treatment in buffer AL (QIAamp DNA mini Kit, Qiagen) at 56°C for 90 min. The extraction was carried out according to the manufacturer's protocol. The obtained DNA was analyzed with NanoDrop2000 (Thermo Scientific) for DO 260/280nm ratio and for DNA concentration estimation. Also, an agarose gel electrophoresis was run to visualize the DNA integrity. Results: This protocol allowed us to obtain an average DNA quantity of 6g from the colonic biopsies and 4μg per conjunctivabiopsy with a DO 260/280nm greater than 1.8 and no visible DNA degradation base on literature. Conclusion: The data suggest that this protocol is suitable for obtaining genomic DNA from colonic and conjunctival biopsies for next generation sequencing.",20160402,"Orduña, P. ; Arerdondo-Henardez, R. ; Santiago, R. ; Rojas, P. ; Schmulson, M. ; Graue-Hernandez, E. ; Bernal-Sahagún, F. ; Graue-Wiechers, E. ; de Leon, S. Ponce ; López-Vida, Y.",Article,Academic Journal,Apr2016 Supplement 1,true,International Journal of Infectious Diseases,Metagenomics ; Irritable colon treatment ; Gut microbiota ; Proteinases ; Enterotypes ; Nucleotide sequencing ; Treatment of dry eye syndromes,JOUR,,,1201-9712,,,,,eng,Elsevier B.V.,337,337,1,45,,10.1016/j.ijid.2016.02.728,,9OF,,https://research.ebsco.com/plink/6e757edf-3010-3943-b4f4-b672b2f12536,,,,
Academic Search Ultimate,asn,74026441,La responsabilidad social de las instituciones de salud pública (caso centro de rehabilitación e integración social zona oriente del estado de México).,"This is the result of a diagnose in the Rehabilitation and Social Integration Center in Chalco, State of Mexico, depends on the System for Integral Development of Families (DIF by its Spanish initials) that establishes the relationship between quality of service and social responsibility given by public health institutions to the people, to organizations and to society, within the frame of public administration in its different levels (municipal, state and federal). These are obliged to provide quality services through wide coverage rehabilitation programs and depend on public policies established by municipalities and states, regarding fulfillment of goals. The aim of this research is to evaluate the quality in rehabilitation services and their influence on social responsibility of the Rehabilitation and Social Integration Center from the System for Integral Development of Families in the municipality of Chalco, State of Mexico. The hypothesis proposed is that the quality of the service in this Center is influenced by social responsibility shown by the institution's authorities, in dealing with patients and dealing with coworkers, authorities and subordinates. Thus, the perception is skewed regarding flow of information between public servants and users.",20110701,"Terán-Varela, Omar Ernesto ; Pérez-Garcés, Ranulfo ; Brunett-Pérez, Luis ; Mejía-Quintanar, Luis Adrián",Article,Academic Journal,jul-dic2011,true,Revista Gerencia y Políticas de Salud,Public health administration ; Public health & society ; Medical care ; Social responsibility ; Mexico ; Health and Welfare Funds ; Administration of Public Health Programs,JOUR,,,1657-7027,,,,,spa,Pontificia Universidad Javeriana,59,48,12,10,21,,,2QA0,,https://research.ebsco.com/plink/2c07ebde-85f9-308a-9c5d-591dfba79e8d,,,,
Academic Search Ultimate,asn,152951286,Understanding sedimentation at the El Molinito reservoir (NW Mexico) before and after dam construction using physical sediment analyses.,"Sediments stored in reservoirs provide useful information about landscape erosion rates that are needed for understanding the geomorphologic evolution of sites and also for engineering purposes. In arid and semi-arid landscapes, the differentiation of sedimentation pulses is required since landscape erosion usually occurs in short periods and involves the mobilization of large volume of sediments. We analyzed the sediments stored at the El Molinito dam, that was built in 1991, which is located in the lower course of the Sonora river, NW Mexico. The river basin of the study area is dominated by arid to semi-arid conditions, where human activities are characterized by the extensive grazing for cattle and open-pit mining. The physical properties of sediments were analyzed using OSL, fall-out Cs-137, K-40 and magnetic susceptibility (MS) from four sediment cores. We found that the IRSL/BLSL and MS reveal how the density of grains settled at different parts of the reservoir changed prior and after the dam construction. The K-40 data exhibit a similar result as the IRSL/BLSL and MS values. The activity of Cs-137 has a similar pattern prior and after the dam construction, what indicates that this tracer is unaffected by the dam construction. We found that the Cs-137 is a reliable indicator of how rainfall relates to erosion within the river basin. We conclude that the IRSL/BLSL and MS analysis can aid the interpretation of how sediment is mobilized prior to their deposition and transport in arid to semi-arid landscapes where erosion is episodic and seasonal. Moreover, the approach used in this research can be used for engineering studies to accurately identify the depth at which the sedimentation of reservoir initiates and to estimate the different sedimentation rates. We also found that the analysis of Cs-137 in the sediments stored in the dam also yield useful information of the dominant landscape dynamics. This information is valuable using climate data since they allow the understanding of the main mechanisms related to the sediment routing from source-to-sink in dams built around the 1950s. • Sediment transport at Sonora River is controlled by episodic and seasonal rainfall. • Cs-137 analysis together with climate data yield information on landscape dynamics. • IRSL/BLSL and Magnetic susceptibility aid the interpretation of sediment transport.",20211101,"Muñoz-Salinas, E. ; Castillo, M. ; Romero, F. ; Correa-Metrio, A.",Article,Academic Journal,Nov2021,true,Journal of South American Earth Sciences,"Dam design & construction ; Sediment analysis ; Sedimentation & deposition ; Sediment transport ; Geomorphology ; Magnetic susceptibility ; Mexico ; Other Heavy and Civil Engineering Construction ; Specialized Freight (except Used Goods) Trucking, Local ; Specialized Freight (except Used Goods) Trucking, Long-Distance",JOUR,,,0895-9811,,,,,eng,Elsevier B.V.,N.PAG,N.PAG,,111,,10.1016/j.jsames.2021.103401,,JLJ,,https://research.ebsco.com/plink/b5503917-1593-3c8b-96b7-df4dab273391,,,,
Academic Search Ultimate,asn,137662429,"Silicon-based optical links using novel direct detection, coherent detection and dual polarization methods for new generation transport architectures.","Providing a low-cost, reliable and end-to-end quality of service (QoS) guaranteed connectivity is going to be a major challenge in optical transport due to the immense growth in number of connected devices and traffic volume triggered by fifth-generation mobile networks (5G) and cloud networks. First, we discuss the architectures of the 5G transport network and the data center network, to capture the full value of connectivity. The paper offers an overview of the network requirements and how the integrated photonic platforms, along with the advanced modulation formats, play a key role to support the unprecedented requirements of 5G and massive cloud deployment. Second, we provide an overview of the recent work on the development of high-speed silicon photonic (SiPh) modulators to generate and transport PAM-4 signals. Third, recent advancements of the photodetectors, optical hybrids, and integrated coherent receivers on the silicon-on-insulator (SOI) platform are also described. The results suggest that, in the first access and aggregation segments of the network, integrated silicon-based modulators aided by PAM-4 modulation formats can support the stringent requirements of new generation transport networks in terms of speed, footprint and power consumption.",20191101,"Saber, Md Ghulam ; Vall-Llosera, Gemma ; Patel, David ; Samani, Alireza ; Li, Rui ; Morsy-Osman, Mohamed ; Chagnon, Mathieu ; El-Fiky, Eslam ; Gutiérrez-Castrejón, Ramón ; Urban, Patryk J. ; Dortschy, Boris ; Cavaliere, Fabio ; Lessard, Stephane ; Plant, David V.",Article,Academic Journal,Nov2019,true,Optics Communications,Radarsat satellites ; Architecture ; Traffic flow ; 5G networks ; Quality of service ; Server farms (Computer network management) ; Other Construction Material Merchant Wholesalers ; Wireless Telecommunications Carriers (except Satellite),JOUR,,,0030-4018,,,,,eng,Elsevier B.V.,60,48,13,450,,10.1016/j.optcom.2019.05.027,,3RR,,https://research.ebsco.com/plink/57211942-7d4b-3743-859e-38325236ca10,,,,
Academic Search Ultimate,asn,132090166,Connectivity in a Karst System Using Electrical Resistivity Tomography and Network Theory.,"Abstract: The Ring of Cenotes (RC) is an alignment of numerous cenotes (sinkholes) in a semicircular form (with a radius of 100 km) located in northwestern Yucatán, México. The formation roughly coincides with a concentric ring that corresponds to a buried structure, which has been identified as the product of a meteor impact, known as the Chicxulub crater. Secondary permeability generated by the fracturing and faulting of the sedimentary sequence in the Chicxulub crater has favored the karstification process and therefore the development of underground rivers that transport water from the mainland to the sea. This study implements the network theory to study the hydrological connectivity between a group of 11 cenotes within the RC. Eight electrical resistivity tomography transects were used as an empirical basis. Each transect was acquired directly in the field using the SuperSting R1/IP equipment with a dipole‐dipole configuration. An adapted version of the reliability algorithm for communication networks was used as a theoretical model. We found evidence of the existence of water cavities in the study area. We made a network from the data and assigned connection probabilities among cenotes as a function of the separation length and the number of water cavities, as well as their size.",20180901,"Gómez‐Nicolás, Mariana ; Rebolledo‐Vieyra, Mario ; Canto‐Lugo, Efrain ; Huerta‐Quintanilla, Rodrigo ; Ochoa‐Sandoval, Pablo",Article,Academic Journal,Sep/Oct2018,true,Ground Water,Water quality ; Hydrocarbons ; Geochemistry ; Crater lakes ; Tomography ; Natural Gas Liquid Extraction,JOUR,,,0017-467X,,,,,eng,Wiley-Blackwell,741,732,10,56,5,10.1111/gwat.12618,,GWT,,https://research.ebsco.com/plink/0e951ecd-1077-3764-98fb-19b766a90b18,,,,
Academic Search Ultimate,asn,17296249,Finding minimum transmission radii for preserving connectivity and constructing minimal spanning trees in ad hoc and sensor networks,"Abstract: Ad hoc networks are normally modeled by unit graphs, where two nodes are connected if and only if their distance is at most the transmission radius R, equal for all nodes. Larger than necessary values of R cause communication interference and consumption of increased energy, while smaller values may disable data communication tasks such as routing and broadcasting. It was recognized that the minimum value of R that preserves the network connectivity is equal to the longest edge in the minimum spanning tree. However, all existing solutions for finding R rely on algorithms that require global network knowledge or inefficient straightforward distributed adaptations of centralized algorithms. This article proposes to use the longest LMST (local minimum spanning tree, recently proposed message free approximation of MST) edge to approximate R using a wave propagation quasi-localized algorithm. The differences between exact and so approximated values of R are estimated for two and three-dimensional random unit graphs. Despite small number of additional edges in LMST with respect to MST (under 5%), they can extend R by about 33% its range on networks with up to 500 nodes. We then prove that MST is a subset of LMST and describe a quasi-localized scheme for constructing MST from LMST. It needs less than 7 messages per node on average (for networks up to 500 nodes). The algorithm eliminates LMST edges which are not in MST by a loop breakage procedure, which iteratively follows dangling edges from leaves to LMST loops, and breaks loops by eliminating their longest edges, until the procedure finishes at a single node (as a byproduct, this single node can also be considered as an elected leader of the network). This so elected leader also learns longest MST edge in the process, and may broadcast it to other nodes. We also describe an algorithm for updating MST when a single node is added to the network.",20050201,"Ovalle-Martínez, Francisco Javier ; Stojmenović, Ivan ; García-Nocetti, Fabián ; Solano-González, Julio",Article,Academic Journal,Feb2005,true,Journal of Parallel & Distributed Computing,Data transmission systems ; Broadcasting industry ; Detectors ; Engineering instruments ; Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,JOUR,,,0743-7315,,,,,eng,Academic Press Inc.,141,132,10,65,2,10.1016/j.jpdc.2004.09.010,,L0I,,https://research.ebsco.com/plink/d6a72c11-0366-3fab-93e4-3d3a1a4fb19c,,,,
Academic Search Ultimate,asn,19457689,Distributed Dynamic Storage in Wireless Networks.,"This paper assumes a set of identical wireless hosts, each one aware of its location. The network is described by a unit distance graph whose vertices are points on the plane two of which are connected if their distance is at most one. The goal of this paper is to design local distributed solutions that require a constant number of communication rounds, independently of the network size or diameter. This is achieved through a combination of distributed computing and computational complexity tools. Starting with a unit distance graph, the paper shows: 1. How to extract a triangulated planar spanner; 2. Several algorithms are proposed to construct spanning trees of the triangulation. Also, it is described how to construct three spanning trees of the Delaunay triangulation having pairwise empty intersection, with high probability. These algorithms are interesting in their own right, since trees are a popular structure used by many network algorithms; 3. A load balanced distributed storage strategy on top of the trees is presented, that spreads replicas of data stored in the hosts in a way that the difference between the number of replicas stored by any two hosts is small. Each of the algorithms presented is local, and hence so is the final distributed storage solution, obtained by composing all of them. This implies that the solution adapts very quickly, in constant time, to network topology changes. We present a thorough experimental evaluation of each of the algorithms supporting our claims.",20050901,"Georgiou, Constantinos ; Kranakis, Evangelos ; Marcelín-Jiménez, Ricardo ; Rajsbaum, Sergio ; Urrutia, Jorge",Article,Academic Journal,2005,true,International Journal of Distributed Sensor Networks,Sensor networks ; Wireless communications ; Detectors ; Distributed computing ; Computational complexity ; Algorithms ; Wireless Telecommunications Carriers (except Satellite) ; Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,JOUR,,,1550-1329,,,,,eng,Wiley-Blackwell,371,355,17,1,3/4,10.1080/15501320500330695,,AA0,,https://research.ebsco.com/plink/00bcd829-71cf-3819-854c-29681e8e2b9c,,,,
