longDBName,shortDBName,an,title,abstract,publicationDate,contributors,docTypes,pubTypes,coverDate,peerReviewed,source,subjects,isiType,doids,isbns,issns,publisherLocations,identifiers,isOpenAccess,bookEdition,language,publisher,pageEnd,pageStart,pageCount,volume,issue,doi,notes,mid,degreeLevel,plink,articleType,citedByCount,retracted,retractionNote
Academic Search Ultimate,asn,155000619,Metallo-beta-lactamase-producing Escherichia coli in the sewage of Mexico City: where do they come from?,"While monitoring the presence of antibiotic resistance in municipal wastewater bacteria from Mexico City, five Escherichia coli isolates were found to be resistant to carbapenems, antibiotics of ""last resort"" used mostly in hospitals. Further analysis revealed that these carbapenem-resistant isolates carried the gene encoding a metallo-beta-lactamase, NDM-5. The gene was found to be beared by a large, ∼145 kb conjugative plasmid, which also carries putative genes encoding resistance to sulfonamides, trimethoprim, tetracycline, ciprofloxacin, and chloramphenicol (although no phenotypic chloramphenicol resistance was detected) and quaternary-ammonium compounds. The plasmid also carried gene mobility determinants, such as integron integrase and two transposases. In addition to the direct public health threat posed by the presence of such multi-resistant organisms in wastewater released into the environment and used for crop irrigation; it is particularly concerning that carbapenem-resistant E. coli is rather rare in Mexican hospitals (<1%), but was found in small, 100 mL samples of municipal wastewater. This suggests that these organisms are under-reported by clinical microbiology laboratories, underlining the usefulness of wastewater monitoring, or that there is an unknown source of such carbapenem-resistant organisms that are being dumped into the wastewater. The source of these bacteria must be assessed and controlled to prevent further spread of this multi-resistance plasmid among other environmental and clinical microorganisms.",20220201,"Lüneberg, Kathia ; Amábile-Cuevas, Carlos F. ; Mucito-Varela, Eduardo ; Martínez, Leticia ; Salinas, Eva ; López-Vidal, Yolanda ; Siebe, Christina ; Rosas, Irma",Article,Academic Journal,2022,true,Canadian Journal of Microbiology,Antibiotics ; Escherichia coli ; Carbapenems ; Sewage ; Medical microbiology ; Chloramphenicol ; Fecal contamination ; Drug resistance in bacteria ; Mexico City (Mexico) ; Drugs and Druggists' Sundries Merchant Wholesalers ; Pharmaceuticals and pharmacy supplies merchant wholesalers ; Pharmaceutical and medicine manufacturing ; Medicinal and Botanical Manufacturing,JOUR,,,0008-4166,,,,,eng,Canadian Science Publishing,145,139,7,68,2,10.1139/cjm-2021-0284,,35B,,https://research.ebsco.com/plink/7b4b8094-e691-3807-a31a-6059c940b0be,,,,
Academic Search Ultimate,asn,188893580,Formación ciudadana y sociabilidad moderna. Las fiestas de aniversario de las mutualidades de trabajadores México en el siglo XIX.,"This article analyses the anniversary celebrations of mutual aid societies, or unions, in Mexico City during the latter half of the nineteenth century. These worker associations, which provided social security through mutual solidarity, also promoted a new model of social organisation and political legitimacy. This was a project that trained workers as responsible citizens of the motherland and its progress. Their commemoration reinforced civic values, procedures, and the image of this new social model, such that they became symbolic counterparts to the new republican political project. Newspaper reports and chronicles of these events that appeared in the press in the second half of the nineteenth century show programmes, transcribe the speeches and public perceptions among the attendees. From a social history perspective, this article analyses the invitations to the festivities and the press accounts to understand the conception the participants had of these events and promoted as civic training initiatives. The press material sheds light on the discursive content and also on the representations these social actors constructed to meet the subjective needs of the republican model.",20250701,"Orduña Carson, Miguel",Article,Academic Journal,jul-dic2025,true,Historia y Memoria,Citizenship ; Labor unions ; Legitimacy of governments ; Mexican history ; Mutual aid ; Social structure ; Social justice ; Social history ; Mexico City (Mexico) ; Mexico ; Labor Unions and Similar Labor Organizations,JOUR,,,2027-5137,,,,,spa,Universidad Pedagogica y Tecnologica de Colombia,58,21,38,,31,10.19053/uptc.20275137.n31.2025.18218,,FYGH,,https://research.ebsco.com/plink/2fe3dc28-4abc-32bd-8a59-076bd0e9c393,,,,
Academic Search Ultimate,asn,56456966,Factores asociados a la expresión de la homofobia en la Ciudad de México.,"Homophobia has been scarcely studied in Mexico in an empiric manner. Based on results from studies in other countries, it is now known that homophobia is associated with variables like religion, low levels of education, older age, and traditional gender roles. In this study, the Homophobia Scale and the Inventory for the Evaluation of Attributive Instrumental and Expressive Dimensions were applied to 252 participants from Mexico City between the ages of 14 and 77. The results showed that attitudes are more negative towards gay men than towards lesbians; and men, religious people, people with lower levels of education, and levels of negative instrumentality are associated with higher levels of homophobia. On the other hand, those who have contact with homosexuals and have high levels of positive expressiveness or androgyny are less homophobic.",20091201,"Lozano Verduzco, Ignacio ; Díaz-Loving, Rolando",Article,Academic Journal,2009,true,Archivos Hispanoamericanos de Sexología,Homophobia ; Homosexuality ; Public opinion on homosexuality ; Religion ; Mexicans ; Attitude (Psychology) ; Mexico ; Mexico City (Mexico) ; Social aspects ; Social conditions in Mexico,JOUR,,,1405-1923,,,,,spa,Archivos Hispanoamericanos de Sexologia,66,45,22,15,2,,,HS3,,https://research.ebsco.com/plink/05ac4e4f-b293-3b07-a8f1-4103b666a1d3,,,,
Academic Search Ultimate,asn,130987378,RENDICIÓN DE CUENTAS Y DESTINO DE LA DEUDA PÚBLICA DEL GOBIERNO DE LA CIUDAD DE MÉXICO.,"This paper explores the Mexico City Government's accountability with respect to public debt in the time period 1999-2015. The questions we pose are as follows: To which projects were resources emanating from public debt allocated? Did the accountability mechanisms make it possible to evaluate the projects funded with public debt? Although the laws stipulate that entities are bound to be transparent about their allocation of debt, there is clearly only partial accountability when it comes to all of the funding models, including: private banking, development banking, the stock market, and public-private partnerships (PPP). Moreover, the opacity is total where evaluating outcomes is concerned. Using a cointegration test for debt and public investment, we assert that total public debt has some effect on the behavior of public investment in Mexico City.",20180701,"Astudillo, Marcela ; Porras, Raúl",Article,Academic Journal,jul-sep2018,true,Problemas del Desarrollo. Revista Latinoamericana de Economía,Public debts ; Public investments ; Public finance ; Mexico City (Mexico) ; Mexico ; Public Finance Activities ; Mexican economy ; Mexican economic policy,JOUR,,,0301-7036,,,,,spa,"Universidad Nacional Autonoma de Mexico, Instituto de Investigaciones Economicas",60,31,30,49,194,10.22201/iiec.20078951e.2018.194.62935,,HDF,,https://research.ebsco.com/plink/1f000870-157e-3250-be7b-be0dce9ae245,,,,
Academic Search Ultimate,asn,27747086,CAMBIOS EN EL PATRÓN ALIMENTARIO DE LA CIUDAD DE MÉXICO.,"This article sets out to analyze transformations in urban food consumption patterns starting with the increased presence of wheat bread in consumption. Our thesis is that consumers of food in cities, particularly among the middle strata of the population, tend to be more pragmatic in their diet and organize the time for preparing food, leading them to structure new preferences. This puts pressure on companies to elaborate differentiated products, of better quality, versatile, fresh and of greater aggregate value. Thus, they respond to the typical conditions of a demand model. Given the income differences that exist among the population, a socially segmented consumption structure forms in such urban areas as Mexico City, modifying the situational configuration of companies that try to respond to the intra-urban mobility of demand.",20071001,"Torres, Felipe Torres",Article,Academic Journal,oct-dic2007,true,Problemas del Desarrollo. Revista Latinoamericana de Economía,Food consumption ; Wheat ; Income inequality ; Food supply ; Cooking ; Mexico City (Mexico) ; Mexico ; Wheat Farming ; Oilseed and grain merchant wholesalers ; Breakfast Cereal Manufacturing,JOUR,,,0301-7036,,,,,spa,"Universidad Nacional Autonoma de Mexico, Instituto de Investigaciones Economicas",150,127,24,38,151,,,HDF,,https://research.ebsco.com/plink/89341a4f-5015-338f-ab6c-405ba508a32e,,,,
Academic Search Ultimate,asn,154222886,The city under constraint: International migrants' challenges and strategies to access urban resources in Mexico City.,"New migration configurations, particularly regarding access to resources for arriving migrants in urban contexts, have emerged in Mexico. As a destination for newly arrived international immigrant populations, Mexico City has become especially important. Stranded migration situations have produced fragmented journeys for Latin American migrants who are on their way to the United States. With the strengthening of immigration containment policies and the insecurity in Mexico, the complexity of immigrant journeys has led to new ways of settling in the country, temporarily or permanently. This paper is based on empirical elements to analyze the experiences of migrants who have recently arrived in Mexico City using a perspective centred on their everyday practices in the urban space. It highlights the different tactics and strategies that migrants develop depending on the characteristics of their migration process and their need for access to resources, like housing, employment, health care, and education. We point out that, in a context of restricted access to resources or an immigration status, utilizing alternate and informal strategies in micro‐local spaces is common in the city and part of a negotiated urbanity in an unknown metropolitan environment. We argue that, despite the local intercultural policy implemented by the government of Mexico City, situations of legal precariousness and transitoriness that characterize the urban practices and patterns of incorporation into the city constrain international migrants' access to their rights. Key Messages: Under current immigration control, many migrants settle temporarily or permanently in Mexico City, challenging authorities' efforts to make local inclusive policy reforms truly effective.As settling in the city makes it necessary to activate specific strategies for accessing resources, migrants rely more on new local interactions than pre‐existing social networks or longstanding sociocultural resources.Transient situations lead to partial incorporation into the urban context and limited access to rights, so informality, marginality, and social insecurity remain salient features.",20211201,"Faret, Laurent ; Cornejo, Andrea Paula González ; Aguirre, Jéssica Natalia Nájera ; González, Itzel Abril Tinoco",Article,Academic Journal,Winter2021,true,Canadian Geographer,Immigrants ; Public spaces ; Government policy ; Children of immigrants ; Immigration enforcement ; Immigration status ; Diaspora ; Mexico City (Mexico) ; Mexico,JOUR,,,0008-3658,,,,,eng,Wiley-Blackwell,434,423,12,65,4,10.1111/cag.12728,,CGE,,https://research.ebsco.com/plink/4fe2d5af-8808-346a-92f8-4c1084237bfc,,,,
Academic Search Ultimate,asn,56518737,NUEVOS PATRONES ESPACIALES EN LAS DERRAMAS DE EMPLEO EN LA ZONA METROPOLITANA DE LA CIUDAD DE MÉXICO.,"In the Mexico City Metropolitan Zone (MCMZ) the generation of employment spillovers may be associated with the adoption of new technologies (via foreign direct investment), the immigration of qualified or talented people, and/or the presence of research and development centers, among other factors. In the present paper we analyze the role of employment spillovers in the manufacturing and professional service sectors using two groups which we have classified as creative and technological. The core result we reach is that the patterns of employment spillovers have changed over the last two decades and have been conditioned by the intensification of the outsourcing process experienced by the MCMZ. In particular, it is proposed that this process of economic conversion in the metropolis has meant that the spillover employment effects occur over short distances of spatial diffusion.",20101001,"Valdivia López, Marcos ; Delgadillo Macías, Javier ; Galindo Pérez, Carlos",Article,Academic Journal,oct-dic2010,true,Problemas del Desarrollo. Revista Latinoamericana de Economía,Employment ; Manufactured products ; Service industries ; Contracting out ; Mexico ; Mexico City (Mexico) ; All other miscellaneous manufacturing ; All Other Miscellaneous Manufacturing ; Service Establishment Equipment and Supplies Merchant Wholesalers ; Mexican economy,JOUR,,,0301-7036,,,,,spa,"Universidad Nacional Autonoma de Mexico, Instituto de Investigaciones Economicas",117,99,19,41,163,,,HDF,,https://research.ebsco.com/plink/70ae3781-b743-3a3c-8af7-bae1da0efe26,,,,
Academic Search Ultimate,asn,33518408,Uvulopalatopharyngoplasty and Uvulopalatal Flap for the Treatment of Snoring: Technique to Avoid Complications.,"Objective: To review the outcome of 50 snoring patients treated with uvulopalatopharyngoplasty and uvulopalatal flap, looking for a decrease in the surgical complications rate. Design: A longitudinal, prospective, self-controlled pilot study. Setting: Sleep Disorders Clinic of the National University of Mexico and Angeles Lomas Hospital. Material and Methods: Fifty consecutive patients underwent surgical treatment for snoring. The Müller manoeuvre was performed in all of them to determine the site of obstruction. In all cases, the bed partner was asked about the presence of snoring before and 6 months after the procedure. Polysomnography was performed before and after the surgery to assess sleep apnea in all patients and to determine the success regarding the snoring index. Every complication was registered. Results: All patients had only habitual snoring, without sleep apnea. Thirty-eight males and 12 females were included in the study. At the sixth postoperative month, the bed partner of 48 patients (96%) reported that snoring was gone, 2 (4%) said that snoring was no longer a problem, the initial snoring index mean was 214, and 6 months after the procedure it decreased to 12. No patients had any complication related to the surgical procedure. Conclusions: Despite the fact that there are a number of techniques for snoring and sleep apnea, we achieved good postoperative results while avoiding the most common complications.",20080401,"Labra, Alberto ; Huerta-Delgado, Angel-Daniel ; Gutierrez-Sanchez, Carolina ; Cordero-Chacon, Sealtiel-Aaron ; Basurto-Madero, Paola",Article,Academic Journal,Apr2008,true,Journal of Otolaryngology -- Head & Neck Surgery,Operative surgery ; Surgical flaps ; Snoring ; Sleep apnea syndromes ; Therapeutics ; Mexico City (Mexico) ; Mexico ; Universidad Nacional Autónoma de México,JOUR,,,0707-7270,,,,,eng,Sage Publications Inc.,259,256,4,37,2,10.2310/7070.2008.0053,,8B4Q,,https://research.ebsco.com/plink/49071d81-70f6-3d16-be46-4f89cfc90410,,,,
Academic Search Ultimate,asn,157031530,Efficacy and Safety of Vitamin D Supplementation to Prevent COVID-19 in Frontline Healthcare Workers. A Randomized Clinical Trial.,"Associations between vitamin D (VD) deficiency and the risk of SARS-CoV-2 infection have been documented in cross-sectional population studies. Intervention studies in patients with moderate to severe COVID-19 have failed to consistently document a beneficial effect. To determine the efficacy and safety of VD-supplementation in the prevention of SARS-CoV-2 infection in highly exposed individuals. A double-blind, parallel, randomized trial was conducted. Frontline healthcare workers from four hospitals in Mexico City, who tested negative for SARS-CoV-2 infection, were enrolled between July 15 and December 30, 2020. Participants were randomly assigned to receive 4,000 IU VD (VDG) or placebo (PG) daily for 30 d. RT-PCR tests were taken at baseline and repeated if COVID-19 manifestations appeared during follow-up. Serum 25-hydroxyvitamin D3 and antibody tests were measured at baseline and at day 45. Per-protocol and intention-to-treat analysis were conducted. Of 321 recruited subjects, 94 VDG and 98 PG completed follow-up. SARS-CoV-2 infection rate was lower in VDG than in PG (6.4 vs. 24.5%, p <0.001). The risk of acquiring SARS-CoV-2 infection was lower in the VDG than in the PG (RR: 0.23; 95% CI: 0.09–0.55) and was associated with an increment in serum levels of 25-hydroxyvitamin D3 (RR: 0.87; 95% CI: 0.82–0.93), independently of VD deficiency. No significant adverse events were identified. Our results suggest that VD-supplementation in highly exposed individuals prevents SARS-CoV-2 infection without serious AEs and regardless of VD status.",20220601,"Villasis-Keever, Miguel A ; López-Alarcón, Mardia G ; Miranda-Novales, Guadalupe ; Zurita-Cruz, Jessie N ; Barrada-Vázquez, Aly S ; González-Ibarra, Joaquín ; Martínez-Reyes, Monserrat ; Grajales-Muñiz, Concepción ; Santacruz-Tinoco, Clara E ; Martínez-Miguel, Bernardo ; Maldonado-Hernández, Jorge ; Cifuentes-González, Yazmín ; Klünder-Klünder, Miguel ; Garduño-Espinosa, Juan ; López-Martínez, Briseida ; Parra-Ortega, Israel",Article,Academic Journal,Jun2022,true,Archives of Medical Research,"Medical personnel ; Vitamin D ; Dietary supplements ; Clinical trials ; COVID-19 ; Medication safety ; Mexico City (Mexico) ; Research and Development in the Physical, Engineering, and Life Sciences (except Biotechnology) ; Food (Health) Supplement Stores ; Pharmaceuticals and pharmacy supplies merchant wholesalers ; Pharmaceutical and medicine manufacturing ; Drugs and Druggists' Sundries Merchant Wholesalers",JOUR,,,0188-4409,,,,,eng,Elsevier B.V.,430,423,8,53,4,10.1016/j.arcmed.2022.04.003,,7KG,,https://research.ebsco.com/plink/b3033192-33bf-3db8-a134-e9afb4a1099d,,,,
Academic Search Ultimate,asn,188893581,"Ir al fútbol en medio de una revolución: públicos y comercialización del balompié en la Ciudad de México, 1913-1919.","Studies on sports history in Mexico have paid little attention to the revolutionary period, often seeing it as a hiatus in sporting development. This article examines football audiences in Mexico City between 1913 and 1919, demonstrating that the sport persisted as a public spectacle in the midst of this time of political, economic and social crisis. This research shows that football not only survived in this context but even underwent its early commercialisation as a paid spectacle in this period. Adopting a social history approach and drawing on press and fiscal sources, the study documents changes in football audiences during the revolution and focuses on the case of the Club España stadium.",20250701,"Navarro Granados, Daniel Efraín",Article,Academic Journal,jul-dic2025,true,Historia y Memoria,Revolutions ; Commercialization ; Soccer ; Television viewers ; Social history ; Soccer teams ; Mexico ; Mexico City (Mexico) ; Sports Teams and Clubs ; All Other Amusement and Recreation Industries,JOUR,,,2027-5137,,,,,spa,Universidad Pedagogica y Tecnologica de Colombia,94,59,36,,31,10.19053/uptc.20275137.n31.2025.18220,,FYGH,,https://research.ebsco.com/plink/f6aed0c3-e12a-323f-87eb-7fcf6332e611,,,,
