longDBName,shortDBName,an,title,abstract,publicationDate,contributors,docTypes,pubTypes,coverDate,peerReviewed,source,subjects,isiType,doids,isbns,issns,publisherLocations,identifiers,isOpenAccess,bookEdition,language,publisher,pageEnd,pageStart,pageCount,volume,issue,doi,notes,mid,degreeLevel,plink,articleType,citedByCount,retracted,retractionNote
Academic Search Ultimate,asn,141488652,Probabilistic Learning Coherent Point Drift for 3D Ultrasound Fetal Head Registration.,"Quantification of brain growth is crucial for the assessment of fetal well being, for which ultrasound (US) images are the chosen clinical modality. However, they present artefacts, such as acoustic occlusion, especially after the 18<sup>th</sup> gestational week, when cranial calcification appears. Fetal US volume registration is useful in one or all of the following cases: to monitor the evolution of fetometry indicators, to segment different structures using a fetal brain atlas, and to align and combine multiple fetal brain acquisitions. This paper presents a new approach for automatic registration of real 3D US fetal brain volumes, volumes that contain a considerable degree of occlusion artefacts, noise, and missing data. To achieve this, a novel variant of the coherent point drift method is proposed. This work employs supervised learning to segment and conform a point cloud automatically and to estimate their subsequent weight factors. These factors are obtained by a random forest-based classification and are used to appropriately assign nonuniform membership probability values of a Gaussian mixture model. These characteristics allow for the automatic registration of 3D US fetal brain volumes with occlusions and multiplicative noise, without needing an initial point cloud. Compared to other intensity and geometry-based algorithms, the proposed method achieves an error reduction of 7.4% to 60.7%, with a target registration error of only 6.38 ± 3.24 mm. This makes the herein proposed approach highly suitable for 3D automatic registration of fetal head US volumes, an approach which can be useful to monitor fetal growth, segment several brain structures, or even compound multiple acquisitions taken from different projections.",20200131,"Perez–Gonzalez, Jorge ; Arámbula Cosío, Fernando ; Huegel, Joel C. ; Medina-Bañuelos, Verónica",Article,Academic Journal,1/31/2020,true,Computational & Mathematical Methods in Medicine,Fetal ultrasonic imaging ; Recording & registration ; Gaussian mixture models ; Fetal brain ; Fetal monitoring,JOUR,,,1748-670X,,,,,eng,Wiley-Blackwell,14,1,14,,,10.1155/2020/4271519,,2YAU,,https://research.ebsco.com/plink/e6ff7947-d43c-3e60-a1d6-a48683efa5f5,,,,
Academic Search Ultimate,asn,133056262,Dynamic ensemble selection of learner-descriptor classifiers to assess curve types in adolescent idiopathic scoliosis.,"While classification is important for assessing adolescent idiopathic scoliosis (AIS), it however suffers from low interobserver and intraobserver reliability. Classification using ensemble methods may contribute to improving reliability using the proper 2D and 3D images of spine curvature features. In this study, we present two new techniques to describe the spine, namely, leave-one-out and fan leave-one-out. Using these techniques, three descriptors are computed from a stereoradiographic 3D reconstruction to describe the relationship between a vertebra and its neighbors. A dynamic ensemble selection method is introduced for automatic spine classification. The performance of the method is evaluated on a dataset containing 962 3D spine models categorized according to three curve types. With a log loss of 0.5623, the dynamic ensemble selection outperforms voting and stacking ensemble learning techniques. This method can improve intraobserver and interobserver reliability, identify the best combination of descriptors for characterizing spine curve types, and provide assistance to clinicians in the form of information to classify borderline curvature types. Graphical abstract ᅟ.",20181201,"García-Cano, Edgar ; Arámbula Cosío, Fernando ; Duong, Luc ; Bellefleur, Christian ; Roy-Beaudry, Marjolaine ; Joncas, Julie ; Parent, Stefan ; Labelle, Hubert",Journal Article,Academic Journal,Dec2018,true,Medical & Biological Engineering & Computing,Adolescent idiopathic scoliosis ; Three-dimensional imaging in medicine equipment ; Machine learning ; Medical informatics ; Medical imaging systems,JOUR,,,0140-0118,,,,,eng,Springer Nature,2231,2221,11,56,12,10.1007/s11517-018-1853-9,,PO0,,https://research.ebsco.com/plink/2cd12a6f-3563-311e-aadb-80f4339d1fee,,,,
Academic Search Ultimate,asn,129156219,A 3D Hermite-based multiscale local active contour method with elliptical shape constraints for segmentation of cardiac MR and CT volumes.,"Analysis of cardiac images is a fundamental task to diagnose heart problems. Left ventricle (LV) is one of the most important heart structures used for cardiac evaluation. In this work, we propose a novel 3D hierarchical multiscale segmentation method based on a local active contour (AC) model and the Hermite transform (HT) for LV analysis in cardiac magnetic resonance (MR) and computed tomography (CT) volumes in short axis view. Features such as directional edges, texture, and intensities are analyzed using the multiscale HT space. A local AC model is configured using the HT coefficients and geometrical constraints. The endocardial and epicardial boundaries are used for evaluation. Segmentation of the endocardium is controlled using elliptical shape constraints. The final endocardial shape is used to define the geometrical constraints for segmentation of the epicardium. We follow the assumption that epicardial and endocardial shapes are similar in volumes with short axis view. An initialization scheme based on a fuzzy C-means algorithm and mathematical morphology was designed. The algorithm performance was evaluated using cardiac MR and CT volumes in short axis view demonstrating the feasibility of the proposed method.",20180501,"Barba-J, Leiner ; Escalante-Ramírez, Boris ; Vallejo Venegas, Enrique ; Arámbula Cosío, Fernando",Journal Article,Academic Journal,May2018,true,Medical & Biological Engineering & Computing,Heart disease diagnosis ; Cardiac imaging ; Left heart ventricle ; Cardiac magnetic resonance imaging ; Computed tomography ; Irradiation Apparatus Manufacturing,JOUR,,,0140-0118,,,,,eng,Springer Nature,851,833,19,56,5,10.1007/s11517-017-1732-9,,PO0,,https://research.ebsco.com/plink/ccfec75e-18d6-37a8-aadf-9e3c3de0a5d0,,,,
Academic Search Ultimate,asn,89548272,"Automatic segmentation of the fetal cerebellum on ultrasound volumes, using a 3D statistical shape model.","Previous work has shown that the segmentation of anatomical structures on 3D ultrasound data sets provides an important tool for the assessment of the fetal health. In this work, we present an algorithm based on a 3D statistical shape model to segment the fetal cerebellum on 3D ultrasound volumes. This model is adjusted using an ad hoc objective function which is in turn optimized using the Nelder-Mead simplex algorithm. Our algorithm was tested on ultrasound volumes of the fetal brain taken from 20 pregnant women, between 18 and 24 gestational weeks. An intraclass correlation coefficient of 0.8528 and a mean Dice coefficient of 0.8 between cerebellar volumes measured using manual techniques and the volumes calculated using our algorithm were obtained. As far as we know, this is the first effort to automatically segment fetal intracranial structures on 3D ultrasound data.",20130901,"Gutiérrez-Becker, Benjamín ; Arámbula Cosío, Fernando ; Guzmán Huerta, Mario ; Benavides-Serralde, Jesús ; Camargo-Marín, Lisbeth ; Medina Bañuelos, Verónica",Article,Academic Journal,Sep2013,true,Medical & Biological Engineering & Computing,Image segmentation ; Fetal brain ; Ultrasonic encephalography ; Brain anatomy ; Statistical shape analysis ; Simplex algorithm ; Brain imaging,JOUR,,,0140-0118,,,,,eng,Springer Nature,1030,1021,10,51,9,10.1007/s11517-013-1082-1,,PO0,,https://research.ebsco.com/plink/0f4eadb4-18f1-326b-afb6-2bbdade22993,,,,
Academic Search Ultimate,asn,19764807,Automatic analysis of immunocytochemically stained tissue samples.,"An automatic colour image segmentation and cell counting software system has been developed for immunocytochemical analysis of stained tissue samples. The system was designed to count the total number of positive and negative cells in tissue samples treated with cytokine DNA probes from pigs naturally parasitised with Taenia solium metacestodes, using in situ hybridisation. A reaction index was calculated as the ratio of the number of cells with a positive reaction to the total number of cells (positives plus negatives) for each of five different probes. The objectives of automatic counting were to improve the reproducibility of the analysis and reduce the processing time of large image batches. A fast KNN classifier was used for colour segmentation. Watershed segmentation combined with edge detection was used to isolate individual cells that were then automatically labelled, using the results of the corresponding colour segmented image. Validation was performed on 122 non-training digital images with a total of 1069 positive cells and 1459 negative cells, with the following results: a mean true positive rate of 90.2% for positive cells and a mean true positive rate of 85.4% for negative cells. The corresponding mean false positive rates were 9.6% and 6.6%. The mean reaction index error of the automatic analysis was 5.35%. The processing of each digital image took 10 s on a Pentium IV PC.",20050901,"Arámbula Cosío, F. ; Márquez Flores, J. A. ; Padilla Castañeda, M. A. ; Solano, S. ; Tato, P. ; Arámbula Cosío, F ; Márquez Flores, J A ; Padilla Castañeda, M A",Journal Article,Academic Journal,Sep2005,true,Medical & Biological Engineering & Computing,Immunocytochemistry ; Cytokines ; DNA probes ; Cytochemistry ; Watershed management ; Tissues ; Animal experimentation ; Tapeworms ; Color ; Comparative studies ; Cysticercosis ; Digital image processing ; Immunoenzyme technique ; Research methodology ; Medical cooperation ; Research ; Stains & staining (Microscopy) ; Swine ; Evaluation research ; Hog and Pig Farming ; Livestock Merchant Wholesalers ; Live animal merchant wholesalers,JOUR,,,0140-0118,,,,,eng,Springer Nature,677,672,6,43,5,,,PO0,,https://research.ebsco.com/plink/b1e10434-bab8-33b4-b683-26506d2e5ae8,,,,
Academic Search Ultimate,asn,126455788,Spatial Compounding of 3-D Fetal Brain Ultrasound Using Probabilistic Maps.,"A new method to address the problem of shadowing in fetal brain ultrasound volumes is presented. The proposed approach is based on the spatial composition of multiple 3-D fetal head projections using the weighted Euclidean norm as an operator. A support vector machine, which is trained with optimal textural features, was used to assign weighting according to the posterior probabilities of brain tissue and shadows. Both phantom and real fetal head ultrasound volumes were compounded using previously reported operators and compared with the proposed composition method to validate it. The quantitative evaluations revealed increases in signal-to-noise ratio ≤35% and in contrast-to-noise ratio ≤135% using real data. Qualitative comparisons made by obstetricians indicated that this novel method adequately recovers brain tissue and improves the visibility of the main cerebral structures. This may prove useful both for fetal monitoring and in the diagnosis of brain defects. Overall this new approach outperforms spatial composition methods previously reported.",20180101,"Perez-Gonzalez, Jorge ; Medina-Bañuelos, Verónica ; Arámbula-Cosío, Fernando ; Guzmán, Mario ; Camargo, Lisbeth ; Gutierrez, Benjamin ; Mateus, Diana ; Navab, Nassir",Journal Article,Academic Journal,Jan2018,true,Ultrasound in Medicine & Biology,Cerebellar peduncles ; Probabilistic generative models ; Brain mapping ; Cross correlation ; Ultrasonic imaging of fetal brain abnormalities,JOUR,,,0301-5629,,,,,eng,Elsevier B.V.,291,278,14,44,1,10.1016/j.ultrasmedbio.2017.09.001,,JJ6,,https://research.ebsco.com/plink/1a2769fc-6419-3e59-8473-b3cf77c782e4,,,,
Academic Search Ultimate,asn,22567534,Mechatronics Interface for Computer Assisted Prostate Surgery Training.,"In this work is presented the development of a mechatronics device to simulate the interaction of the surgeon with the surgical instrument (resectoscope) used during a Transurethral Resection of the Prostate (TURP). Our mechatronics interface is part of a computer assisted system for training in TURP, which is based on a 3D graphics model of the prostate which can be deformed and resected interactively by the user. The mechatronics interface, is the device that the urology residents will manipulate to simulate the movements performed during surgery. Our current prototype has five degrees of freedom, which are enough to have a realistic simulation of the surgery movements. Two of these degrees of freedom are linear, to determinate the linear displacement of the resecting loop and the other three are rotational to determinate three directions and amounts of rotation. © 2006 American Institute of Physics",20060908,"Altamirano del Monte, Felipe ; Padilla Castañeda, Miguel A. ; Arámbula Cosío, Fernando",Article,Conference Proceedings,2006,,AIP Conference Proceedings,Transurethral prostatectomy ; Mechatronics ; Computer interfaces ; Urethra surgery ; Three-dimensional imaging ; Simulation methods & models,JOUR,,,0094-243X,,,,,eng,American Institute of Physics,163,160,4,854,1,10.1063/1.2356434,,86P,,https://research.ebsco.com/plink/5345ab5d-afab-3872-aeb4-91a031e77775,,,,
Academic Search Ultimate,asn,102592094,Personalization of head-related transfer functions (HRTF) based on automatic photo-anthropometry and inference from a database.,"A method is presented to personalize HRTFs based on anthropometric features obtained from digital portraits of a subject through computer vision, using the active shape models (ASM) algorithm. The method presented here is automatic, advancing previous work, and uses a simple more efficient 2D image model to represent the subject. The ASM is trained beforehand on a data set of manually annotated images of other subjects, and then used to automatically recognize anthropometric features of the ears, head, and torso, on photographs of the given subject. Anthropometric parameters in metric linear units are obtained from the image model as a function of camera settings, field of view, and distance to the subject. Anthropometric data are finally used to personalize HRTFs for the subject, by inference from the CIPIC HRTF database, containing anthropometric and HRTF data for a number of subjects, using the method of best anthropometric match selection. Results are analyzed, concluding that personalization of HRTFs can be achieved by automatic photo-anthropometry through computer vision algorithms, and inference of HRTFs from a database. Results were evaluated using two definitions of acoustic spectral distortion, as comparative measures of performance: one in magnitude only, previously proposed, and a novel one in magnitude and phase. However, evidence is also presented suggesting that these performance metrics need to be improved further, and that current anthropometric and HRTF databases might still be insufficient to provide more satisfactory results, pointing out to the need for more research in this area.",20151001,"Torres-Gallegos, Edgar A. ; Orduña-Bustamante, Felipe ; Arámbula-Cosío, Fernando",Article,Academic Journal,Oct2015,true,Applied Acoustics,Transfer functions ; Mathematical statistics ; Databases ; Computer vision ; Acoustic spectroscopy,JOUR,,,0003-682X,,,,,eng,Elsevier B.V.,95,84,12,97,,10.1016/j.apacoust.2015.04.009,,J8V,,https://research.ebsco.com/plink/365361d6-b149-33bc-b55a-eccec7383087,,,,
Academic Search Ultimate,asn,49844667,Use of simplex search in active shape models for improved boundary segmentation,"Abstract: Active shape models (ASMs) are an effective boundary segmentation technique currently applied to a variety of image analysis problems, they are fast and accurate if the initial model pose and shape are close enough to the object boundary. An ASM consists essentially of a statistical shape model (point distribution model (PDM)), and a local search method along normal pixel profiles, which are located at each point of the PDM. In this paper a new ASM fitting algorithm which incorporates the optimization of an objective function together with the local search currently used in ASMs is reported. The objective function was constructed as the mean Mahalanobis distance of all the pixel profiles of each point of the PDM, to the corresponding mean profile of a training set, and is optimized using simplex search, which provides a fast numerical optimization. Our ASM-simplex algorithm increases significantly the range of initial model poses (scale (s <sub>0</sub>), rotation (θ <sub>0</sub>), and translations (Tx<sub>0</sub>, Ty<sub>0</sub>)) which results in more accurate boundary segmentation, without the need for any additional model training. Evaluation was performed using the shape models of the prostate and the left hand. The mean maximum error of prostate segmentation (for a range of initial rotations of [θ <sub>0</sub> −72, θ <sub>0</sub> +72] degrees) in ultrasound images, decreased 16% for the ASM-simplex algorithm with respect to the original ASM. The following reductions were obtained on photographic images of the left hand for each initial pose parameter: 39% for [Tx<sub>0</sub> −48, Tx<sub>0</sub> +48] pixels, 38% for [Ty<sub>0</sub> −48, Ty<sub>0</sub> +48] pixels, 9% for [s <sub>0</sub> −0.25, s <sub>0</sub> +0.25] and 42% for [θ <sub>0</sub> −30, θ <sub>0</sub> +30] degrees.",20100701,"Arámbula Cosío, F. ; Flores, J.A. Márquez ; Castañeda, M.A. Padilla",Article,Academic Journal,Jul2010,true,Pattern Recognition Letters,Search algorithms ; Mathematical models ; Image analysis ; Distribution (Probability theory) ; Algorithms ; Mathematical optimization ; Numerical analysis,JOUR,,,0167-8655,,,,,eng,Elsevier B.V.,817,806,12,31,9,10.1016/j.patrec.2010.01.010,,3RY,,https://research.ebsco.com/plink/27d81e7e-2bca-3f35-a7aa-0dbad173f9f2,,,,
Academic Search Ultimate,asn,14101954,Deformable model of the prostate for TURP surgery simulation,"During a prostatectomy, a surgeon removes the inner prostate tissue that obstructs the urinary flow. The standard procedure, called transurethral resection of the prostate (TURP), is a minimally invasive surgery in which a resectoscope is introduced through the urethra of the patient to remove the obstructing tissue. In this paper, we present a three-dimensional (3D) computer model of the prostate for TURP simulation. The prostate model is designed to be the basis of a computer simulator for TURP training. The model was built from a set of ultrasound images with a technique that constructs a 3D volumetric mesh of the prostate shape, which is able to closely reproduce tissue resections as they are performed during real TURP procedures. A mass-spring method is used to model tissue deformation due to surgical tool interaction. The model simulates, in real-time: resections; tissue deformations; the cavity produced by the user as the surgical procedure progresses; and the corresponding reduction of the prostate volume.",20041001,"Castañeda, Miguel A. Padilla ; Arámbula Cosío, Fernando",Article,Academic Journal,Oct2004,true,Computers & Graphics,Exocrine glands ; Prostate surgery ; Computer simulation ; Computer systems ; Computer systems design and related services (except video game design and development) ; Computer Systems Design Services,JOUR,,,0097-8493,,,,,eng,Elsevier B.V.,777,767,11,28,5,10.1016/j.cag.2004.06.014,,JBZ,,https://research.ebsco.com/plink/663bb990-242e-3ba7-8c06-b4a113ac5bfb,,,,
