longDBName,shortDBName,an,title,abstract,publicationDate,contributors,docTypes,pubTypes,coverDate,peerReviewed,source,subjects,isiType,doids,isbns,issns,publisherLocations,identifiers,isOpenAccess,bookEdition,language,publisher,pageEnd,pageStart,pageCount,volume,issue,doi,notes,mid,degreeLevel,plink,articleType,citedByCount,retracted,retractionNote
Academic Search Ultimate,asn,45563951,Inertial currents in the southern Gulf of Mexico.,"Current velocity data recorded from 1 March to 17 June 1997 at four stations in the Bay of Campeche, southern Gulf of Mexico, were used to describe inertial currents. Data were low-pass filtered using a Lanczos filter, and transformed to the frequency domain with the classical Fast Fourier Transform, rotary spectra, and the Morlet Wavelet Method. The strongest total currents developed in the eastern part of the bay, with a dominant east-west component. The predominant direction of the total current was parallel to the coast. The amplitude of tidal currents was small when compared with subtidal currents. During the sampling period several episodes of inertial currents were observed, some of which corresponded to those predicted by theory. Inertial currents in the lower layer were linked through large phase lags, revealing the baroclinic mode of the inertial currents. Spectral energy was concentrated in the low-frequency bands, corresponding to inertial and subinertial periods. The dominance of spectral energy at low frequencies reveals the influence of mesoscale cyclonic and small-scale anticyclonic eddies in the northeastern Bay of Campeche. These eddies are believed to be the origin of the inertial currents, since the inertial currents observed were unrelated to wind forcing.",20090901,"Expósito-Díaz, G. ; Salas-de León, D. A. ; Monreal-Gómez, M. A. ; Salas-Monreal, D. ; Vázquez-Gutiérrez, F.",Article,Academic Journal,2009,true,Ciencias Marinas,Tidal currents ; Eddies ; Fluid dynamics ; Bay of Campeche (Mexico) ; Gulf of Mexico ; Mexico,JOUR,,,0185-3880,,,,,eng,Universidad Autonoma de Baja California (UABC),296,287,10,35,3,,,68V,,https://research.ebsco.com/plink/e15ce152-1c5f-3da8-a985-ba8701eb07e1,,,,
Academic Search Ultimate,asn,32095980,Multianalytical characterization of a blue pigment used in art-crafts from Central Mexico,"Abstract: We report a preliminary characterization of a blue pigment because its color has been associated to objects found from Aztec and Precolumbian times. The pigment was examined before and after its purification by a variety of techniques: Particle Induced X-ray emission (PIXE), electron paramagnetic resonance (EPR), X-ray diffraction (XRD), Fourier transform infrared spectroscopy (FT-IR) and scanning electron microscopy coupled to energy dispersion spectroscopy (SEM–EDS). The relationship of the chemical composition, the spectroscopic signals and the color are discussed.",20080415,"Solís, C. ; Mondragón, M.A. ; Isaac-Olivé, K. ; Gleason, R. ; Piña, C. ; Sánchez del Río, M. ; Rocha, M. ; López-Aguilar, F.",Article,Academic Journal,Apr2008,true,Nuclear Instruments & Methods in Physics Research Section B,Pigments ; Color ; Electron paramagnetic resonance ; Mexico ; Other Chemical and Fertilizer Mineral Mining ; All other non-metallic mineral mining and quarrying ; Synthetic Dye and Pigment Manufacturing,JOUR,,,0168-583X,,,,,eng,Elsevier B.V.,1415,1411,5,266,8,10.1016/j.nimb.2007.11.030,,3RL,,https://research.ebsco.com/plink/c34a721c-1634-30e0-ae21-f8c4a707ac3d,,,,
Academic Search Ultimate,asn,188478470,Annual rain periodicity in the Aguascalientes region at central Mexico.,"Aguascalientes is a semiarid, drought-prone region in central Mexico, where extreme drought effects damage human health and the economy. Aguascalientes recently suffered from extreme drought conditions in 2022 and 2023, while central Mexico has been suffering from drought conditions since 2019. The assessment of drought threat requires determination of intensity, duration, extension, and periodicity. Here, the periodicity of Aguascalientes annual precipitation, recorded in Aguascalientes at 12 rain gauge stations with continuous recording periods between 1928 and 2024, is studied using spectral analysis, a method commonly employed to study rainfall. The spectral analysis indicates that the annual rainfall exhibits lapses with characteristic 3-, 5-, 8-, 13-, and 21-year periodicities. A cross-correlation and cross-wavelet between rainfall and climate indexes is performed to identify the attribution of the observed periodicities. Thereafter, the 3- to 8-year band is related to humid years associated with El Niño, the 13-year band is related to drought associated with solar activity, and the 21-year band is associated with the Pacific Oscillation. As a general result, it is found that a high spectral density is related to precipitation variability, so the current presence of the 3- and 13-year periodicities suggests that the actual high variability epoch since 1989 will continue. • Annual rainfall spectral analysis indicates intermitent characteristic periodicities. • Two major regimes of periodicities are identified. • The wavelet transform helps to identify common patterns among localities. • Humid years are associated with El Niño, while drought is associated with solar activity.",20251205,"Roca-Flores, Elio ; Soto-Bernal, Juan J. ; Rojo-Garibaldi, Berenice ; Fraedrich, Klaus ; Naumis, Gerardo G.",Article,Academic Journal,Dec2025:Part B,true,Journal of Hydrology,Rainfall ; Droughts ; Environmental indicators ; Spectrum analysis ; Seasons ; Precipitation variability ; Mexico ; Aguascalientes (Mexico) ; El Niño,JOUR,,,0022-1694,,,,,eng,Elsevier B.V.,N.PAG,N.PAG,,662,,10.1016/j.jhydrol.2025.133766,,3MY,,https://research.ebsco.com/plink/294e9daf-5f0e-3034-8e27-570de324f941,,,,
Academic Search Ultimate,asn,151630669,"Geophysical imaging of multiple volcanic structures at the Huichapan Caldera Complex, Mexico.","Detailed processing and analyses of aeromagnetic data supported by geological constraints shed new light on the structural framework and plumbing system of Huichapan Caldera and Nopala volcano in the northern sector of the Mexican Volcanic Belt. The interpretation of magnetic anomalies is complex due to the bipolar nature of the magnetic field so we applied reduction to the pole using a double fast Fourier transform to convert the magnetic anomalies into simplified patterns. Short optimal continuous analytical field filters enhanced subsurface and surface structures. The reduction to pole analysis filtered for the upward/downward continuation of potential field data improved both regional and detailed imaging since it was applied to different depths. Shallow subsurface structures as well as at depths of 1.25 km and 0.65 km, were correlated with the surface and regional features. The Huichapan Caldera has at least two contrasting ignimbrites. Results show that there are two large magnetic anomalies associated with different volcanic structures. The first one, a circular positive anomaly corresponds to the caldera rim and the other to the structure of the younger Nopala volcano to the west. Strong magnetic sources indicate the feeder dikes. This study provides geophysical evidence for the location of the head wall of the Huichapan caldera as well as a second rim on the south but E -W and NE-SW regional faulting has destroyed this older caldera on the north. Results show that the structures are tectonically controlled and that the caldera is open on the east and southwest. The trap door structure was associated with this regional fault. • Aeromagnetic processing and filtering enhance buried caldera structures and plumbing system of neighboring shield. • Downward aeromagnetic filtering shows two caldera rims. • Major Northeast-trending regional faults cut the caldera. • Regional tectonics control caldera formation and trap door structure.",20211001,"González-Morán, Tomas ; Martin-Del Pozzo, Ana Lillian",Article,Academic Journal,Oct2021,true,Journal of Volcanology & Geothermal Research,Calderas ; Fast Fourier transforms ; Magnetic anomalies ; Surface structure ; Mexico,JOUR,,,0377-0273,,,,,eng,Elsevier B.V.,N.PAG,N.PAG,,418,,10.1016/j.jvolgeores.2021.107318,,3O3,,https://research.ebsco.com/plink/3948993d-6e4f-38e7-a1f4-8e8687c4c82f,,,,
Academic Search Ultimate,asn,108734239,"Genetic Evidence Supports the Multiethnic Character of Teopancazco, a Neighborhood Center of Teotihuacan, Mexico (AD 200-600).","Multiethnicity in Teopancazco, Teotihuacan, is supported by foreign individuals found in the neighborhood center as well as by the diversity observed in funerary rituals at the site. Studies of both stable and strontium isotopes as well as paleodietary analysis, suggest that the population of Teopancazco was composed by three population groups: people from Teotihuacan, people from nearby sites (Tlaxcala-Hidalgo-Puebla), and people from afar, including the coastal plains. In an attempt to understand the genetic dynamics in Teopancazco we conducted an ancient DNA (aDNA) analysis based on mtDNA. Our results show that the level of genetic diversity is consistent with the multiethnicity phenomenon at the neighborhood center. Levels of genetic diversity at different time periods of Teopancazco’s history show that multiethnicity was evident since the beginning and lasted until the collapse of the neighborhood center. However, a PCA and a Neighbor-Joining tree suggested the presence of a genetically differentiated group (buried at the Transitional phase) compared to the population from the initial phase (Tlamimilolpa) as well as the population from the final phase (Xolalpan) of the history of Teopancazco. Genetic studies showed no differences in genetic diversity between males and females in the adult population of Teopancazco, this data along with ample archaeological evidence, suggest a neolocal post-marital pattern of residence in Teopancazco. Nevertheless, genetic analyses on the infant population showed that the males are significantly more heterogeneous than the females suggesting a possible differential role in cultural practices by sex in the infant sector. Regarding interpopulation analysis, we found similar indices of genetic diversity between Teopancazco and heterogeneous native groups, which support the multiethnic character of Teopancazco. Finally, our data showed a close genetic relationship between Teopancazco and populations from the “Teotihuacan corridor” and from Oaxaca and the Maya region, in agreement with previous archaeological evidence.",20150722,"Álvarez-Sandoval, Brenda A. ; Manzanilla, Linda R. ; González-Ruiz, Mercedes ; Malgosa, Assumpció ; Montiel, Rafael",Article,Academic Journal,7/22/2015,true,PLoS ONE,Mitochondrial DNA ; Ethnicity ; Archaeology ; Population ; Mexico,JOUR,,,1932-6203,,,,,eng,Public Library of Science,19,1,19,10,7,10.1371/journal.pone.0132371,,78BE,,https://research.ebsco.com/plink/3cd1a1b4-f733-3865-ac66-1ef9eed478b3,,,,
Academic Search Ultimate,asn,190653396,Dinámica poblacional y morfometría del acocil Procambarus clarkii (Decapoda: Cambaridae) introducido en el centro de México.,"Introduction: Procambarus clarkii is an invasive species introduced to central Mexico that threatens biodiversity. Objective: To analyze monthly, during an annual cycle, the demographic and morphometric changes of P. clarkii concerning environmental variation in a reservoir (Taxhimay, State of Mexico). Methods: Abundance, sex ratio, fecundity, and nutrition in females were determined using the hepatopancreatic (HSI) and gonadosomatic (GSI) indices. Results: The PCA showed that phycocyanin, chlorophyll a, and pH explained 80.7 % of the environmental variation and grouped the sample sites into October-February, March-April, May-July, and August-September. A total of 464 individuals were captured; 198 (43 %) were females, and 266 (57 %) were males, of which 26 were non-reproductive form II. Abundance was positively correlated with phycocyanin and chlorophyll a and negatively correlated with transparency and depth. The highest abundance of organisms occurred in April at the end of the dry season. According to HSI and GSI, two reproductive seasons were recorded in June-September and January-March. Morphometric variables statistically different between males and females were cephalothorax width, length and width of chelae, and dactylus. In addition, it was recorded that the average length of P. clarkii in the Taxhimay reservoir is larger than that reported in its natural distribution area and other places where it has been introduced into Mexican territory and Europe. Conclusion: The environmental conditions of the Taxhimay reservoir are conducive to the establishment and growth of P. clarkii, thereby endangering native species in central Mexico.",20250101,"Espinosa-Rodríguez, Cristian Alberto ; Saavedra-Martínez, Ivan Manuel ; Peralta-Soriano, Laura ; Rivera-De la Parra, Ligia ; Lugo-Vázquez, Alfonso",Article,Academic Journal,2025,,Revista de Biología Tropical,Procambarus clarkii ; Introduced species ; Morphometrics ; Biodiversity ; Demographic characteristics ; Habitat modification ; Mexico,JOUR,,,0034-7744,,,,,spa,Universidad de Costa Rica,17,1,17,73,1,10.15517/rev.biol.trop..v73i1.59797,,2BO,,https://research.ebsco.com/plink/d5c36e7e-a653-30a9-a715-01ad963c7628,,,,
Academic Search Ultimate,asn,74665236,Identification of high energy solar particle signals on the Mexico City neutron monitor database,"Abstract: We performed a search for ground level solar cosmic ray enhancements on the full five minute database of the Mexico City neutron monitor using wavelet filters and two different statistical tests. We present a detailed analysis of the time series of November 2, 1992, where we found a previously unreported increment matching the onset time of the impulsive phase of GLE 54, thus providing evidence of an effective detection of high energy solar cosmic rays.",20120601,"Vargas Cárdenas, Bernardo ; Valdés-Galicia, José F.",Article,Academic Journal,Jun2012,true,Advances in Space Research,Neutrons ; Solar cosmic rays ; Databases ; Wavelets (Mathematics) ; Solar energy ; Mexico City (Mexico) ; Mexico ; Solar Electric Power Generation,JOUR,,,0273-1177,,,,,eng,Elsevier B.V.,1597,1593,5,49,11,10.1016/j.asr.2012.02.016,,JPJ,,https://research.ebsco.com/plink/c5376fca-bdf3-30e1-82a8-d638e447ff9f,,,,
Academic Search Ultimate,asn,59868542,Variación anatómica en la madera de Quercus obtusata (Fagaceae).,"Wood of Quercus obtusata is described and the variation of nine quantitative wood characters is evaluated through tree height and diameter, elevation and 11 climatic parameters in four sites. Pearson correlation showed that only the narrow vessel element length is significantly correlated with tree height (rp = 0,70, p <0,02). The principal component analysis revealed that three components explain 76,46% of the total variation and ten variables are those with the highest loadings. Moreover, this analysis segregated the localities due to altitude and some climatic variables as for temperature and rainfall throughout the year, which have an effect on vessel elements length, as well as on fibres length and wall thickness. The driest locality, Arcos del Sitio, and in that of higher elevation, Santa Ana Jilotzingo, have the shortest vessel elements with wider diameter (561 µm and 552 µm respectively) than the most humid environment, Santa Catarina (621 µm). The fibres neither diminish in size with the elevation nor increase with tree height. The analyses suggest that the microclimatic parameters of each location need to be accounted when recommendations for Q. obtusata wood used as raw material or in reforestation programs are given.",20100901,"Chávez-Romero, Dulce María ; Aguilar-Rodríguez, Silvia ; Terrazas, Teresa",Article,Academic Journal,2010,true,Madera y Bosques,Oak ; Trees & climate ; Anatomical variation ; Forests & forestry ; Mexico,JOUR,,,1405-0471,,,,,spa,Instituto de Ecologia A.C.,87,69,19,16,2,,,1GCJ,,https://research.ebsco.com/plink/52eeb26e-1a57-30e8-bc0b-b5c611e0e238,,,,
Academic Search Ultimate,asn,89662606,Cultural change and loss of ethnoecological knowledge among the Isthmus Zapotecs of Mexico.,"Background: Global changes that affect local societies may cause the loss of ecological knowledge. The process of cultural change in Zapotec communities of the Oaxacan Isthmus intensified during the first years of the 20<sup>th</sup> century due to industrial and agro-industrial modernization projects and an increase in the level of formal schooling. Based on the case of the Oaxacan Isthmus, this study assesses the relationship between cultural change and the loss of traditional ecological knowledge (TEK). Methods: Three hundred male heads of family were interviewed from three municipalities in the Isthmus of Tehuantepec, Oaxaca, Mexico selected to span a wide range of cultural change. Each participant was shown herbarium specimens and photographs of a sample of 30 species drawn from a pool of 94 representing local plant diversity. Visual recognition of each species, knowledge of plant form, generic name, specific name, and local uses were scored. The sum of the five scores provided an index of global knowledge which we used as a proxy for TEK. Analysis of variance revealed differences between groups of economic activities. We collected socio-demographic data from the interviewees such as age, level of schooling, and competency in the local language. With these data we ran a principal component analysis and took the first axis as an index of cultural change, and correlated it with the scores obtained each respondent. Results: We found statistically significant differences between groups of people with different economic activities, as well as a highly significant negative relationship between the Index of cultural change and ecological knowledge at all levels, with regression coefficients between 81.2% and 88.3%, indicating that cultural change is affecting traditional botanical knowledge. Conclusions: Our results shown that cultural change, as indicated by occupational activity, level of formal schooling, and competence in the indigenous language, is negatively associated with the loss of Zapotec ethnobotanical knowledge. Heads of family engaged in secondary economic activities and services were less culturally competent, especially regarding the knowledge of generic and specific names as well as plant uses.",20130101,"Saynes-Vásquez, Alfredo ; Caballero, Javier ; Meave, Jorge A. ; Chiang, Fernando",Article,Academic Journal,2013,true,Journal of Ethnobiology & Ethnomedicine,Plant classification ; Analysis of variance ; Culture ; Factor analysis ; Fieldwork (Educational method) ; Intellect ; Interviewing ; Language & languages ; Research methodology ; Plants ; Regression analysis ; Statistical sampling ; Statistics ; Data analysis ; Socioeconomic factors ; Educational attainment ; Data analysis software ; Mexico ; Marketing Research and Public Opinion Polling,JOUR,,,1746-4269,,,,,eng,BioMed Central,49,40,10,9,1,10.1186/1746-4269-9-40,,38N4,,https://research.ebsco.com/plink/8bbd5287-2314-36ac-9d10-900b230232a7,,,,
Academic Search Ultimate,asn,158869031,"Kinetic, thermodynamic, FT-IR, and primary constitution analysis of Sargassum spp from Mexico: Potential for hydrogen generation.","Pyrolyzed sargassum can be processed to produce important chemical products and hydrogen gas (H 2) from its residual fractions. This article reports the results of a study of the kinetics of the thermogravimetric process (TGA) of sargassum using pyrolysis. Pyrolysis was performed in a temperature interval of 25–900 °C in N 2 atmosphere at several heating velocities: 10, 15, 20, 25, 30, 35, and 40 °C/min. Considering a conversion range of 10–90%, the kinetics of this non-isothermal process were evaluated using six models: Friedman, FWO, KAS, Starink, Popescu, and Kissinger. Following this order, the average activation energies for the six methods were 213.92, 203.35, 203.55, 203.81, 206.25, and 178.63 kJ/mol. The sargassum's thermodynamic behavior was determined by four analyses: A , ΔH , ΔG , and ΔS. Observations of the thermal behavior revealed a pyrolytic process that occurred through a multi-stage reaction. Using an algorithm obtained with SciLab software, deconvolution of DTG was performed to compare the results of the proximal and compositional analyses of the sargassum. Results of the kinetic and thermodynamic analyses, the higher heating value (HHV) close to 17 MJ/kg, low ash content of 12.77%, and high volatile matter content, 82.93%, constitute excellent conditions for generating a pyrolytic design based on sargassum as a raw material for generating green hydrogen as a form of bioenergy. According to the results, it is feasible to expect the production of hydrogen from the pyrolysis of sargassum. • Thermal conversion of Sargassum from Mexico's Caribbean coast was characterized by TGA-DTG. • Study and comparison of the kinetics of the sargassum pyrolysis process by six different models. • Obtaining and analyzing the main thermodynamic parameters of sargassum. • Determination of primary constituents of sargassum through the DTG curve. • Sargassum have the potential to produce green hydrogen.",20220815,"Alvarado Flores, José Juan ; Alcaraz Vera, Jorge Víctor ; Ávalos Rodríguez, María Liliana ; Rutiaga Quiñones, José Guadalupe ; Valencia, Jaime Espino ; Guevara Martínez, Santiago José ; Ríos, Edgar Tututi ; Zarraga, Roberto Aguado",Article,Academic Journal,Aug2022,true,International Journal of Hydrogen Energy,Sargassum ; Interstitial hydrogen generation ; Pyrolysis kinetics ; Activation energy ; Hydrogen production ; Constitutions ; Mexico ; Industrial Gas Manufacturing,JOUR,,,0360-3199,,,,,eng,Elsevier B.V.,30127,30107,21,47,70,10.1016/j.ijhydene.2022.05.051,,JHA,,https://research.ebsco.com/plink/c2179f01-9704-3cee-980a-2dc1f1c60c62,,,,
