longDBName,shortDBName,an,title,abstract,publicationDate,contributors,docTypes,pubTypes,coverDate,peerReviewed,source,subjects,isiType,doids,isbns,issns,publisherLocations,identifiers,isOpenAccess,bookEdition,language,publisher,pageEnd,pageStart,pageCount,volume,issue,doi,notes,mid,degreeLevel,plink,articleType,citedByCount,retracted,retractionNote
Academic Search Ultimate,asn,187338170,On the onset of multicellular invasive behavior in hierarchical lineage: The role of inhibitory feedback and local fluctuations.,"• Our LGCA model studies how feedback regulates stem cell invasion dynamics. • Tumor cell motility was studied across several spatial dimensions. • Inhibitory feedback limits stem cell self-renewal, which regulates population growth. • Our spatial models show that feedback defines the invasive front morphology and stability. • High fluctuations arising from cells' discrete nature increase front instability. The emergence of multicellular invasive behavior is a key characteristic of various biological processes, including wound healing, development, and tissue regeneration. In this study, we develop a lattice-gas cellular automaton (LGCA) model to explore the role of inhibitory feedback in the invasive behavior of a hierarchical lineage composed of stem cells and differentiated cells. We consider both non-spatial and spatial stochastic models to investigate how spatial interactions influence invasion dynamics. Our findings suggest that inhibitory feedback from differentiated cells significantly impacts the invasive potential of stem cells. In addition, local fluctuations induce unstable fronts that move with relatively low speed. Finally, we explore the implications of our work for understanding the regulation of multicellular dynamics in various pathophysiological contexts.",20251007,"Nava-Sedeño, Josué Manik ; Martínez, Abraham ; Hatzikirou, Haralampos",Article,Academic Journal,Oct2025,true,Journal of Theoretical Biology,Stem cells ; Cancer cell motility ; Cell migration ; Physiology ; Population dynamics ; Spatial variation ; Spatial behavior,JOUR,,,0022-5193,,,,,eng,Academic Press Inc.,N.PAG,N.PAG,,613,,10.1016/j.jtbi.2025.112220,,L05,,https://research.ebsco.com/plink/8446afc1-7b85-342d-987d-cf3ae8225ec6,,,,
Academic Search Ultimate,asn,97565160,Landscape Diversity Influences Dispersal and Establishment of Pest with Complex Nutritional Ecology.,"We studied the effects of landscape structure on species with resource nutritional partition between the immature and adult stages by investigating how food quality and spatial structure of a landscape may affect the invasion and colonization of the insect pest, Diabrotica speciosa. To this end, we formulated two bidimensional stochastic cellular automata, one for the insect immature stage and the other for the adult stage. The automata are coupled by adult oviposition and emergence. Further, each automata site has a specific culture type, which can affect differently the fitness attributes of immatures and adults, such as mortality, development and oviposition rates. We derived the mean-field approximation for these automata model, from which we obtained conditions for insect invasion. We ran numerical simulations using entomological parameters obtained from laboratory experiments (using bean, soybean, potato, and corn crops), and we compared the results of the automata with the ones given by the mean-field approximation. Finally, using artificially generated landscapes, we discussed how the structured heterogeneous landscape can affect dispersal and establishment of insect populations.",20140701,"Ferreira, Claudia ; Esteva, Lourdes ; Godoy, Wesley ; Cônsoli, Fernando",Article,Academic Journal,Jul2014,true,Bulletin of Mathematical Biology,Food quality ; Nutrition ; Public health ; Diabrotica ; Approximation theory ; Health and Welfare Funds,JOUR,,,0092-8240,,,,,eng,Springer Nature,1761,1747,15,76,7,10.1007/s11538-014-9975-1,,L0A,,https://research.ebsco.com/plink/1e26dd8d-77e0-380f-b903-bbac52920232,,,,
Academic Search Ultimate,asn,127391956,"Quantum Locality, Rings a Bell?: Bell's Inequality Meets Local Reality and True Determinism.","By assuming a deterministic evolution of quantum systems and taking realism into account, we carefully build a hidden variable theory for Quantum Mechanics (QM) based on the notion of ontological states proposed by 't Hooft (The cellular automaton interpretation of quantum mechanics, , 2015; Springer Open 185, , 2016). We view these ontological states as the ones embedded with realism and compare them to the (usual) quantum states that represent superpositions, viewing the latter as mere information of the system they describe. Such a deterministic model puts forward conditions for the applicability of Bell's inequality: the usual inequality cannot be applied to the usual experiments. We build a Bell-like inequality that can be applied to the EPR scenario and show that this inequality is always satisfied by QM. In this way we show that QM can indeed have a local interpretation, and thus meet with the causal structure imposed by the Theory of Special Relativity in a satisfying way.",20180101,"Sánchez-Kuntz, Natalia ; Nahmad-Achar, Eduardo",Article,Academic Journal,Jan2018,true,Foundations of Physics,Reality ; Determinism (Philosophy) ; Quantum mechanics ; Quantum states ; Superposition principle (Physics),JOUR,,,0015-9018,,,,,eng,Springer Nature,47,27,21,48,1,10.1007/s10701-017-0126-z,,5HA,,https://research.ebsco.com/plink/0e3cfced-9804-3169-bef4-858199453f39,,,,
Academic Search Ultimate,asn,155097649,Database Management System Verification with Separation Logics.,"Program verification consists in finding a formal proof that the program satisfies a given specification. This specification can be described as assertions about the input and output a correct program must satisfy. Assertions and programs are traditionally specified in terms of classical first order logic (FOL). FOL reasoners (inference systems) automatically find the correspondent program correctness proof, if any. However, verification of programs with mutable data structures, such as pointers, is currently a major challenge for the FOL assertion based approach. Mutable data structures are often written in terms of syntactically unrelated expressions, whose specification represents a significant defiance for FOL. Separation logics are a family of formal languages with specially-purposed constructors designed to model mutable data structures. In this paper, we formally verify a database management system using separation logics. We focused on the verification of libraries containing programs about heap manipulation. Several detected bugs are described in detail, respective solutions are also provided.",20211201,"Medina-Martínez, Diego ; Bárcenas, Everardo ; Molero-Castillo, Guillermo ; Velázquez-Mena, Alejandro ; Aldeco-Pérez, Rocío",Article,Academic Journal,Dec2021,true,Programming & Computer Software,,JOUR,,,0361-7688,,,,,eng,Springer Nature,672,654,19,47,7,10.1134/S036176882108017X,,N2T,,https://research.ebsco.com/plink/b616d9e5-5696-37f7-bf77-77fee05244c5,,,,
Academic Search Ultimate,asn,84997955,Control of cellular automata.,"We study the problem of master-slave synchronization and control of totalistic cellular automata. The synchronization mechanism is that of setting a fraction of sites of the slave system equal to those of the master one (pinching synchronization). The synchronization observable is the distance between the two configurations. We present three control strategies that exploit local information (the number of nonzero first-order Boolean derivatives) in order to choose the sites to be synchronized. When no local information is used, we speak of simple pinching synchronization. We find the critical properties of control and discuss the best control strategy compared with simple synchronization.",20121215,"Bagnoli, Franco ; Rechtmant, Raúl ; Yacoubi, Samira El",Article,Academic Journal,Dec2012,true,"Physical Review E: Statistical, Nonlinear & Soft Matter Physics",Cellular automata ; Synchronization ; Information theory ; Boolean functions ; Derivatives (Mathematics) ; Number theory ; Control theory (Engineering),JOUR,,,1539-3755,,,,,eng,American Physical Society,7,1,7,86,6-2,10.1103/PhysRevE.86.066201,,12EC,,https://research.ebsco.com/plink/fba27c08-29a7-355a-8090-827af8bf32c3,,,,
Academic Search Ultimate,asn,157482957,Computing the Teichmüller polynomial.,"The Teichmüller polynomial of a fibered 3-manifold, introduced in [McM00], plays a useful role in the construction of mapping classes having a small stretch factor. We provide a general algorithm for computing the Teichmüller polynomial given a pseudo-Anosov mapping class obtained as a loop in a train track automaton. As a byproduct, our algorithm allows us to derive all the relevant information on the topology of various fibers that belong to a fibered face.",20171201,"Lanneau, Erwan ; Valdez, Ferrán",Article,Academic Journal,2017,true,Journal of the European Mathematical Society (EMS Publishing),Polynomials ; Genetic algorithms ; Mathematics ; Homology theory ; Sequential analysis,JOUR,,,1435-9855,,,,,eng,European Mathematical Society - EMS - Publishing House GmbH,3910,3867,44,19,12,10.4171/JEMS/756,,13FI,,https://research.ebsco.com/plink/3c7a29dd-cbf8-3156-ae93-664de8387e61,,,,
Academic Search Ultimate,asn,173782249,A multiscale model of the role of microenvironmental factors in cell segregation and heterogeneity in breast cancer development.,"We analyzed a quantitative multiscale model that describes the epigenetic dynamics during the growth and evolution of an avascular tumor. A gene regulatory network (GRN) formed by a set of ten genes that are believed to play an important role in breast cancer development was kinetically coupled to the microenvironmental agents: glucose, estrogens, and oxygen. The dynamics of spontaneous mutations was described by a Yule-Furry master equation whose solution represents the probability that a given cell in the tissue undergoes a certain number of mutations at a given time. We assumed that the mutation rate is modified by a spatial gradient of nutrients. The tumor mass was simulated by means of cellular automata supplemented with a set of reaction diffusion equations that described the transport of microenvironmental agents. By analyzing the epigenetic state space described by the GRN dynamics, we found three attractors that were identified with cellular epigenetic states: normal, precancer and cancer. For two-dimensional (2D) and three-dimensional (3D) tumors we calculated the spatial distribution of the following quantities: (i) number of mutations, (ii) mutation of each gene and, (iii) phenotypes. Using estrogen as the principal microenvironmental agent that regulates cells proliferation process, we obtained tumor shapes for different values of estrogen consumption and supply rates. It was found that he majority of mutations occurred in cells that were located close to the 2D tumor perimeter or close to the 3D tumor surface. Also, it was found that the occurrence of different phenotypes in the tumor are controlled by estrogen concentration levels since they can change the individual cell threshold and gene expression levels. All results were consistently observed for 2D and 3D tumors. Author summary: We introduce and analyze in detail a 2D and 3D quantitative multiscale model that describes the growth and epigenetic evolution of an avascular breast tumor. We obtain series of microarrays that describe the activation/inhibit levels of a group of genes that respond to the occurrence of oxygen and estrogen concentration gradients. We identify three cell phenotypes: normal, precancer and cancer, that are crucial to understand the tumor structure, the spatial distribution of mutations and the tumor heterogeneity. Finally, we found that the estrogen concentration gradients are related to the variation of gene expression levels and phenotypes occurrence. These findings strongly suggest that it is possible to develop epigenetic cancer treatment alternatives to either stop or reverse tumor evolution.",20231122,"Romero-Arias, J. Roberto ; González-Castro, Carlos A. ; Ramírez-Santiago, Guillermo",Article,Academic Journal,11/22/2023,true,PLoS Computational Biology,Cell separation ; Multiscale modeling ; Gene regulatory networks ; Carcinogenesis ; Alternative treatment for cancer ; Cancer cell culture ; Breast,JOUR,,,1553-734X,,,,,eng,Public Library of Science,35,1,35,19,11,10.1371/journal.pcbi.1011673,,166P,,https://research.ebsco.com/plink/d79012f3-4908-35b9-8196-35552c0a8f00,,,,
Academic Search Ultimate,asn,19933393,Discrete dynamical systems embedded in Cantor sets.,"While the notion of chaos is well established for dynamical systems on manifolds, it is not so for dynamical systems over discrete spaces with N variables, as binary neural networks and cellular automata. The main difficulty is the choice of a suitable topology to study the limit N→∞. By embedding the discrete phase space into a Cantor set we provided a natural setting to define topological entropy and Lyapunov exponents through the concept of error profile. We made explicit calculations both numerical and analytic for well-known discrete dynamical models.",20060201,"Benatti, Fabio ; Verjovsky, Alberto ; Zertuche, Federico",Article,Academic Journal,Feb2006,true,Journal of Mathematical Physics,Cantor sets ; Cellular automata ; Artificial neural networks ; Topology ; Topological entropy ; Lyapunov exponents ; Mathematical physics,JOUR,,,0022-2488,,,,,eng,American Institute of Physics,,022705,,47,2,10.1063/1.2171518,,7YR,,https://research.ebsco.com/plink/ae0f85fb-66ca-3a8c-922f-b1463e488ee8,,,,
Academic Search Ultimate,asn,191000513,The computational power of distributed shared-memory models with bounded-size registers.,"The celebrated Asynchronous Computability Theorem of Herlihy and Shavit (JACM 1999) provided a topological characterization of the tasks that are wait-free solvable by processes communicating through writing and reading shared registers. This characterization assumes the use of full-information protocols, in which each time a process writes in the shared memory, it communicates everything it learned since the beginning of the execution. Thus, each register in the shared memory is of unbounded size. Whether unbounded size registers are unavoidable for the model of computation to be universal is the central question studied in this paper. That is, is every task solvable wait-free also solvable wait-free when the registers in shared memory are of bounded size? More generally, when at most t out of n processes can crash, is the model with bounded size registers universal, i.e., is every task solvable in the t-resilient model also solvable in the t-resilient model when the registers are of bounded size? We show that when registers of size O(t) bits are sufficient to solve any task that is solvable by a full-information protocol. The situation is radically different when , which includes the wait-free case. We show that bounded registers are not universal. Specifically, we show that, for any bound , and for any , there exists a task that cannot be solved by n processes communicating via registers of size f(n) bits, but is solvable by n processes using unbounded registers. The case , , where 1-resilient computing and wait-free computing coincide, displays a radically different behavior. We show that any task solvable by 2 processes in the wait-free shared-memory model with unbounded-size registers can be solved by 2 processes in the wait-free shared-memory model with constant size registers. Finally, we consider the iterated shared memory model, which has played a crucial role since Herlihy and Shavit’s characterization. We show that 1-bit registers (per iteration) are sufficient for solving wait-free any task that is solvable by a full-information wait-free protocol. Therefore, while the wait-free read/write shared-memory model is known to be computationally equivalent to the iterated model, this equivalence only holds if registers are unbounded.",20260301,"Delporte-Gallet, Carole ; Fauconnier, Hugues ; Fraigniaud, Pierre ; Rajsbaum, Sergio ; Travers, Corentin",Article,Academic Journal,Mar2026,true,Distributed Computing,,JOUR,,,0178-2770,,,,,eng,Springer Nature,30,1,30,39,1,10.1007/s00446-025-00492-w,,NP4,,https://research.ebsco.com/plink/8b225191-b158-32d1-9194-7150f365b6ec,,,,
Academic Search Ultimate,asn,12687628,Populism as a Spectre of Democracy: A Response to Canovan.,"The literature on populism used to depict the phenomenon as an alternative to the standard path from traditional to modern society; as a way to enfranchise the underclass; or as an anomaly vis-à-vis class politics and liberal institutions. More recently, the debate has shifted into something of a terra incognita as a result of the growing interest in the connection between populism and democratic politics. One of the more intriguing contributions to this debate is an article by Margaret Canovan, if only because it makes this unknown territory less confusing. Her argument draws from Michael Oakeshott's claim that political modernity is characterised by the interplay of two distinct styles – the politics of faith and the politics of scepticism. She renames them the redemptive and pragmatic faces of democracy and suggests that populism arises in the gap between them. This establishes a relation of interiority between populism and democracy. The former will follow democracy like a shadow. At times, however, the theoretical status of the gap is somewhat uncertain, as it seems more appropriate for thinking politics (particularly radical politics) in general. The political valence of the shadow could also be specified further to show the undecidability between the democratic aspect of the phenomenon and its possible ominous tones. This paper looks into this in some detail to engage in a friendly interrogation of Canovan's claims.",20040301,"Arditi, Benjamín",Article,Academic Journal,Mar2004,true,Political Studies,Populism ; Democracy ; Social classes ; Skepticism ; Modernism (Christian theology) ; Political doctrines,JOUR,,,0032-3217,,,,,eng,Sage Publications Inc.,143,135,9,52,1,10.1111/j.1467-9248.2004.00468.x,,PSZ,,https://research.ebsco.com/plink/541dc6d5-fe40-3f91-93a0-9b003c688d6f,,,,
