longDBName,shortDBName,an,title,abstract,publicationDate,contributors,docTypes,pubTypes,coverDate,peerReviewed,source,subjects,isiType,doids,isbns,issns,publisherLocations,identifiers,isOpenAccess,bookEdition,language,publisher,pageEnd,pageStart,pageCount,volume,issue,doi,notes,mid,degreeLevel,plink,articleType,citedByCount,retracted,retractionNote
Academic Search Ultimate,asn,164619683,Similar connectivity of gut microbiota and brain activity networks is mediated by animal protein and lipid intake in children from a Mexican indigenous population.,"The gut microbiota-brain axis is a complex communication network essential for host health. Any long-term disruption can affect higher cognitive functions, or it may even result in several chronic neurological diseases. The type and diversity of nutrients an individual consumes are essential for developing the gut microbiota (GM) and the brain. Hence, dietary patterns might influence networks communication of this axis, especially at the age that both systems go through maturation processes. By implementing Mutual Information and Minimum Spanning Tree (MST); we proposed a novel combination of Machine Learning and Network Theory techniques to study the effect of animal protein and lipid intake on the connectivity of GM and brain cortex activity (BCA) networks in children from 5-to 10 years old from an indigenous community in the southwest of México. Socio-ecological conditions in this nonwestern lifestyle community are very homogeneous among its inhabitants but it shows high individual heterogeneity in the consumption of animal products. Results suggest that MST, the critical backbone of information flow, diminishes under low protein and lipid intake. So, under these nonwestern regimens, deficient animal protein and lipid consumption diets may significantly affect the GM-BCA connectivity in crucial development stages. Finally, MST offers us a metric that unifies biological systems of different nature to evaluate the change in their complexity in the face of environmental pressures or disturbances. Effect of Diet on gut microbiota and brain networks connectivity.",20230629,"Ramírez-Carrillo, Elvia ; G-Santoyo, Isaac ; López-Corona, Oliver ; Rojas-Ramos, Olga A. ; Falcón, Luisa I. ; Gaona, Osiris ; de la Fuente Rodríguez, Rosa María ; Hernández Castillo, Ariatna ; Cerqueda-García, Daniel ; Sánchez-Quinto, Andrés ; Hernández-Muciño, Diego ; Nieto, Javier",Article,Academic Journal,6/29/2023,true,PLoS ONE,Indigenous peoples of Mexico ; Gut microbiota ; Indigenous peoples ; Biological systems ; Spanning trees ; Macrophage colony-stimulating factor ; Mexico City (Mexico),JOUR,,,1932-6203,,,,,eng,Public Library of Science,19,1,19,18,6,10.1371/journal.pone.0281385,,78BE,,https://research.ebsco.com/linkprocessor/plink?id=0cc4a55a-4956-3b23-8fd3-b196868da370,,,,
