longDBName,shortDBName,an,title,abstract,publicationDate,contributors,docTypes,pubTypes,coverDate,peerReviewed,source,subjects,isiType,doids,isbns,issns,publisherLocations,identifiers,isOpenAccess,bookEdition,language,publisher,pageEnd,pageStart,pageCount,volume,issue,doi,notes,mid,degreeLevel,plink,articleType,citedByCount,retracted,retractionNote
Academic Search Ultimate,asn,193264236,Inteligencia artificial generativa e integridad académica en educación superior: hacia un modelo de gobernanza institucional para la innovación educativa.,"The emergence of generative artificial intelligence (GAI) in higher education raises ethical, cultural, and governance dilemmas that necessitate a rethinking of academic integrity beyond plagiarism detection, shifting its focus toward authentic learning and educational equity. A multi-method qualitative study was conducted using grounded theory and axial coding. The corpus consisted of academic roundtables from the National Autonomous University of Mexico (UNAM) (2023–2026) available on YouTube under a Creative Commons license. The videos were transcribed using Google AI and analyzed in MAXQDA. Longitudinal matrices were developed that systematized 81 dimensions, 85 questions, 55 specialists, and 28 institutions. Triangulation included an international literature review (ERIC) and a Lakatosian interpretive framework. Axial categories emerged centered on academic integrity: authenticity of learning, assessment redesign, teacher revaluation, ethical principles, institutional governance, technological sovereignty, and human analytics of learning. A discursive evolution was observed: from concern about fraud (2023) to pedagogical redesign (2024–2025) and, finally, to governance and technological sovereignty (2026). The findings show that the responsible use of GenI requires articulating situated ethics, organizational culture, data management, and equitable access, thus shaping an institutional model centered on authentic learning.",20250101,"Jiménez León, Rodolfo ; Cisneros Chacón, Edith J.",Article,Academic Journal,ene-jun2025,true,Reencuentro: Análisis de Problemas Universitarios,Authentic learning ; Organizational governance ; Higher education ; Generative artificial intelligence ; Codes of ethics ; Education ethics ; Educational innovations ; Universidad Nacional Autónoma de México ; All Other Miscellaneous Schools and Instruction ; Educational Support Services ; Administration of Education Programs,JOUR,,,0188-168X,,,,,spa,Reencuentro: Analisis de Problemas Universitarios,298,249,50,37,89,,,78CA,,https://research.ebsco.com/plink/fe3e2fda-a669-3b03-a336-c976da94aa1b,,,,
Academic Search Ultimate,asn,193649709,Symmetries and asymmetries between attitudes and interaction in relation to the emotional uses of LLMs.,"The rapid expansion of large language models (LLMs) has intensified debates regarding their use, their psycho-emotional implications, and the underlying risks they entail. Although recent scholarship has examined attitudes toward artificial intelligence and documented the emergence of affective uses, little is known about the relationship between declared attitudes and actual interactional practices with LLMs. This article advances a conceptual and empirical model of symmetry and asymmetry to explain why favorable or unfavorable positions toward the emotional uses of generative artificial intelligence (GenAI) do not necessarily predict the breadth or intensity of affective engagement. Drawing on a concurrent mixed methods design involving 285 survey responses and 35 semi-structured interviews with Mexican university students aged 18–24, this study combines the results of an attitudinal scale (EAUE-GenAI; <italic>α</italic> = 0.90) with a discourse analysis of interactional repertoires. Quantitative findings indicate low-to-moderate, subtly conservative affective attitudes (<italic>M</italic> = 2.47/5), whereas qualitative analysis identifies a progressive scale of emotional engagement: (1) emergent emotional advice, (2) validation, and (3) anthropomorphization. These findings demonstrate that affective practices frequently exceed declared instrumental positions.",20260511,"Duque Parra, Juan Pablo ; Santes Ortega, Alejandro",Article,Academic Journal,May2026,true,AI & Society,Generative artificial intelligence ; Social interaction ; Affective computing ; Social attitudes ; Mixed methods research ; Language models ; Anthropomorphism ; Human behavior,JOUR,,,0951-5666,,,,,eng,Springer Nature,19,1,19,,,10.1007/s00146-026-03069-8,,P4B,,https://research.ebsco.com/plink/4e530c36-d0cc-3bda-b153-a90b5bfbec89,,,,
Academic Search Ultimate,asn,192062341,Percepciones estudiantiles sobre la autoría de textos con Inteligencia Artificial.,"This article analyzes the pedagogical implications of using generative artificial intelligence in writing. Drawing on debates about authorship and creativity, it explores whether these technologies can be regarded as authors of texts and how this could affect teaching and learning processes. Based on a Likert-scale survey applied to 232 social sciences and humanities students at unam, the results reveal a critical perception: students reject attributing creativity or authorial legitimacy to ai, while acknowledging its instrumental usefulness in writing tasks. The study highlights educational risks such as the displacement of linguistic competencies and the redefinition of the teacher's role, and concludes that ai should be integrated as a complementary resource that supports educational practice without replacing writing instruction.",20240701,"Barroso, José Antonio Martínez Díez",Article,Academic Journal,jul-dic2024,true,Reencuentro: Análisis de Problemas Universitarios,"Authorship ; Artificial intelligence ; Learning ; Creative ability ; Psychology of students ; Authors ; Teaching methods ; Independent Artists, Writers, and Performers ; Independent writers and authors",JOUR,,,0188-168X,,,,,spa,Reencuentro: Analisis de Problemas Universitarios,94,73,22,36,88,,,78CA,,https://research.ebsco.com/plink/f5a8f3ad-3657-3118-a7d4-576566a2e304,,,,
Academic Search Ultimate,asn,183335429,Exploring the Behavior and Performance of Large Language Models: Can LLMs Infer Answers to Questions Involving Restricted Information?,"In this paper various LLMs are tested in a specific domain using a Retrieval-Augmented Generation (RAG) system. The study focuses on the performance and behavior of the models and was conducted in Spanish. A questionnaire based on The Bible, which consists of questions that vary in complexity of reasoning, was created in order to evaluate the reasoning capabilities of each model. The RAG system matches a question with the most similar passage from The Bible and feeds the pair to each LLM. The evaluation aims to determine whether each model can reason solely with the provided information or if it disregards the instructions given and makes use of its pretrained knowledge.",20250201,"Cadena-Bautista, Ángel ; López-Ponce, Francisco F. ; Ojeda-Trueba, Sergio Luis ; Sierra, Gerardo ; Bel-Enguix, Gemma",Article,Academic Journal,Feb2025,true,Information,Language models ; Information retrieval ; Performance theory ; Corpora ; Bible,JOUR,,,2078-2489,,,,,eng,MDPI,,77,,16,2,10.3390/info16020077,,B74H,,https://research.ebsco.com/plink/bcbe8b68-bf6f-3fb1-a30f-57f25f05cb2d,,,,
Academic Search Ultimate,asn,126754599,First steps in automatic summarization of transcription factor properties for RegulonDB: classification of sentences about structural domains and regulated processes.,"The RegulonDB (http://regulondb.ccg.unam.mx) team generates manually elaborated summaries about transcription factors (TFs) of Escherichia coli K-12. These texts involve considerable effort, since they summarize a diverse collection of structural, mechanistic and physiological properties of TFs and, due to constant new research, ideally they require frequent updating. In natural language processing, several techniques for automatic summarization have been developed. Therefore, our proposal is to extract, by using those techniques, relevant information about TFs for assisting the curation and elaboration of the manual summaries. Here, we present the results of the automatic classification of sentences about the biological processes regulated by a TF and the information about the structural domains constituting the TF. We tested two classical classifiers, Naı¨ve Bayes and Support Vector Machines (SVMs), with the sentences of the manual summaries as training data. The best classifier was an SVM employing lexical, grammatical, and terminological features (F-score, 0.8689). The sentences of articles analyzed by this classifier were frequently true, but many sentences were set aside (high precision with low recall); consequently, some improvement is required. Nevertheless, automatic summaries of complete articles about five TFs, generated with this classifier, included much of the relevant information of the summaries written by curators (high ROUGE-1 recall). In fact, a manual comparison confirmed that the best summary encompassed 100% of the relevant information. Hence, our empirical results suggest that our proposal is promising for covering more properties of TFs to generate suggested sentences with relevant information to help the curation work without losing quality.",20170101,"Méndez-Cruz, Carlos-Francisco ; Gama-Castro, Socorro ; Mejía-Almonte, Citlalli ; Castillo-Villalba, Marco-Polo ; Muñiz-Rascado, Luis-José ; Collado-Vides, Julio",Article,Academic Journal,2017,true,Database: The Journal of Biological Databases & Curation,,JOUR,,,1758-0463,,,,,eng,Oxford University Press / USA,20,1,20,2017,1,10.1093/database/bax070,,8ONH,,https://research.ebsco.com/plink/0960cae4-2f91-3013-ad0c-a395650d121d,,,,
Academic Search Ultimate,asn,182338608,Multi-Label Topic Classification in a Twitter Corpus of Public Communication of Science in Mexican Spanish.,"In the context of Mexico, comprehensive studies on the public communication of science (PCS) through social networks remain an unaddressed area of research. To address this gap, the present work is conducted from the perspective of natural language processing (NLP). The objective of this study is to develop and evaluate an automatic multilabel topic classification system for PCS tweets published in Mexico. This is achieved by training various machine learning models, which include traditional algorithms and transformer-based models. Utilizing a manually labeled corpus that identifies eighteen distinct areas or themes of science, the study evaluates and compares several approaches for the automatic identification and classification of thematic areas within PCS tweets. The findings indicate that transformer-based models, such as XLM-RoBERTa, demonstrate superior performance compared to classic algorithms, while the emerging LLM models, such as BLOOM, present a promising alternative for a range of NLP tasks.",20241101,"Sánchez-Montero, Alec ; Bel-Enguix, Gemma ; Ojeda-Trueba, Sergio-Luis",Article,Academic Journal,Nov2024,true,International Journal of Combinatorial Optimization Problems & Informatics,Machine learning ; Language models ; Scientific communication ; Public communication ; Transformer models ; Natural language processing,JOUR,,,2007-1558,,,,,eng,International Journal of Combinatorial Optimization Problems & Informatics,210,199,12,15,4,10.61467/2007.1558.2024.v15i4.510,,BL16,,https://research.ebsco.com/plink/1b564e29-86ac-3ba6-8085-461be5861c72,,,,
Academic Search Ultimate,asn,189091283,Derechos de autor y licencias de la inteligencia artificial generativa: un análisis desde la ciencia abierta en América Latina.,"At the global level, several governments, institutions, and universities are debating about the information products they use and produce the generative artificial intelligence for their training, so that might be this situation defined as being linked to copyright regulation issues regarding the use, permission, and reference of said products. In this regard, this research aims to identify the copyrights and licenses that governments, Higher Education Institutions and Research Organizations in Latin America have developed to date to regulate the information products used and produced by GenAI. The methodology for this research includes a bibliographic review, as well as quantitative and qualitative methods. For the exploratory analysis, the WIPO Lex Data; the National AI Policy Observatory; the Latin American Artificial Intelligence Index; Database Flexibilities Regarding Copyright in Latin America; and Creative Commons chapters on Latin American and Caribbean Law were consulted. Information search and retrieval is based on five defined categories. A general conclusion is that GenAI is an informational activity that must be regulated by copyright regulations and open licenses to act ethically and transparently, thereby avoiding infringement of rights and/ or engaging in unfavorable actions.",20250901,"Peña, Juan Miguel Palma",Article,Academic Journal,sep-dic2025,true,Revista Interamericana de Bibliotecologia,Copyright ; Copyright licenses ; Open scholarship ; Higher education ; Science associations ; Latin Americans ; Generative artificial intelligence ; Ethics ; Latin America,JOUR,,,0120-0976,,,,,spa,"Universidad de Antioquia, Escuela Interamericana de Bibliotecologia",19,1,19,48,3,10.17533/udea.rib.v48n3e358961,,RCC,,https://research.ebsco.com/plink/c217a0a6-8960-360f-abc0-07ca49c9b4af,,,,
Academic Search Ultimate,asn,189435986,Natural Language and Voting Prediction on YouTube. 2024 Mexican Presidential Elections.,"The purpose of this research is to know if the natural language expressed on social networks, in addition to traditional surveys, can contribute to predicting the winner of the 2024 presidential election in Mexico. To achieve this goal, our research team has developed an algorithm designed to differentiate between explicit and implicit expressions of users' electoral preferences based on the grammatical structure of online comments. Unlike previous studies, our research combines volume-based models and sentiment analysis to determine the most accurate analysis method. This approach is supported by evidence from literature suggesting that incorporating syntactic patterns not directly associated with explicit content, such as words with hashtags, can improve volume analysis and its associated accuracy. After applying the unsupervised learning algorithm to 12,000 YouTube comments from the two main presidential candidates, we found that the first and second place positions align with the results reported by various demographic surveys conducted thus far. This result once again confirms that our algorithm does not exhibit probable winner bias, although achieving precision remains a challenge that needs to be addressed.",20240101,"Cruz-Valencia, Ulises ; Flores-Gerónimo, Mauricio ; Guerrero Martínez, Manuel Alejandro ; García-González, Renato ; Grave-Aragón, A. Daniela",Article,Conference Paper,2024,,Conference Papers -- Midwestern Political Science Association,Election forecasting ; Sentiment analysis ; Algorithms ; Written communication ; Elections ; Voting research ; Mexico ; YouTube (Web resource),JOUR,,,,,,,,eng,Midwestern Political Science Association,15,1,15,,,,,137X,,https://research.ebsco.com/plink/60ffa5bb-f6d0-3ea5-ab39-fb863e222a80,,,,
Academic Search Ultimate,asn,136934192,Language features in extractive summarization: Humans Vs. Machines.,"This paper presents a comparative statistical analysis of the language features most commonly used for Automatic Text Summarization (ATS), namely: Parts of Speech (PoS) (unigrams and bigrams), sentiments (by token and sentence), and Rhetorical Structure Theory (RTS) relations. The analyses were carried out on both human-made and machine-made summaries, in order to determine whether current ATS systems capture the same kind of information as humans do. Our results show that there are some marked differences between machine and human-made summaries, which at times may seem counterintuitive. For instance, named entities were usually frequent in machine-made summaries, but not in human-made ones. Similarly, words perceived to hold a ""neutral"" sentiment were systematically favored by machines, but not always by humans. • This paper investigates pertinence of language features commonly utilized in ATS. • Statistical comparisons were conducted between human-made and machine-made summaries. • Some features were interestingly used moderately by humans, but not by machines.",20190915,"Arroyo-Fernández, Ignacio ; Curiel, Arturo ; Méndez-Cruz, Carlos-Francisco",Article,Academic Journal,Sep2019,true,Knowledge-Based Systems,Natural language processing ; Machining ; Structural analysis (Engineering) ; Parts of speech ; Rhetorical theory,JOUR,,,0950-7051,,,,,eng,Elsevier B.V.,11,1,11,180,,10.1016/j.knosys.2019.05.014,,3O6,,https://research.ebsco.com/plink/3e5e5330-32a2-3d68-8ecd-05bc1f35c5f5,,,,
Academic Search Ultimate,asn,147274045,Cognitive Emotional Embedded Representations of Text to Predict Suicidal Ideation and Psychiatric Symptoms.,"Mathematical modeling of language in Artificial Intelligence is of the utmost importance for many research areas and technological applications. Over the last decade, research on text representation has been directed towards the investigation of dense vectors popularly known as word embeddings. In this paper, we propose a cognitive-emotional scoring and representation framework for text based on word embeddings. This representation framework aims to mathematically model the emotional content of words in short free-form text messages, produced by adults in follow-up due to any mental health condition in the outpatient facilities within the Psychiatry Department of Hospital Fundación Jiménez Díaz in Madrid, Spain. Our contribution is a geometrical-topological framework for Sentiment Analysis, that includes a hybrid method that uses a cognitively-based lexicon together with word embeddings to generate graded sentiment scores for words, and a new topological method for clustering dense vector representations in high-dimensional spaces, where points are very sparsely distributed. Our framework is useful in detecting word association topics, emotional scoring patterns, and embedded vectors' geometrical behavior, which might be useful in understanding language use in this kind of texts. Our proposed scoring system and representation framework might be helpful in studying relations between language and behavior and their use might have a predictive potential to prevent suicide.",20201101,"Toledo-Acosta, Mauricio ; Barreiro, Talin ; Reig-Alamillo, Asela ; Müller, Markus ; Aroca Bisquert, Fuensanta ; Barrigon, Maria Luisa ; Baca-Garcia, Enrique ; Hermosillo-Valadez, Jorge",Article,Academic Journal,Nov2020,true,Mathematics (2227-7390),Suicidal ideation ; Symptoms ; Verbal behavior ; Artificial languages ; Suicide statistics ; Sentiment analysis ; Text messages ; Madrid (Spain) ; Wireless Telecommunications Carriers (except Satellite),JOUR,,,2227-7390,,,,,eng,MDPI,2088,2088,1,8,11,10.3390/math8112088,,HE2O,,https://research.ebsco.com/plink/d209c39b-7ce6-3936-8ee4-f69924ae25af,,,,
