alias,autor_normalizado,confianza,origen,score,n_filas_base,n_articulos_base
Armando Sánchez Mata,Armando Sánchez Mata,alta,revision_manual_resuelta_web,,,
"Sanchez-Mata, A.K.",Armando Sánchez Mata,alta,revision_manual_resuelta_web,,,
"Sánchez-Mata, Armando K.",Armando Sánchez Mata,alta,revision_manual_resuelta_web,,,
A Martinez Davalos,Arnulfo Martínez Dávalos,media,tutora_probable_display,0.96,3,3
Arnulfo Martinez Davalos,Arnulfo Martínez Dávalos,alta,tutora_exacta_display,1.0,3,3
"Martinez-Davalos, A.",Arnulfo Martínez Dávalos,media,tutora_probable,0.96,3,3
"Martinez-Davalos, Arnulfo",Arnulfo Martínez Dávalos,alta,tutora_exacta,1.0,3,3
A Avendaño Estrada,Arturo Avendaño Estrada,media,expandido_por_variante_interna_display,0.9,2,2
Arturo Avendano Estrada,Arturo Avendaño Estrada,alta,tutora_exacta_display,1.0,1,1
"Avendaño-Estrada, A.",Arturo Avendaño Estrada,media,expandido_por_variante_interna,0.9,2,2
"Avendano-Estrada, Arturo",Arturo Avendaño Estrada,alta,tutora_exacta,1.0,1,1
Arturo Erdely,Arturo Erdely,alta,nuevo_autor_normalizado_display,0.0,2,2
"Erdely, Arturo",Arturo Erdely,alta,nuevo_autor_normalizado,0.0,2,2
Arturo Molina,Arturo Molina,alta,nuevo_autor_normalizado_display,0.0,1,1
"Molina, Arturo",Arturo Molina,alta,nuevo_autor_normalizado,0.0,1,1
C Hernandez,Augusto Cesar Poot Hernández,media,tutora_probable_display,0.96,1,1
"Hernandez, C.",Augusto Cesar Poot Hernández,media,tutora_probable,0.96,1,1
Bárbara Maria Oliveira Santos,Bárbara Maria Oliveira Santos,alta,nuevo_autor_normalizado_display,0.0,1,1
"Santos, Bárbara Maria Oliveira",Bárbara Maria Oliveira Santos,alta,nuevo_autor_normalizado,0.0,1,1
E Sánchez,Beatriz Sánchez y Sánchez,media,tutora_probable_display,0.96,1,1
"Sánchez, E.",Beatriz Sánchez y Sánchez,media,tutora_probable,0.96,1,1
B Dominguez Trejo,Benjamin Dominguez Trejo,media,expandido_por_variante_interna_display,0.0,2,2
Benjamin Dominguez Trejo,Benjamin Dominguez Trejo,alta,nuevo_autor_normalizado_display,0.0,6,6
"Dominguez-Trejo, B.",Benjamin Dominguez Trejo,media,expandido_por_variante_interna,0.0,2,2
"Dominguez-Trejo, Benjamin",Benjamin Dominguez Trejo,alta,nuevo_autor_normalizado,0.0,6,6
Berenice Zapata Norberto,Berenice Zapata Norberto,alta,nuevo_autor_normalizado_display,0.0,1,1
"Zapata-Norberto, Berenice",Berenice Zapata Norberto,alta,nuevo_autor_normalizado,0.0,1,1
"Andrade-Ortega, Bernardo",Bernardo Andrade Ortega,alta,nuevo_autor_normalizado,0.0,1,1
Bernardo Andrade Ortega,Bernardo Andrade Ortega,alta,nuevo_autor_normalizado_display,0.0,1,1
Bernardo Serrano Estrada,Bernardo Serrano Estrada,alta,nuevo_autor_normalizado_display,0.0,1,1
"Serrano-Estrada, Bernardo",Bernardo Serrano Estrada,alta,nuevo_autor_normalizado,0.0,1,1
Bibiana Obregón Quintana,Bibiana Obregón Quintana,alta,tutora_exacta_display,1.0,3,3
"Obregón-Quintana, Bibiana",Bibiana Obregón Quintana,alta,tutora_exacta,1.0,3,3
Blanca Taboada,Blanca Taboada,alta,nuevo_autor_normalizado_display,0.0,8,8
"Taboada, Blanca",Blanca Taboada,alta,nuevo_autor_normalizado,0.0,8,8
B. Vazquez,Blanca Vazquez,media,expandido_por_variante_interna,0.93,3,3
Blanca Vazquez,Blanca Vazquez,alta,nuevo_autor_normalizado_display,0.0,2,2
"Vazquez, Blanca",Blanca Vazquez,alta,nuevo_autor_normalizado,0.0,2,2
B Escalante Ramírez,Boris Escalante Ramírez,media,tutora_probable_display,0.96,2,2
Boris Escalante Ramirez,Boris Escalante Ramírez,alta,tutora_exacta_display,1.0,21,21
"Escalante-Ramírez, B.",Boris Escalante Ramírez,media,tutora_probable,0.96,2,2
"Escalante-Ramirez, Boris",Boris Escalante Ramírez,alta,tutora_exacta,1.0,21,21
"Amezcua-Osorio, Bruno",Bruno Amezcua Osorio,alta,nuevo_autor_normalizado,0.0,3,3
Bruno Amezcua Osorio,Bruno Amezcua Osorio,alta,nuevo_autor_normalizado_display,0.0,3,3
Bruno Lara,Bruno Lara,alta,nuevo_autor_normalizado_display,0.0,1,1
"Lara, Bruno",Bruno Lara,alta,nuevo_autor_normalizado,0.0,1,1
C A Vega Lebrún,C A Vega Lebrún,media,revision_manual_resuelta_web,,,
"Vega-Lebrún, C.A.",C A Vega Lebrún,media,revision_manual_resuelta_web,,,
C. S. Chávez-Ramírez,Camila Chávez Ramírez,alta,revision_manual_resuelta_web,,,
Camila Chávez Ramírez,Camila Chávez Ramírez,alta,revision_manual_resuelta_web,,,
Camila S Chavez Ramirez,Camila Chávez Ramírez,alta,revision_manual_resuelta_web,,,
"Chavez-Ramirez, C.S.",Camila Chávez Ramírez,alta,revision_manual_resuelta_web,,,
"Chavez-Ramirez, Camila S.",Camila Chávez Ramírez,alta,revision_manual_resuelta_web,,,
Carla Gómez Monroy,Carla Gómez Monroy,alta,nuevo_autor_normalizado_display,0.0,1,1
"Gómez-Monroy, Carla",Carla Gómez Monroy,alta,nuevo_autor_normalizado,0.0,1,1
Carlos Angel Franco Galvan,Carlos Angel Franco Galvan,alta,nuevo_autor_normalizado_display,0.0,2,2
"Franco-Galvan, Carlos Angel",Carlos Angel Franco Galvan,alta,nuevo_autor_normalizado,0.0,2,2
"Argáez, C.",Carlos Argaez,media,expandido_por_variante_interna,0.0,1,1
"Argaez, Carlos",Carlos Argaez,alta,nuevo_autor_normalizado,0.0,1,1
C Argáez,Carlos Argaez,media,expandido_por_variante_interna_display,0.0,1,1
Carlos Argaez,Carlos Argaez,alta,nuevo_autor_normalizado_display,0.0,1,1
Carlos Diaz Rodriguez,Carlos Diaz Rodriguez,alta,nuevo_autor_normalizado_display,0.0,11,11
"Diaz-Rodriguez, Carlos",Carlos Diaz Rodriguez,alta,nuevo_autor_normalizado,0.0,11,11
Carlos Francisco Mendez Cruz,Carlos Francisco Méndez Cruz,alta,tutora_exacta_display,1.0,3,3
"Mendez-Cruz, Carlos-Francisco",Carlos Francisco Méndez Cruz,alta,tutora_exacta,1.0,3,3
C. Gershenson,Carlos Gershenson,media,expandido_por_variante_interna,0.0,1,1
Carlos Gershenson,Carlos Gershenson,alta,nuevo_autor_normalizado_display,0.0,5,5
"Gershenson, Carlos",Carlos Gershenson,alta,nuevo_autor_normalizado,0.0,5,5
Carlos Gilberto Gomez Monroy,Carlos Gilberto Gomez Monroy,alta,nuevo_autor_normalizado_display,0.0,10,10
"Gomez-Monroy, Carlos Gilberto",Carlos Gilberto Gomez Monroy,alta,nuevo_autor_normalizado,0.0,10,10
Carlos E González,Carlos González,media,revision_manual_resuelta_web,,,
Carlos González,Carlos González,media,revision_manual_resuelta_web,,,
"González, Carlos E.",Carlos González,media,revision_manual_resuelta_web,,,
Carlos Hernandez,Carlos Hernandez,alta,nuevo_autor_normalizado_display,0.0,8,8
"Hernandez, Carlos",Carlos Hernandez,alta,nuevo_autor_normalizado,0.0,8,8
C I Hernández Castellanos,Carlos Ignacio Hernández Castellanos,media,tutora_probable_display,0.96,4,4
Carlos Hernández Castellanos,Carlos Ignacio Hernández Castellanos,alta,tutora_probable_display,0.99,1,1
Carlos Ignacio Hernandez Castellanos,Carlos Ignacio Hernández Castellanos,alta,tutora_exacta_display,1.0,6,6
"Castellanos, Carlos Hernández",Carlos Ignacio Hernández Castellanos,alta,tutora_probable,0.99,1,1
"Castellanos, Carlos Ignacio Hernandez",Carlos Ignacio Hernández Castellanos,alta,tutora_exacta,1.0,6,6
"Hernández Castellanos, C.I.",Carlos Ignacio Hernández Castellanos,media,tutora_probable,0.96,4,4
"Hernández Castellanos, Carlos",Carlos Ignacio Hernández Castellanos,alta,tutora_probable,0.99,4,4
"Hernandez Castellanos, Carlos Ignacio",Carlos Ignacio Hernández Castellanos,alta,tutora_exacta,1.0,5,5
Carlos Javier Solis Oviedo,Carlos Javier Solis Oviedo,alta,nuevo_autor_normalizado_display,0.0,1,1
"Solis-Oviedo, Carlos Javier",Carlos Javier Solis Oviedo,alta,nuevo_autor_normalizado,0.0,1,1
Carlos Minutti Martinez,Carlos Minutti Martinez,alta,tutora_exacta_display,1.0,4,4
"Minutti-Martinez, Carlos",Carlos Minutti Martinez,alta,tutora_exacta,1.0,4,4
Carlos M Patlán,Carlos Patlán,media,revision_manual_resuelta_web,,,
Carlos Patlán,Carlos Patlán,media,revision_manual_resuelta_web,,,
"Patlán, Carlos M.",Carlos Patlán,media,revision_manual_resuelta_web,,,
Carlos J Perez,Carlos Pérez,media,revision_manual_resuelta_web,,,
Carlos Pérez,Carlos Pérez,media,revision_manual_resuelta_web,,,
"Perez, Carlos J.",Carlos Pérez,media,revision_manual_resuelta_web,,,
Carlos Pineda,Carlos Pineda,alta,nuevo_autor_normalizado_display,0.0,2,2
"Pineda, Carlos",Carlos Pineda,alta,nuevo_autor_normalizado,0.0,2,2
Carlos Ricardo Cruz Mendoza,Carlos Ricardo Cruz Mendoza,alta,tutora_exacta_display,1.0,2,2
"Cruz-Mendoza, Carlos Ricardo",Carlos Ricardo Cruz Mendoza,alta,tutora_exacta,1.0,2,2
Carlos A Rodriguez Herrera,Carlos Rodriguez Herrera,media,revision_manual_resuelta_web,,,
Carlos Rodriguez Herrera,Carlos Rodriguez Herrera,media,revision_manual_resuelta_web,,,
"Rodriguez-Herrera, Carlos A.",Carlos Rodriguez Herrera,media,revision_manual_resuelta_web,,,
Carlos Velarde,Carlos Velarde,alta,nuevo_autor_normalizado_display,0.0,1,1
"Velarde, Carlos",Carlos Velarde,alta,nuevo_autor_normalizado,0.0,1,1
"Armentano-Oller, Carme",Carme Armentano Oller,alta,nuevo_autor_normalizado,0.0,2,2
Carme Armentano Oller,Carme Armentano Oller,alta,nuevo_autor_normalizado_display,0.0,2,2
Carmen Mezura Godoy,Carmen Mezura Godoy,alta,nuevo_autor_normalizado_display,0.0,9,9
"Mezura-Godoy, Carmen",Carmen Mezura Godoy,alta,nuevo_autor_normalizado,0.0,9,9
"Alvarez, C.",César Álvarez Ochoa,alta,revision_manual_resuelta_web,,,
C Alvarez,César Álvarez Ochoa,alta,revision_manual_resuelta_web,,,
César Álvarez Ochoa,César Álvarez Ochoa,alta,revision_manual_resuelta_web,,,
Cesar Hernandez Cruz,Cesar Hernández Cruz,alta,tutora_exacta_display,1.0,1,1
"Hernandez-Cruz, Cesar",Cesar Hernández Cruz,alta,tutora_exacta,1.0,1,1
Cesar Ivan Najera Rios,Cesar Ivan Najera Rios,alta,nuevo_autor_normalizado_display,0.0,1,1
"Rios, Cesar Ivan Najera",Cesar Ivan Najera Rios,alta,nuevo_autor_normalizado,0.0,1,1
C L Ordoñez Romero,César Ordoñez Romero,alta,revision_manual_resuelta_web,,,
César Ordoñez Romero,César Ordoñez Romero,alta,revision_manual_resuelta_web,,,
"Ordoñez-Romero, C.L.",César Ordoñez Romero,alta,revision_manual_resuelta_web,,,
Chenglong You,Chenglong You,alta,nuevo_autor_normalizado_display,0.0,2,2
"You, Chenglong",Chenglong You,alta,nuevo_autor_normalizado,0.0,2,2
"Bentz, Christian",Christian Bentz,alta,nuevo_autor_normalizado,0.0,1,1
Christian Bentz,Christian Bentz,alta,nuevo_autor_normalizado_display,0.0,1,1
Christian Rubio Montiel,Christian Rubio Montiel,alta,nuevo_autor_normalizado_display,0.0,1,1
"Rubio-Montiel, Christian",Christian Rubio Montiel,alta,nuevo_autor_normalizado,0.0,1,1
Christopher R Stephens,Christopher Rhodes Stephens,media,tutora_probable_display,0.96,1,1
"Stephens, Christopher R.",Christopher Rhodes Stephens,media,tutora_probable,0.96,1,1
"Caceres, Cinthia Veronica B. L.",Cinthia Veronica Caceres,media,revision_manual_resuelta_web,,,
Cinthia Veronica B L Caceres,Cinthia Veronica Caceres,media,revision_manual_resuelta_web,,,
Cinthia Veronica Caceres,Cinthia Veronica Caceres,media,revision_manual_resuelta_web,,,
"Bigongiari, C.",Ciro Bigongiari,media,revision_manual_resuelta_web,,,
C Bigongiari,Ciro Bigongiari,media,revision_manual_resuelta_web,,,
Ciro Bigongiari,Ciro Bigongiari,media,revision_manual_resuelta_web,,,
Claudio Quarti,Claudio Quarti,alta,nuevo_autor_normalizado_display,0.0,5,5
"Quarti, Claudio",Claudio Quarti,alta,nuevo_autor_normalizado,0.0,5,5
Claudio Ramírez,Claudio Ramírez,alta,nuevo_autor_normalizado_display,0.0,1,1
"Ramírez, Claudio",Claudio Ramírez,alta,nuevo_autor_normalizado,0.0,1,1
Clemens Huemer,Clemens Huemer,alta,nuevo_autor_normalizado_display,0.0,2,2
"Huemer, Clemens",Clemens Huemer,alta,nuevo_autor_normalizado,0.0,2,2
Cristina Verde,Cristina Verde,alta,nuevo_autor_normalizado,0.0,1,1
"Verde, Cristina",Cristina Verde,alta,nuevo_autor_normalizado,0.0,1,1
Cristohper Ramos Flores,Cristohper Ramos Flores,alta,correccion_manual_usuario_display,,1,1
"Flores, Cristohper",Cristohper Ramos Flores,alta,correccion_manual_usuario,,,
"Flores, Cristohper Ramos",Cristohper Ramos Flores,alta,correccion_manual_usuario,,1,1
Cuauhtemoc Licona Cassani,Cuauhtemoc Licona Cassani,alta,nuevo_autor_normalizado_display,0.0,1,1
"Licona-Cassani, Cuauhtemoc",Cuauhtemoc Licona Cassani,alta,nuevo_autor_normalizado,0.0,1,1
"Altamirano, D.",D Altamirano,media,revision_manual_resuelta_web,,,
D Altamirano,D Altamirano,media,revision_manual_resuelta_web,,,
D Wilson,D Wilson,media,revision_manual_resuelta_web,,,
"Wilson, D.",D Wilson,media,revision_manual_resuelta_web,,,
Dan Díaz Guerrero,Dan Díaz Guerrero,media,revision_manual_resuelta_web,,,
Dan S Díaz Guerrero,Dan Díaz Guerrero,media,revision_manual_resuelta_web,,,
"Díaz-Guerrero, Dan S.",Dan Díaz Guerrero,media,revision_manual_resuelta_web,,,
Daniel Arturo Olivares Vera,Daniel Arturo Olivares Vera,alta,nuevo_autor_normalizado_display,0.0,2,2
"Olivares-Vera, Daniel Arturo",Daniel Arturo Olivares Vera,alta,nuevo_autor_normalizado,0.0,2,2
"Castanon Quiroz, D.",Daniel Castañon Quiroz,media,tutora_probable,0.96,1,1
D Castanon Quiroz,Daniel Castañon Quiroz,media,tutora_probable_display,0.96,1,1
Daniel Castanon Quiroz,Daniel Castañon Quiroz,alta,tutora_exacta_display,1.0,1,1
"Quiroz, D. Castanon",Daniel Castañon Quiroz,alta,alias_a_autor_existente,0.9,2,2
"Quiroz, Daniel Castanon",Daniel Castañon Quiroz,alta,tutora_exacta,1.0,1,1
Daniel Dotta,Daniel Dotta,alta,nuevo_autor_normalizado_display,0.0,1,1
"Dotta, Daniel",Daniel Dotta,alta,nuevo_autor_normalizado,0.0,1,1
Daniel Ernesto Hernandez Reyes,Daniel Ernesto Hernandez Reyes,alta,nuevo_autor_normalizado_display,0.0,1,1
"Hernandez Reyes, Daniel Ernesto",Daniel Ernesto Hernandez Reyes,alta,nuevo_autor_normalizado,0.0,1,1
D. Haro-Mendoza,Daniel Haro Mendoza,media,tutora_probable,0.96,4,4
Daniel Haro Mendoza,Daniel Haro Mendoza,alta,tutora_exacta_display,1.0,2,2
"Haro-Mendoza, Daniel",Daniel Haro Mendoza,alta,tutora_exacta,1.0,2,2
Daniel Suárez Barrera,Daniel Suárez Barrera,alta,nuevo_autor_normalizado_display,0.0,2,2
"Suárez-Barrera, Daniel",Daniel Suárez Barrera,alta,nuevo_autor_normalizado,0.0,2,2
Daniel Torres Robledo,Daniel Torres Robledo,alta,nuevo_autor_normalizado_display,0.0,7,7
"Torres-Robledo, Daniel",Daniel Torres Robledo,alta,nuevo_autor_normalizado,0.0,7,7
D E Solano Rojas,Darío Solano Rojas,alta,revision_manual_resuelta_web,,,
Darío Solano Rojas,Darío Solano Rojas,alta,revision_manual_resuelta_web,,,
"Solano-Rojas, D.E.",Darío Solano Rojas,alta,revision_manual_resuelta_web,,,
D. A. Salas-de-León,David Alberto Salas de León,alta,revision_manual_resuelta_web,,,
David Alberto Salas de León,David Alberto Salas de León,alta,revision_manual_resuelta_web,,,
D. A. S. Valdez,David Arturo Soriano Valdez,alta,revision_manual_resuelta_web,,,
David Arturo Soriano Valdez,David Arturo Soriano Valdez,alta,nuevo_autor_normalizado_display,0.0,1,1
"Soriano Valdez, David Arturo",David Arturo Soriano Valdez,alta,nuevo_autor_normalizado,0.0,1,1
David Gernandt,David Gernandt,media,revision_manual_resuelta_web,,,
David S Gernandt,David Gernandt,media,revision_manual_resuelta_web,,,
"Gernandt, David S.",David Gernandt,media,revision_manual_resuelta_web,,,
David A Gutierrez Hernandez,David Gutierrez Hernandez,media,revision_manual_resuelta_web,,,
David Gutierrez Hernandez,David Gutierrez Hernandez,media,revision_manual_resuelta_web,,,
"Gutierrez-Hernandez, David A.",David Gutierrez Hernandez,media,revision_manual_resuelta_web,,,
David Perez Ferrara,David Perez Ferrara,alta,nuevo_autor_normalizado_display,0.0,2,2
"Perez-Ferrara, David",David Perez Ferrara,alta,nuevo_autor_normalizado,0.0,2,2
David Romero,David Romero,alta,tutora_exacta_display,1.0,2,2
"Romero, David",David Romero,alta,tutora_exacta,1.0,2,2
David A Rosenblueth,David Rosenblueth,media,revision_manual_resuelta_web,,,
David Rosenblueth,David Rosenblueth,media,revision_manual_resuelta_web,,,
"Rosenblueth, David A.",David Rosenblueth,media,revision_manual_resuelta_web,,,
D Preciado Márquez,David Salvador Preciado Márquez,alta,revision_manual_resuelta_web,,,
David Salvador Preciado Márquez,David Salvador Preciado Márquez,alta,nuevo_autor_normalizado_display,0.0,1,1
"Márquez, David Salvador Preciado",David Salvador Preciado Márquez,alta,nuevo_autor_normalizado,0.0,1,1
"Preciado Márquez, D.",David Salvador Preciado Márquez,alta,revision_manual_resuelta_web,,,
D. T. Varela,David Tinoco Varela,media,tutora_probable,0.96,7,7
David Tinoco Varela,David Tinoco Varela,alta,tutora_exacta_display,1.0,1,1
"Tinoco-Varela, David",David Tinoco Varela,alta,tutora_exacta,1.0,1,1
"Varela, David Tinoco",David Tinoco Varela,alta,tutora_exacta,1.0,5,5
Deborah Oliveros,Deborah Oliveros,alta,nuevo_autor_normalizado_display,0.0,1,1
"Oliveros, Deborah",Deborah Oliveros,alta,nuevo_autor_normalizado,0.0,1,1
Dennis Scheidt,Dennis Scheidt,alta,nuevo_autor_normalizado_display,0.0,2,2
"Scheidt, Dennis",Dennis Scheidt,alta,nuevo_autor_normalizado,0.0,2,2
Diana Cristina Garcia Cambero,Diana Cristina Garcia Cambero,alta,nuevo_autor_normalizado_display,0.0,3,3
"Garcia-Cambero, Diana Cristina",Diana Cristina Garcia Cambero,alta,nuevo_autor_normalizado,0.0,3,3
Didier Torres Guzman,Didier Torres Guzman,alta,nuevo_autor_normalizado_display,0.0,1,1
"Guzman, Didier Torres",Didier Torres Guzman,alta,nuevo_autor_normalizado,0.0,1,1
"Torres Guzmán, Didier",Didier Torres Guzman,alta,nuevo_autor_normalizado,0.0,1,1
Diego A Fabila Bustos,Diego Fabila Bustos,media,revision_manual_resuelta_web,,,
Diego Fabila Bustos,Diego Fabila Bustos,media,revision_manual_resuelta_web,,,
"Fabila-Bustos, Diego A.",Diego Fabila Bustos,media,revision_manual_resuelta_web,,,
Diego Issicaba,Diego Issicaba,alta,nuevo_autor_normalizado_display,0.0,1,1
"Issicaba, Diego",Diego Issicaba,alta,nuevo_autor_normalizado,0.0,1,1
Diego A Velázquez,Diego Velázquez,media,revision_manual_resuelta_web,,,
Diego Velázquez,Diego Velázquez,media,revision_manual_resuelta_web,,,
"Velázquez, Diego A",Diego Velázquez,media,revision_manual_resuelta_web,,,
Dimitri Semenov Flores,Dimitri Semenov Flores,alta,nuevo_autor_normalizado_display,0.0,2,2
"Semenov-Flores, Dimitri",Dimitri Semenov Flores,alta,nuevo_autor_normalizado,0.0,2,2
Dulce Loza Pacheco,Dulce Loza Pacheco,alta,nuevo_autor_normalizado_display,0.0,1,1
"Loza-Pacheco, Dulce",Dulce Loza Pacheco,alta,nuevo_autor_normalizado,0.0,1,1
"Belmont-Moreno, E.",E Belmont Moreno,alta,tutora_exacta,1.0,1,1
E Belmont Moreno,E Belmont Moreno,alta,tutora_exacta_display,1.0,1,1
E Suárez,E Suárez,media,revision_manual_resuelta_web,,,
"Suárez, E.",E Suárez,media,revision_manual_resuelta_web,,,
E Varela,E Varela,media,revision_manual_resuelta_web,,,
"Varela, E.",E Varela,media,revision_manual_resuelta_web,,,
"Barrientos, Eder A. V. I. L. A.",Eder Barrientos,media,revision_manual_resuelta_web,,,
Eder A V I L A Barrientos,Eder Barrientos,media,revision_manual_resuelta_web,,,
Eder Barrientos,Eder Barrientos,media,revision_manual_resuelta_web,,,
Edgar Duran Munoz,Edgar Duran Munoz,alta,nuevo_autor_normalizado_display,0.0,2,2
"Munoz, Edgar Duran",Edgar Duran Munoz,alta,nuevo_autor_normalizado,0.0,2,2
Edgar Galvan,Edgar Galvan,alta,tutora_exacta_display,1.0,2,2
"Galvan, Edgar",Edgar Galvan,alta,tutora_exacta,1.0,2,2
Edgar Garduño,Edgar Garduño,alta,nuevo_autor_normalizado_display,0.93,5,5
"Garduño, Edgar",Edgar Garduño,alta,nuevo_autor_normalizado,0.93,5,5
Edgar Lee Romero,Edgar Lee Romero,alta,nuevo_autor_normalizado_display,0.0,1,1
"Lee-Romero, Edgar",Edgar Lee Romero,alta,nuevo_autor_normalizado,0.0,1,1
Edgardo Galan Vasquez,Edgardo Galán Vásquez,alta,tutora_exacta_display,1.0,3,3
"Galan-Vasquez, Edgardo",Edgardo Galán Vásquez,alta,tutora_exacta,1.0,3,3
Edgardo Roldán Pensado,Edgardo Roldán Pensado,alta,tutora_exacta_display,1.0,3,3
"Roldán-Pensado, Edgardo",Edgardo Roldán Pensado,alta,tutora_exacta,1.0,3,3
"Acuña Yeomans, Eduardo",Eduardo Acuña Yeomans,alta,tutora_exacta,1.0,1,1
Eduardo Acuna Yeomans,Eduardo Acuña Yeomans,alta,tutora_exacta_display,1.0,1,1
"Yeomans, Eduardo Acuna",Eduardo Acuña Yeomans,alta,tutora_exacta,1.0,1,1
Eduardo Barbará Morales,Eduardo Barbará Morales,alta,nuevo_autor_normalizado_display,0.0,2,2
"Morales, Eduardo Barbará",Eduardo Barbará Morales,alta,nuevo_autor_normalizado,0.0,2,2
Eduardo Eloy Loza Pacheco,Eduardo Eloy Loza Pacheco,alta,nuevo_autor_normalizado_display,0.0,1,1
"Pacheco, Eduardo Eloy Loza",Eduardo Eloy Loza Pacheco,alta,nuevo_autor_normalizado,0.0,1,1
E. A. Escotto-Cordova,Eduardo Escotto Cordova,media,revision_manual_resuelta_web,,,
Eduardo A Escotto Cordova,Eduardo Escotto Cordova,media,revision_manual_resuelta_web,,,
Eduardo Escotto Cordova,Eduardo Escotto Cordova,media,revision_manual_resuelta_web,,,
"Escotto-Cordova, E.A.",Eduardo Escotto Cordova,media,revision_manual_resuelta_web,,,
"Escotto-Cordova, Eduardo A.",Eduardo Escotto Cordova,media,revision_manual_resuelta_web,,,
Eduardo Fragoso Navarro,Eduardo Fragoso Navarro,alta,tutora_exacta_display,1.0,6,6
"Fragoso-Navarro, Eduardo",Eduardo Fragoso Navarro,alta,tutora_exacta,1.0,6,6
Eduardo Galicia Gomez,Eduardo Galicia Gomez,alta,nuevo_autor_normalizado_display,0.0,2,2
"Gomez, Eduardo Galicia",Eduardo Galicia Gomez,alta,nuevo_autor_normalizado,0.0,2,2
E G Pérez Tijerina,Eduardo Pérez Tijerina,alta,revision_manual_resuelta_web,,,
Eduardo Pérez Tijerina,Eduardo Pérez Tijerina,alta,revision_manual_resuelta_web,,,
"Pérez-Tijerina, E.G.",Eduardo Pérez Tijerina,alta,revision_manual_resuelta_web,,,
Edwin Román Hernández,Edwin Román Hernández,alta,nuevo_autor_normalizado_display,0.0,2,2
"Román-Hernández, Edwin",Edwin Román Hernández,alta,nuevo_autor_normalizado,0.0,2,2
Efrain Ruiz Ruiz,Efrain Ruiz Ruiz,media,revision_manual_resuelta_web,,,
Efrain Ruiz y Ruiz,Efrain Ruiz Ruiz,media,revision_manual_resuelta_web,,,
"Ruiz-y-Ruiz, Efrain",Efrain Ruiz Ruiz,media,revision_manual_resuelta_web,,,
Efren Antonio Hernández Jiménez,Efren Antonio Hernández Jiménez,alta,nuevo_autor_normalizado_display,0.0,2,2
"Jiménez, Efren Antonio Hernández",Efren Antonio Hernández Jiménez,alta,nuevo_autor_normalizado,0.0,2,2
Eladio Moreno,Eladio Moreno,alta,nuevo_autor_normalizado_display,0.0,1,1
"Moreno, Eladio",Eladio Moreno,alta,nuevo_autor_normalizado,0.0,1,1
"Bissaldi, E.",Elisabetta Bissaldi,media,revision_manual_resuelta_web,,,
E Bissaldi,Elisabetta Bissaldi,media,revision_manual_resuelta_web,,,
Elisabetta Bissaldi,Elisabetta Bissaldi,media,revision_manual_resuelta_web,,,
"de Armas, Elizabet",Elizabet de Armas,alta,nuevo_autor_normalizado,0.0,2,2
E. De Armas,Elizabet de Armas,media,expandido_por_variante_interna,0.0,5,5
Elizabet de Armas,Elizabet de Armas,alta,nuevo_autor_normalizado_display,0.0,2,2
E Lopez Star,Ellery López Star,alta,revision_manual_resuelta_web,,,
Ellery López Star,Ellery López Star,alta,revision_manual_resuelta_web,,,
"Lopez-Star, E.",Ellery López Star,alta,revision_manual_resuelta_web,,,
Elsa Leticia Flores Márquez,Elsa Leticia Flores Marquez,alta,tutora_exacta_display,1.0,3,3
"Flores-Márquez, Elsa Leticia",Elsa Leticia Flores Marquez,alta,tutora_exacta,1.0,3,3
Emilio Rafael Espinosa Garcia,Emilio Rafael Espinosa Garcia,alta,nuevo_autor_normalizado_display,0.0,1,1
"Espinosa-Garcia, Emilio Rafael",Emilio Rafael Espinosa Garcia,alta,nuevo_autor_normalizado,0.0,1,1
Emmanuel Ovalle Magallanes,Emmanuel Ovalle Magallanes,alta,nuevo_autor_normalizado_display,0.0,2,2
"Ovalle-Magallanes, Emmanuel",Emmanuel Ovalle Magallanes,alta,nuevo_autor_normalizado,0.0,2,2
E Resendiz Ochoa,Emmanuel Resendiz Ochoa,media,expandido_por_variante_interna_display,0.0,2,2
Emmanuel Resendiz Ochoa,Emmanuel Resendiz Ochoa,alta,nuevo_autor_normalizado_display,0.0,2,2
"Resendiz-Ochoa, E.",Emmanuel Resendiz Ochoa,media,expandido_por_variante_interna,0.0,2,2
"Resendiz-Ochoa, Emmanuel",Emmanuel Resendiz Ochoa,alta,nuevo_autor_normalizado,0.0,2,2
"Colorado, E.",Enrique Colorado,media,revision_manual_resuelta_web,,,
E Colorado,Enrique Colorado,media,revision_manual_resuelta_web,,,
Enrique Colorado,Enrique Colorado,media,revision_manual_resuelta_web,,,
"Angeles Anguiano, Enrique Ramon",Enrique Ramon Angeles Anguiano,alta,nuevo_autor_normalizado,0.0,1,1
E. R. Ángeles Anguiano,Enrique Ramon Angeles Anguiano,media,expandido_por_variante_interna,0.0,1,1
Enrique Ramon Angeles Anguiano,Enrique Ramon Angeles Anguiano,alta,nuevo_autor_normalizado_display,0.0,1,1
Enrique Vallejo,Enrique Vallejo,alta,nuevo_autor_normalizado_display,0.0,2,2
"Vallejo, Enrique",Enrique Vallejo,alta,nuevo_autor_normalizado,0.0,2,2
Eric S Tellez,Eric Tellez,media,revision_manual_resuelta_web,,,
Eric Tellez,Eric Tellez,media,revision_manual_resuelta_web,,,
"Tellez, Eric S.",Eric Tellez,media,revision_manual_resuelta_web,,,
