alias,autor_normalizado,confianza,origen,score,n_filas_base,n_articulos_base
Leonid Serkin,Leonid Serkin,alta,nuevo_autor_normalizado_display,0.0,6,6
"Serkin, Leonid",Leonid Serkin,alta,nuevo_autor_normalizado,0.0,6,6
L. N. Villagómez-Venegas,Leslie Villagómez Venegas,alta,revision_manual_resuelta_web,,,
Leslie N Villagomez Venegas,Leslie Villagómez Venegas,alta,revision_manual_resuelta_web,,,
Leslie Villagómez Venegas,Leslie Villagómez Venegas,alta,revision_manual_resuelta_web,,,
"Villagomez-Venegas, L.N.",Leslie Villagómez Venegas,alta,revision_manual_resuelta_web,,,
"Villagomez-Venegas, Leslie N.",Leslie Villagómez Venegas,alta,revision_manual_resuelta_web,,,
Liliana Peralta,Liliana Peralta,alta,tutora_exacta_display,1.0,1,1
"Peralta, Liliana",Liliana Peralta,alta,tutora_exacta,1.0,1,1
L. M. Tello-Aguilera,Lilly Tello Aguilera,alta,revision_manual_resuelta_web,,,
Lilly M Tello Aguilera,Lilly Tello Aguilera,alta,revision_manual_resuelta_web,,,
Lilly Tello Aguilera,Lilly Tello Aguilera,alta,revision_manual_resuelta_web,,,
"Tello-Aguilera, L.M.",Lilly Tello Aguilera,alta,revision_manual_resuelta_web,,,
"Tello-Aguilera, Lilly M.",Lilly Tello Aguilera,alta,revision_manual_resuelta_web,,,
L Vazquez Aguilar,Lisandro Vazquez Aguilar,media,expandido_por_variante_interna_display,0.0,1,1
Lisandro Vazquez Aguilar,Lisandro Vazquez Aguilar,alta,nuevo_autor_normalizado_display,0.0,2,2
"Vazquez-Aguilar, L.",Lisandro Vazquez Aguilar,media,expandido_por_variante_interna,0.0,1,1
"Vazquez-Aguilar, Lisandro",Lisandro Vazquez Aguilar,alta,nuevo_autor_normalizado,0.0,2,2
"Camargo Marin, L.",Lisbeth Camargo Marín,media,expandido_por_variante_interna,0.0,2,2
"Camargo Marín, Lisbeth",Lisbeth Camargo Marín,alta,nuevo_autor_normalizado,0.0,2,2
L Camargo Marin,Lisbeth Camargo Marín,media,expandido_por_variante_interna_display,0.0,2,2
Lisbeth Camargo Marín,Lisbeth Camargo Marín,alta,nuevo_autor_normalizado_display,0.0,2,2
Lizbeth Naranjo,Lizbeth Naranjo,alta,nuevo_autor_normalizado_display,0.0,2,2
"Naranjo, Lizbeth",Lizbeth Naranjo,alta,nuevo_autor_normalizado,0.0,2,2
Lorena Nunez,Lorena Nunez,alta,tutora_exacta_display,1.0,2,2
"Nunez, Lorena",Lorena Nunez,alta,tutora_exacta,1.0,2,2
"Lopez, Lubia Velazquez",Lubia Velazquez Lopez,alta,nuevo_autor_normalizado,0.0,1,1
Lubia Velazquez Lopez,Lubia Velazquez Lopez,alta,nuevo_autor_normalizado_display,0.0,1,1
"Velázquez López, Lubia",Lubia Velazquez Lopez,alta,nuevo_autor_normalizado,0.0,1,1
"Bayones, Lucas",Lucas Bayones,alta,nuevo_autor_normalizado,0.0,3,3
Lucas Bayones,Lucas Bayones,alta,nuevo_autor_normalizado_display,0.0,3,3
"Cedric Cervantes-Beutelspacher, Lucas",Lucas Cedric Cervantes Beutelspacher,alta,nuevo_autor_normalizado,0.0,1,1
"Cervantes-Beutelspacher, Lucas Cedric",Lucas Cedric Cervantes Beutelspacher,alta,nuevo_autor_normalizado,0.0,2,2
Lucas Cedric Cervantes Beutelspacher,Lucas Cedric Cervantes Beutelspacher,alta,nuevo_autor_normalizado_display,0.0,2,2
Lucas Lugnani,Lucas Lugnani,alta,nuevo_autor_normalizado_display,0.0,1,1
"Lugnani, Lucas",Lucas Lugnani,alta,nuevo_autor_normalizado,0.0,1,1
"Adan Sanchez-Mejia, Luis",Luis Adan Sanchez Mejia,alta,nuevo_autor_normalizado,0.0,2,2
Luis Adan Sanchez Mejia,Luis Adan Sanchez Mejia,alta,nuevo_autor_normalizado_display,0.0,2,2
"Alberto, Luis",Luis Alberto,alta,nuevo_autor_normalizado,0.0,2,2
Luis Alberto,Luis Alberto,alta,nuevo_autor_normalizado_display,0.0,2,2
"Cortés, Luis A. Pineda",Luis Alberto Pineda Cortés,media,tutora_probable,0.96,5,5
Luis A Pineda Cortés,Luis Alberto Pineda Cortés,media,tutora_probable_display,0.96,5,5
"Alvarez-Icaza, L.",Luis Álvarez Icaza,media,alias_a_autor_existente_probable,0.9,2,2
L Alvarez Icaza,Luis Álvarez Icaza,media,alias_a_autor_existente_probable_display,0.9,2,2
"Benet, Luis",Luis Benet,alta,nuevo_autor_normalizado,0.0,17,17
Luis Benet,Luis Benet,alta,nuevo_autor_normalizado_display,0.0,17,17
"Concha, Luis",Luis Concha,alta,tutora_exacta,1.0,4,4
Luis Concha,Luis Concha,alta,tutora_exacta_display,1.0,4,4
"Contreras, L.",Luis Contreras,media,expandido_por_variante_interna,0.0,1,1
"Contreras, Luis",Luis Contreras,alta,nuevo_autor_normalizado,0.0,3,3
L Contreras,Luis Contreras,media,expandido_por_variante_interna_display,0.0,1,1
Luis Contreras,Luis Contreras,alta,nuevo_autor_normalizado_display,0.0,3,3
Luis Eduardo Pacheco González,Luis Eduardo Pacheco González,alta,nuevo_autor_normalizado_display,0.0,1,1
"Pacheco González, Luis Eduardo",Luis Eduardo Pacheco González,alta,nuevo_autor_normalizado,0.0,1,1
Luis Eduardo Ramírez Montoya,Luis Eduardo Ramírez Montoya,alta,nuevo_autor_normalizado_display,0.0,2,2
"Ramírez-Montoya, Luis Eduardo",Luis Eduardo Ramírez Montoya,alta,nuevo_autor_normalizado,0.0,2,2
"Fernández-Ávila, Luis E.",Luis Fernández Ávila,media,revision_manual_resuelta_web,,,
L. E. Fernández-Ávila,Luis Fernández Ávila,media,revision_manual_resuelta_web,,,
Luis E Fernández Ávila,Luis Fernández Ávila,media,revision_manual_resuelta_web,,,
Luis Fernández Ávila,Luis Fernández Ávila,media,revision_manual_resuelta_web,,,
"Hernandez-Zimbron, L. F.",Luis Fernando Hernández Zimbrón,alta,revision_manual_resuelta_web,,,
L F Hernandez Zimbron,Luis Fernando Hernández Zimbrón,alta,revision_manual_resuelta_web,,,
Luis Fernando Hernández Zimbrón,Luis Fernando Hernández Zimbrón,alta,revision_manual_resuelta_web,,,
"Franceschi-Jimenez, Luis A.",Luis Franceschi Jimenez,media,revision_manual_resuelta_web,,,
Luis A Franceschi Jimenez,Luis Franceschi Jimenez,media,revision_manual_resuelta_web,,,
Luis Franceschi Jimenez,Luis Franceschi Jimenez,media,revision_manual_resuelta_web,,,
"Gerardo Montane-Jimenez, Luis",Luis Gerardo Montane Jimenez,alta,nuevo_autor_normalizado,0.0,3,3
Luis Gerardo Montane Jimenez,Luis Gerardo Montane Jimenez,alta,nuevo_autor_normalizado_display,0.0,3,3
"Jimenez-Angeles, Luis",Luis Jimenez Angeles,alta,tutora_exacta,1.0,1,1
Luis Jimenez Angeles,Luis Jimenez Angeles,alta,tutora_exacta_display,1.0,1,1
L Villaseñor,Luis Manuel Villaseñor Cendejas,alta,revision_manual_resuelta_web,,,
Luis Manuel Villaseñor Cendejas,Luis Manuel Villaseñor Cendejas,alta,revision_manual_resuelta_web,,,
"Villaseñor, L.",Luis Manuel Villaseñor Cendejas,alta,revision_manual_resuelta_web,,,
"Flores-Nava, Luis Martin",Luis Martin Flores Nava,alta,nuevo_autor_normalizado,0.0,1,1
Luis Martin Flores Nava,Luis Martin Flores Nava,alta,nuevo_autor_normalizado_display,0.0,1,1
L M Sánchez Adame,Luis Martín Sánchez Adame,media,expandido_por_variante_interna_display,0.0,3,3
Luis Martín Sánchez Adame,Luis Martín Sánchez Adame,alta,nuevo_autor_normalizado_display,0.0,12,12
"Sánchez-Adame, L.M.",Luis Martín Sánchez Adame,media,expandido_por_variante_interna,0.0,3,3
"Sánchez-Adame, Luis Martín",Luis Martín Sánchez Adame,alta,nuevo_autor_normalizado,0.0,12,12
Luis Mendieta Mejia,Luis Mendieta Mejia,alta,nuevo_autor_normalizado_display,0.0,3,3
"Mendieta-Mejia, Luis",Luis Mendieta Mejia,alta,nuevo_autor_normalizado,0.0,3,3
L Mendoza Rodriguez,Luis Mendoza Rodríguez,alta,revision_manual_resuelta_web,,,
Luis Mendoza Rodríguez,Luis Mendoza Rodríguez,alta,revision_manual_resuelta_web,,,
"Mendoza-Rodriguez, L.",Luis Mendoza Rodríguez,alta,revision_manual_resuelta_web,,,
Luis A H Miranda,Luis Miranda,media,revision_manual_resuelta_web,,,
Luis Miranda,Luis Miranda,media,revision_manual_resuelta_web,,,
"Miranda, Luis A.H.",Luis Miranda,media,revision_manual_resuelta_web,,,
Luis A Morales Hernandez,Luis Morales Hernandez,media,revision_manual_resuelta_web,,,
Luis Morales Hernandez,Luis Morales Hernandez,media,revision_manual_resuelta_web,,,
"Morales-Hernandez, Luis A.",Luis Morales Hernandez,media,revision_manual_resuelta_web,,,
L. A. Pineda,Luis Pineda,media,revision_manual_resuelta_web,,,
Luis A Pineda,Luis Pineda,media,revision_manual_resuelta_web,,,
Luis Pineda,Luis Pineda,media,revision_manual_resuelta_web,,,
"Pineda, Luis A.",Luis Pineda,media,revision_manual_resuelta_web,,,
Luis Ramos,Luis Ramos,alta,nuevo_autor_normalizado_display,0.0,1,1
"Ramos, Luis",Luis Ramos,alta,nuevo_autor_normalizado,0.0,1,1
Luis Santamaría Padilla,Luis Santamaría Padilla,alta,nuevo_autor_normalizado_display,0.0,6,6
"Santamaría-Padilla, Luis",Luis Santamaría Padilla,alta,nuevo_autor_normalizado,0.0,6,6
Luis Velasco,Luis Velasco,alta,nuevo_autor_normalizado_display,0.0,1,1
"Velasco, Luis",Luis Velasco,alta,nuevo_autor_normalizado,0.0,1,1
"Del Carmen García, Luisa",Luisa Del Carmen García,alta,nuevo_autor_normalizado,0.0,1,1
Luisa Del Carmen García,Luisa Del Carmen García,alta,nuevo_autor_normalizado_display,0.0,1,1
M A Quiroz Juárez,M A Quiroz Juárez,alta,tutora_exacta_display,1.0,1,1
"Quiroz-Juárez, M.A.",M A Quiroz Juárez,alta,tutora_exacta,1.0,1,1
M Manea,M Manea,alta,tutora_exacta_display,1.0,4,4
"Manea, M.",M Manea,alta,tutora_exacta,1.0,4,4
"Jimenez-Guarneros, M.",Magdiel Jiménez Guarneros,alta,tutora_doi_compartido,0.98,2,2
"Jimenez-Guarneros, Magdiel",Magdiel Jiménez Guarneros,alta,tutora_exacta,1.0,13,13
M Jimenez Guarneros,Magdiel Jiménez Guarneros,alta,tutora_doi_compartido_display,0.98,2,2
Magdiel Jimenez Guarneros,Magdiel Jiménez Guarneros,alta,tutora_exacta_display,1.0,13,13
"Garcia, Maique",Maique Garcia,alta,nuevo_autor_normalizado,0.0,1,1
Maique Garcia,Maique Garcia,alta,nuevo_autor_normalizado_display,0.0,1,1
"Chavez, Manuel Alejandro Flores",Manuel Alejandro Flores Chavez,alta,nuevo_autor_normalizado,0.0,2,2
Manuel Alejandro Flores Chavez,Manuel Alejandro Flores Chavez,alta,nuevo_autor_normalizado_display,0.0,2,2
"Alvarez, Manuel",Manuel Alvarez,alta,nuevo_autor_normalizado,0.0,2,2
Manuel Alvarez,Manuel Alvarez,alta,nuevo_autor_normalizado_display,0.0,2,2
"Cedillo-Hernandez, Manuel",Manuel Cedillo Hernández,alta,tutora_exacta,1.0,26,26
Manuel Cedillo Hernandez,Manuel Cedillo Hernández,alta,tutora_exacta_display,1.0,26,26
"Espinosa-García, Manuel A.",Manuel Espinosa García,media,revision_manual_resuelta_web,,,
Manuel A Espinosa García,Manuel Espinosa García,media,revision_manual_resuelta_web,,,
Manuel Espinosa García,Manuel Espinosa García,media,revision_manual_resuelta_web,,,
M. A. Manzano-Calixto,Manuel Manzano Calixto,alta,revision_manual_resuelta_web,,,
Manuel A Manzano Calixto,Manuel Manzano Calixto,alta,revision_manual_resuelta_web,,,
Manuel Manzano Calixto,Manuel Manzano Calixto,alta,revision_manual_resuelta_web,,,
"Manzano-Calixto, M.A.",Manuel Manzano Calixto,alta,revision_manual_resuelta_web,,,
"Manzano-Calixto, Manuel A.",Manuel Manzano Calixto,alta,revision_manual_resuelta_web,,,
"Dudda, Marcel",Marcel Dudda,alta,nuevo_autor_normalizado,0.0,2,2
Marcel Dudda,Marcel Dudda,alta,nuevo_autor_normalizado_display,0.0,2,2
"Forets, Marcelo",Marcelo Forets,alta,nuevo_autor_normalizado,0.0,6,6
Marcelo Forets,Marcelo Forets,alta,nuevo_autor_normalizado_display,0.0,6,6
Marco Antonio Lopez Vega,Marco Antonio Lopez Vega,alta,nuevo_autor_normalizado_display,0.0,1,1
"Vega, Marco Antonio Lopez",Marco Antonio Lopez Vega,alta,nuevo_autor_normalizado,0.0,1,1
"Arteaga, Marco",Marco Arteaga,alta,nuevo_autor_normalizado,0.0,1,1
"Arteaga, Marco A.",Marco Arteaga,media,expandido_por_variante_interna,0.0,1,1
Marco A Arteaga,Marco Arteaga,media,expandido_por_variante_interna_display,0.0,1,1
Marco Arteaga,Marco Arteaga,alta,nuevo_autor_normalizado_display,0.0,1,1
"Bedolla-Hernandez, J.",Marco Bedolla Hernández,alta,revision_manual_resuelta_web,,,
J Bedolla Hernandez,Marco Bedolla Hernández,alta,revision_manual_resuelta_web,,,
Marco Bedolla Hernández,Marco Bedolla Hernández,alta,revision_manual_resuelta_web,,,
"Colín-García, Marco P.",Marco Colín García,alta,revision_manual_resuelta_web,,,
Marco Colín García,Marco Colín García,alta,revision_manual_resuelta_web,,,
Marco P Colín García,Marco Colín García,alta,revision_manual_resuelta_web,,,
Marco Negrete,Marco Negrete,alta,tutora_exacta_display,1.0,7,7
"Negrete, Marco",Marco Negrete,alta,tutora_exacta,1.0,7,7
B Marco Vinicio Chávez,Marco Vinicio Chávez Báez,alta,revision_manual_resuelta_web,,,
"Marco Vinicio Chávez, B.",Marco Vinicio Chávez Báez,alta,revision_manual_resuelta_web,,,
Marco Vinicio Chávez Báez,Marco Vinicio Chávez Báez,alta,revision_manual_resuelta_web,,,
"Bernal-Romero, Marcos",Marcos Bernal Romero,alta,tutora_exacta,1.0,1,1
Marcos Bernal Romero,Marcos Bernal Romero,alta,tutora_exacta_display,1.0,1,1
Margarita Rosado Solís,Margarita Rosado Solís,alta,nuevo_autor_normalizado_display,0.0,3,3
"Rosado-Solís, Margarita",Margarita Rosado Solís,alta,nuevo_autor_normalizado,0.0,3,3
"María Del Carmen García, R.",María Del Carmen García Ramírez,alta,revision_manual_resuelta_web,,,
María Del Carmen García Ramírez,María Del Carmen García Ramírez,alta,revision_manual_resuelta_web,,,
R María Del Carmen García,María Del Carmen García Ramírez,alta,revision_manual_resuelta_web,,,
"Angeles, Maria Del Pilar",María del Pilar Angeles,alta,tutora_exacta,1.0,2,2
Maria Del Pilar Angeles,María del Pilar Angeles,alta,tutora_exacta_display,1.0,2,2
"Corona-Lira, Maria del Pilar",Maria del Pilar Corona Lira,alta,nuevo_autor_normalizado,0.0,5,5
Maria del Pilar Corona Lira,Maria del Pilar Corona Lira,alta,nuevo_autor_normalizado_display,0.0,5,5
M Elena Martinez Perez,María Elena Martínez Pérez,media,tutora_probable_display,0.96,3,3
"Martinez-Perez, M. Elena",María Elena Martínez Pérez,media,tutora_probable,0.96,3,3
"Brandan, Maria-Ester",María Ester Brandan,alta,tutora_exacta,1.0,4,4
Maria Ester Brandan,María Ester Brandan,alta,tutora_exacta_display,1.0,4,4
María Estrella Vallecillo Rodríguez,María Estrella Vallecillo Rodríguez,alta,nuevo_autor_normalizado_display,0.0,2,2
"Vallecillo-Rodríguez, María Estrella",María Estrella Vallecillo Rodríguez,alta,nuevo_autor_normalizado,0.0,2,2
"Castro-Colin, Maria Fernanda",Maria Fernanda Castro Colin,alta,nuevo_autor_normalizado,0.0,2,2
"Fernanda Castro-Colin, Maria",Maria Fernanda Castro Colin,alta,nuevo_autor_normalizado,0.0,1,1
Maria Fernanda Castro Colin,Maria Fernanda Castro Colin,alta,nuevo_autor_normalizado_display,0.0,2,2
"Gil-Leyva, María Fernanda",María Fernanda Gil Leyva,alta,nuevo_autor_normalizado,0.0,2,2
María Fernanda Gil Leyva,María Fernanda Gil Leyva,alta,nuevo_autor_normalizado_display,0.0,2,2
"García-Santiago, María",María García Santiago,alta,nuevo_autor_normalizado,0.0,2,2
María García Santiago,María García Santiago,alta,nuevo_autor_normalizado_display,0.0,2,2
Maria Julieta Mateos,Maria Julieta Mateos,alta,tutora_exacta_display,1.0,2,2
"Mateos, Maria-Julieta",Maria Julieta Mateos,alta,tutora_exacta,1.0,2,2
Mariano Rivera,Mariano Rivera,alta,nuevo_autor_normalizado_display,0.0,4,4
"Rivera, Mariano",Mariano Rivera,alta,nuevo_autor_normalizado,0.0,4,4
Marie Josee Raboisson,Marie Josee Raboisson,alta,nuevo_autor_normalizado_display,0.0,1,1
"Raboisson, Marie-Josee",Marie Josee Raboisson,alta,nuevo_autor_normalizado,0.0,1,1
"Manea, Marina",Marina Manea,alta,nuevo_autor_normalizado,0.0,3,3
Marina Manea,Marina Manea,alta,nuevo_autor_normalizado_display,0.0,3,3
Mario A Quiroz Juarez,Mario Alan Quiroz Juarez,media,tutora_probable_display,0.96,8,8
"Quiroz-Juarez, Mario A.",Mario Alan Quiroz Juarez,media,tutora_probable,0.96,8,8
"Ibarra-Yallez, Mario Alexis",Mario Alexis Ibarra Yallez,alta,nuevo_autor_normalizado,0.0,3,3
Mario Alexis Ibarra Yallez,Mario Alexis Ibarra Yallez,alta,nuevo_autor_normalizado_display,0.0,3,3
"Ibarra-Yanez, M.A.",Mario Alexis Ibarra Yáñez,media,expandido_por_variante_interna,0.0,3,3
"Ibarra-Yáñez, Mario Alexis",Mario Alexis Ibarra Yáñez,alta,nuevo_autor_normalizado,0.0,1,1
M A Ibarra Yanez,Mario Alexis Ibarra Yáñez,media,expandido_por_variante_interna_display,0.0,3,3
Mario Alexis Ibarra Yáñez,Mario Alexis Ibarra Yáñez,alta,nuevo_autor_normalizado_display,0.0,1,1
Mario Alfredo Reyes Barranca,Mario Alfredo Reyes Barranca,alta,nuevo_autor_normalizado_display,0.0,1,1
"Reyes-Barranca, Mario Alfredo",Mario Alfredo Reyes Barranca,alta,nuevo_autor_normalizado,0.0,1,1
"Diaz, Mario",Mario Diaz,alta,nuevo_autor_normalizado,0.0,14,14
M. Diaz,Mario Diaz,media,expandido_por_variante_interna,0.93,7,7
Mario Diaz,Mario Diaz,alta,nuevo_autor_normalizado_display,0.0,14,14
"Guzman Huerta, M.",Mario Guzman Huerta,media,expandido_por_variante_interna,0.0,2,2
"Guzmán-Huerta, Mario",Mario Guzman Huerta,alta,nuevo_autor_normalizado,0.0,1,1
"Huerta, Mario Guzman",Mario Guzman Huerta,alta,nuevo_autor_normalizado,0.0,3,3
M Guzman Huerta,Mario Guzman Huerta,media,expandido_por_variante_interna_display,0.0,2,2
Mario Guzman Huerta,Mario Guzman Huerta,alta,nuevo_autor_normalizado_display,0.0,3,3
"Lopez, Mario A.",Mario Lopez,media,revision_manual_resuelta_web,,,
Mario A Lopez,Mario Lopez,media,revision_manual_resuelta_web,,,
Mario Lopez,Mario Lopez,media,revision_manual_resuelta_web,,,
M. Peña,Mario Peña,media,expandido_por_variante_interna,0.0,1,1
Mario Peña,Mario Peña,alta,nuevo_autor_normalizado_display,0.0,25,25
"Peña, Mario",Mario Peña,alta,nuevo_autor_normalizado,0.0,25,25
Mario Peña Cabrera,Mario Peña Cabrera,alta,tutora_exacta_display,1.0,1,1
"Peña-Cabrera, Mario",Mario Peña Cabrera,alta,tutora_exacta,1.0,1,1
"Arrieta Paternina, Mario R.",Mario R Arrieta Paternina,alta,tutora_exacta,1.0,3,3
Mario R Arrieta Paternina,Mario R Arrieta Paternina,alta,tutora_exacta_display,1.0,3,3
"Paternina, Mario R. Arrieta",Mario R Arrieta Paternina,alta,tutora_exacta,1.0,4,4
M. R. A. Paternina,Mario Roberto Arrieta Paternina,alta,tutora_doi_compartido,0.98,3,3
M. R. Arrieta Paternina,Mario Roberto Arrieta Paternina,media,expandido_por_variante_interna,0.9,3,3
"Paternina, M.R.A.",Mario Roberto Arrieta Paternina,alta,alias_a_autor_existente,0.9,2,2
Mario Sepulveda Hernandez,Mario Sepulveda Hernandez,alta,nuevo_autor_normalizado_display,0.0,2,2
"Sepulveda-Hernandez, Mario",Mario Sepulveda Hernandez,alta,nuevo_autor_normalizado,0.0,2,2
"Garcia-Roa, M.",Marlon García Roa,alta,revision_manual_resuelta_web,,,
M Garcia Roa,Marlon García Roa,alta,revision_manual_resuelta_web,,,
Marlon García Roa,Marlon García Roa,alta,revision_manual_resuelta_web,,,
"Alatriste-Contreras, Martha G.",Martha Alatriste Contreras,media,revision_manual_resuelta_web,,,
Martha Alatriste Contreras,Martha Alatriste Contreras,media,revision_manual_resuelta_web,,,
Martha G Alatriste Contreras,Martha Alatriste Contreras,media,revision_manual_resuelta_web,,,
Martha G Torres,Martha Torres,media,revision_manual_resuelta_web,,,
Martha Torres,Martha Torres,media,revision_manual_resuelta_web,,,
"Torres, Martha G.",Martha Torres,media,revision_manual_resuelta_web,,,
"Estrella, Martinez-Lopez Yoscelina",Martinez Lopez Yoscelina Estrella,alta,nuevo_autor_normalizado,0.0,2,2
Martinez Lopez Yoscelina Estrella,Martinez Lopez Yoscelina Estrella,alta,nuevo_autor_normalizado_display,0.0,2,2
Mary Anahi Serna Bernal,Mary Anahi Serna Bernal,alta,nuevo_autor_normalizado_display,0.0,1,1
"Serna-Bernal, Mary-Anahi",Mary Anahi Serna Bernal,alta,nuevo_autor_normalizado,0.0,1,1
"Ghahramani, M.",Maryam Ghahramani,media,expandido_por_variante_interna,0.0,2,2
"Ghahramani, Maryam",Maryam Ghahramani,alta,nuevo_autor_normalizado,0.0,2,2
M Ghahramani,Maryam Ghahramani,media,expandido_por_variante_interna_display,0.0,2,2
Maryam Ghahramani,Maryam Ghahramani,alta,nuevo_autor_normalizado_display,0.0,2,2
"Bitossi, M.",Massimiliano Bitossi,media,revision_manual_resuelta_web,,,
M Bitossi,Massimiliano Bitossi,media,revision_manual_resuelta_web,,,
Massimiliano Bitossi,Massimiliano Bitossi,media,revision_manual_resuelta_web,,,
"del Valle-Rosales, Mauricio",Mauricio del Valle Rosales,alta,nuevo_autor_normalizado,0.0,9,9
Mauricio del Valle Rosales,Mauricio del Valle Rosales,alta,nuevo_autor_normalizado_display,0.0,9,9
Mauricio Enrique Reyes Castillo,Mauricio Enrique Reyes Castillo,alta,nuevo_autor_normalizado_display,0.0,2,2
"Reyes-Castillo, Mauricio Enrique",Mauricio Enrique Reyes Castillo,alta,nuevo_autor_normalizado,0.0,2,2
Mauricio Gabriel Orozco del Castillo,Mauricio Gabriel Orozco del Castillo,alta,nuevo_autor_normalizado_display,0.0,1,1
"Orozco-del Castillo, Mauricio Gabriel",Mauricio Gabriel Orozco del Castillo,alta,nuevo_autor_normalizado,0.0,1,1
"Garcia-Vergara, Mauricio",Mauricio Garcia Vergara,alta,nuevo_autor_normalizado,0.0,1,1
Mauricio Garcia Vergara,Mauricio Garcia Vergara,alta,nuevo_autor_normalizado_display,0.0,1,1
M Reyes Ruiz,Mauricio Reyes Ruiz,media,tutora_probable_display,0.96,1,1
"Reyes-Ruiz, M.",Mauricio Reyes Ruiz,media,tutora_probable,0.96,1,1
Mayra Lorena Díaz Sosa,Mayra Lorena Díaz Sosa,alta,nuevo_autor_normalizado_display,0.0,1,1
"Sosa, Mayra Lorena Díaz",Mayra Lorena Díaz Sosa,alta,nuevo_autor_normalizado,0.0,1,1
Mayra Olguin Rosas,Mayra Olguin Rosas,alta,nuevo_autor_normalizado_display,0.0,1,1
"Rosas, Mayra Olguin",Mayra Olguin Rosas,alta,nuevo_autor_normalizado,0.0,1,1
Mehr Un Nisa,Mehr Un Nisa,alta,nuevo_autor_normalizado_display,0.0,1,1
"Nisa, Mehr Un",Mehr Un Nisa,alta,nuevo_autor_normalizado,0.0,1,1
M Rodriguez Villafuerte,Mercedes Rodríguez Villafuerte,media,tutora_probable_display,0.96,3,3
Mercedes Rodriguez Villafuerte,Mercedes Rodríguez Villafuerte,alta,tutora_exacta_display,1.0,3,3
"Rodriguez-Villafuerte, M.",Mercedes Rodríguez Villafuerte,media,tutora_probable,0.96,3,3
"Rodriguez-Villafuerte, Mercedes",Mercedes Rodríguez Villafuerte,alta,tutora_exacta,1.0,3,3
"Gomez, Michelle",Michelle Gomez,alta,nuevo_autor_normalizado,0.0,2,2
Michelle Gomez,Michelle Gomez,alta,nuevo_autor_normalizado_display,0.0,2,2
M. D. Padilla-Torres,Michelle Padilla Torres,alta,revision_manual_resuelta_web,,,
Michelle D Padilla Torres,Michelle Padilla Torres,alta,revision_manual_resuelta_web,,,
Michelle Padilla Torres,Michelle Padilla Torres,alta,revision_manual_resuelta_web,,,
"Padilla-Torres, M.D.",Michelle Padilla Torres,alta,revision_manual_resuelta_web,,,
"Padilla-Torres, Michelle D.",Michelle Padilla Torres,alta,revision_manual_resuelta_web,,,
Michelle Reyes,Michelle Reyes,alta,tutora_exacta_display,1.0,3,3
"Reyes, Michelle",Michelle Reyes,alta,tutora_exacta,1.0,3,3
"Ávila-Rodríguez, M.A.",Miguel Angel Avila Rodriguez,media,expandido_por_variante_interna,0.9,2,2
"Avila-Rodriguez, Miguel Angel",Miguel Angel Avila Rodriguez,alta,nuevo_autor_normalizado,0.0,1,1
M A Ávila Rodríguez,Miguel Angel Avila Rodriguez,media,expandido_por_variante_interna_display,0.9,2,2
Miguel Angel Avila Rodriguez,Miguel Angel Avila Rodriguez,alta,nuevo_autor_normalizado_display,0.0,1,1
Miguel Angel Banuelos Saucedo,Miguel Angel Banuelos Saucedo,alta,nuevo_autor_normalizado_display,0.0,1,1
"Saucedo, Miguel Angel Banuelos",Miguel Angel Banuelos Saucedo,alta,nuevo_autor_normalizado,0.0,1,1
Miguel angel Padilla Castaneda,Miguel Ángel Padilla Castañeda,alta,tutora_exacta_display,1.0,1,1
"Padilla-Castaneda, Miguel angel",Miguel Ángel Padilla Castañeda,alta,tutora_exacta,1.0,1,1
Miguel Morales Sandoval,Miguel Morales Sandoval,alta,nuevo_autor_normalizado_display,0.0,2,2
"Morales-Sandoval, Miguel",Miguel Morales Sandoval,alta,nuevo_autor_normalizado,0.0,2,2
Miguel Murguia Romero,Miguel Murguía Romero,alta,tutora_exacta_display,1.0,1,1
"Murguia-Romero, Miguel",Miguel Murguía Romero,alta,tutora_exacta,1.0,1,1
M. Pérez-Gaspar,Miguel Pérez Gaspar,media,expandido_por_variante_interna,0.0,3,3
Miguel Pérez Gaspar,Miguel Pérez Gaspar,alta,nuevo_autor_normalizado_display,0.0,8,8
"Perez-Gaspar, M.",Miguel Pérez Gaspar,media,expandido_por_variante_interna,0.0,2,2
"Pérez-Gaspar, Miguel",Miguel Pérez Gaspar,alta,nuevo_autor_normalizado,0.0,8,8
M Piña,Miguel Piña,media,expandido_por_variante_interna_display,0.0,2,2
Miguel Piña,Miguel Piña,alta,nuevo_autor_normalizado_display,0.0,13,13
"Piña, M.",Miguel Piña,media,expandido_por_variante_interna,0.0,2,2
"Piña, Miguel",Miguel Piña,alta,nuevo_autor_normalizado,0.0,13,13
Miguel Raggi,Miguel Raggi,alta,nuevo_autor_normalizado_display,0.0,2,2
"Raggi, Miguel",Miguel Raggi,alta,nuevo_autor_normalizado,0.0,2,2
M Uh Zapata,Miguel Uh Zapata,alta,revision_manual_resuelta_web,,,
Miguel Uh Zapata,Miguel Uh Zapata,alta,revision_manual_resuelta_web,,,
"Uh Zapata, M.",Miguel Uh Zapata,alta,revision_manual_resuelta_web,,,
"Zapata, M. Uh",Miguel Uh Zapata,alta,revision_manual_resuelta_web,,,
Mikel Segura,Mikel Segura,alta,nuevo_autor_normalizado_display,0.0,1,1
